Format,RaceBox CSV
Data Source,RaceBox 25121861
Date UTC,2026-05-29T18:52:22+00:00
Date,29/05/2026
Time,06/52/22
Session Index,3
Session Type,Track
Track,Custom Track
Configuration,
Laps,14
Best Lap Time,42.636
Incomplete lap, 6.323, sectors, 0,0,0,0,6.323
Lap 1, 46.974, sectors, 8.02,17.572,12.464,0,8.918
Lap 2, 43.133, sectors, 7.538,17.411,11.195,0,6.989
Lap 3, 42.9, sectors, 7.528,17.277,11.213,0,6.882
Lap 4, 42.972, sectors, 7.49,17.394,11.14,0,6.948
Lap 5, 43.019, sectors, 7.516,17.473,11.111,0,6.919
Lap 6, 42.722, sectors, 7.476,17.303,11.07,0,6.873
Lap 7, 42.828, sectors, 7.544,17.33,11.046,0,6.908
Lap 8, 43.047, sectors, 7.611,17.509,11.032,0,6.895
Lap 9, 42.765, sectors, 7.59,17.291,10.993,0,6.891
Lap 10, 42.636, sectors, 7.579,17.259,10.971,0,6.827
Lap 11, 47.63, sectors, 7.584,17.392,15.402,0,7.252
Lap 12, 43.249, sectors, 7.664,17.637,11.024,0,6.924
Lap 13, 42.746, sectors, 7.478,17.324,11.074,0,6.870
Lap 14, 42.798, sectors, 7.607,17.317,11.03,0,6.844
Incomplete lap, 66.458, sectors, 8.687,0,21.711,0,36.060

Record,Time,Latitude,Longitude,Altitude (m),Speed (m/s),GForceX (g),GForceY (g),GForceZ (g),Lap,Heading
3759,2026-05-29T18:58:38.000Z,50.3728970,30.4643711,177.5,7.38,-0.382,1.146,0.942,9,327.66
3760,2026-05-29T18:58:38.100Z,50.3729016,30.4643636,177.5,7.46,-0.303,1.316,0.871,9,316.67
3761,2026-05-29T18:58:38.200Z,50.3729054,30.4643554,177.5,7.19,-0.192,1.352,0.754,9,307.55
3762,2026-05-29T18:58:38.300Z,50.3729083,30.4643467,177.4,7.07,-0.152,1.400,0.705,9,299.51
3763,2026-05-29T18:58:38.400Z,50.3729102,30.4643374,177.4,6.91,-0.110,1.294,0.689,9,289.29
3764,2026-05-29T18:58:38.500Z,50.3729114,30.4643275,177.4,7.10,-0.029,1.437,0.748,9,281.96
3765,2026-05-29T18:58:38.600Z,50.3729113,30.4643178,177.4,6.87,0.024,1.203,0.759,9,271.08
3766,2026-05-29T18:58:38.700Z,50.3729106,30.4643079,177.4,7.08,-0.032,1.056,0.894,9,264.73
3767,2026-05-29T18:58:38.800Z,50.3729089,30.4642980,177.4,7.22,0.012,1.097,0.888,9,256.54
3768,2026-05-29T18:58:38.900Z,50.3729065,30.4642884,177.4,7.36,-0.039,0.975,0.972,9,250.66
3769,2026-05-29T18:58:39.000Z,50.3729033,30.4642791,177.4,7.49,-0.144,0.735,0.984,9,242.92
3770,2026-05-29T18:58:39.100Z,50.3728996,30.4642706,177.4,7.37,-0.176,0.815,0.961,9,237.05
3771,2026-05-29T18:58:39.200Z,50.3728950,30.4642618,177.4,7.95,-0.303,0.738,1.053,9,231.87
3772,2026-05-29T18:58:39.300Z,50.3728898,30.4642543,177.4,7.88,-0.227,0.487,1.023,9,223.90
3773,2026-05-29T18:58:39.400Z,50.3728841,30.4642470,177.3,8.05,-0.364,0.646,1.101,9,220.57
3774,2026-05-29T18:58:39.500Z,50.3728781,30.4642407,177.4,8.17,-0.151,0.729,1.009,9,213.54
3775,2026-05-29T18:58:39.600Z,50.3728712,30.4642354,177.4,8.48,-0.170,0.721,1.096,9,206.76
3776,2026-05-29T18:58:39.700Z,50.3728642,30.4642306,177.3,8.51,-0.077,0.713,0.941,9,204.22
3777,2026-05-29T18:58:39.800Z,50.3728568,30.4642270,177.3,8.65,-0.113,0.812,0.977,9,198.03
3778,2026-05-29T18:58:39.900Z,50.3728491,30.4642244,177.4,8.79,-0.008,0.803,0.900,9,192.96
3779,2026-05-29T18:58:40.000Z,50.3728415,30.4642229,177.4,8.61,-0.098,0.819,0.843,9,187.86
3780,2026-05-29T18:58:40.100Z,50.3728336,30.4642217,177.5,8.94,-0.091,0.750,0.773,9,185.32
3781,2026-05-29T18:58:40.200Z,50.3728254,30.4642217,177.4,9.07,-0.092,0.739,0.815,9,181.10
3782,2026-05-29T18:58:40.300Z,50.3728166,30.4642221,177.4,9.83,-0.137,0.576,0.831,9,178.69
3783,2026-05-29T18:58:40.400Z,50.3728081,30.4642228,177.4,9.47,-0.205,0.530,0.790,9,177.23
3784,2026-05-29T18:58:40.500Z,50.3727995,30.4642234,177.5,9.66,-0.242,0.411,0.839,9,177.12
3785,2026-05-29T18:58:40.600Z,50.3727904,30.4642248,177.5,10.16,-0.283,0.317,0.865,9,174.66
3786,2026-05-29T18:58:40.700Z,50.3727813,30.4642253,177.5,10.08,-0.372,0.324,0.756,9,177.80
3787,2026-05-29T18:58:40.800Z,50.3727721,30.4642269,177.5,10.28,-0.640,0.419,0.772,9,173.92
3788,2026-05-29T18:58:40.900Z,50.3727626,30.4642286,177.5,10.60,-0.516,0.377,0.828,9,173.41
3789,2026-05-29T18:58:41.000Z,50.3727534,30.4642297,177.5,10.30,-0.363,0.317,0.847,9,175.39
3790,2026-05-29T18:58:41.100Z,50.3727436,30.4642321,177.5,11.00,-0.436,0.328,1.049,9,171.73
3791,2026-05-29T18:58:41.200Z,50.3727341,30.4642341,177.5,10.72,-0.296,0.308,1.109,9,172.20
3792,2026-05-29T18:58:41.300Z,50.3727245,30.4642364,177.5,10.93,0.281,0.302,0.993,9,171.23
3793,2026-05-29T18:58:41.400Z,50.3727143,30.4642392,177.5,11.38,0.426,0.234,0.739,9,170.38
3794,2026-05-29T18:58:41.500Z,50.3727046,30.4642418,177.5,11.10,0.478,0.301,0.641,9,170.68
3795,2026-05-29T18:58:41.600Z,50.3726943,30.4642449,177.5,11.60,0.388,0.396,0.411,9,169.50
3796,2026-05-29T18:58:41.700Z,50.3726838,30.4642483,177.5,11.76,0.171,0.317,0.563,9,168.26
3797,2026-05-29T18:58:41.800Z,50.3726737,30.4642515,177.5,11.57,-0.062,0.203,0.536,9,168.59
3798,2026-05-29T18:58:41.900Z,50.3726632,30.4642548,177.5,11.87,-0.367,0.155,0.867,9,168.79
3799,2026-05-29T18:58:42.000Z,50.3726525,30.4642583,177.4,12.04,-0.561,0.072,0.838,9,168.35
3800,2026-05-29T18:58:42.100Z,50.3726419,30.4642612,177.4,12.08,-0.496,0.063,0.940,9,170.10
3801,2026-05-29T18:58:42.200Z,50.3726311,30.4642633,177.4,12.00,-0.509,0.016,0.908,9,172.54
3802,2026-05-29T18:58:42.300Z,50.3726204,30.4642650,177.4,11.91,-0.755,-0.083,0.979,9,174.40
3803,2026-05-29T18:58:42.400Z,50.3726098,30.4642656,177.4,11.75,-0.612,-0.020,0.821,9,177.67
3804,2026-05-29T18:58:42.500Z,50.3725999,30.4642644,177.3,10.96,-0.610,-0.134,0.866,9,183.93
3805,2026-05-29T18:58:42.600Z,50.3725906,30.4642624,177.3,10.48,-0.506,-0.313,0.706,9,187.35
3806,2026-05-29T18:58:42.700Z,50.3725825,30.4642589,177.3,9.63,-0.179,-0.324,0.709,9,194.22
3807,2026-05-29T18:58:42.800Z,50.3725737,30.4642544,177.3,10.15,0.075,-0.189,0.706,9,197.44
3808,2026-05-29T18:58:42.900Z,50.3725664,30.4642487,177.3,9.26,0.093,-0.383,0.685,9,205.83
3809,2026-05-29T18:58:43.000Z,50.3725588,30.4642420,177.3,9.61,0.400,-0.465,1.013,9,209.03
3810,2026-05-29T18:58:43.100Z,50.3725526,30.4642339,177.3,9.11,0.400,-0.465,1.013,9,218.69
3811,2026-05-29T18:58:43.200Z,50.3725470,30.4642240,177.3,9.38,0.504,-0.552,0.890,9,226.34
3812,2026-05-29T18:58:43.300Z,50.3725416,30.4642141,177.4,9.32,0.530,-0.597,1.006,9,228.70
3813,2026-05-29T18:58:43.400Z,50.3725382,30.4642028,177.4,9.01,0.585,-0.760,1.093,9,242.77
3814,2026-05-29T18:58:43.500Z,50.3725353,30.4641909,177.4,9.09,0.484,-0.624,1.027,9,248.07
3815,2026-05-29T18:58:43.600Z,50.3725326,30.4641785,177.4,9.39,0.350,-0.770,0.999,9,250.64
3816,2026-05-29T18:58:43.700Z,50.3725310,30.4641659,177.4,9.23,0.390,-0.881,1.028,9,258.25
3817,2026-05-29T18:58:43.800Z,50.3725304,30.4641528,177.3,9.47,0.396,-0.797,1.018,9,265.71
3818,2026-05-29T18:58:43.900Z,50.3725306,30.4641400,177.3,9.21,0.316,-0.737,0.986,9,270.60
3819,2026-05-29T18:58:44.000Z,50.3725320,30.4641270,177.3,9.36,0.310,-0.728,0.990,9,277.42
3820,2026-05-29T18:58:44.100Z,50.3725338,30.4641137,177.3,9.71,0.372,-0.544,1.062,9,282.34
3821,2026-05-29T18:58:44.200Z,50.3725366,30.4641010,177.3,9.58,0.280,-0.597,0.983,9,287.20
3822,2026-05-29T18:58:44.300Z,50.3725401,30.4640887,177.2,9.65,0.195,-0.589,1.041,9,293.52
3823,2026-05-29T18:58:44.400Z,50.3725443,30.4640767,177.2,9.79,0.145,-0.536,0.984,9,298.97
3824,2026-05-29T18:58:44.500Z,50.3725493,30.4640650,177.2,9.91,0.141,-0.655,0.937,9,302.39
3825,2026-05-29T18:58:44.600Z,50.3725549,30.4640541,177.2,10.00,0.072,-0.656,0.989,9,307.97
3826,2026-05-29T18:58:44.700Z,50.3725610,30.4640431,177.2,10.27,0.004,-0.485,1.109,9,310.56
3827,2026-05-29T18:58:44.800Z,50.3725675,30.4640327,177.2,10.21,0.090,-0.391,1.016,9,313.11
3828,2026-05-29T18:58:44.900Z,50.3725744,30.4640228,177.2,10.32,0.004,-0.325,1.014,9,316.36
3829,2026-05-29T18:58:45.000Z,50.3725814,30.4640131,177.2,10.43,-0.108,-0.295,1.052,9,318.50
3830,2026-05-29T18:58:45.100Z,50.3725894,30.4640039,177.1,10.93,-0.114,-0.222,0.958,9,322.32
3831,2026-05-29T18:58:45.200Z,50.3725970,30.4639950,177.2,10.61,0.069,-0.191,0.707,9,323.25
3832,2026-05-29T18:58:45.300Z,50.3726054,30.4639858,177.1,11.47,0.157,-0.193,0.541,9,324.69
3833,2026-05-29T18:58:45.400Z,50.3726138,30.4639767,177.1,11.23,0.230,-0.067,0.490,9,324.68
3834,2026-05-29T18:58:45.500Z,50.3726221,30.4639673,177.1,11.38,0.311,0.227,0.479,9,324.19
3835,2026-05-29T18:58:45.600Z,50.3726303,30.4639570,177.1,11.68,0.398,0.389,0.339,9,321.39
3836,2026-05-29T18:58:45.700Z,50.3726377,30.4639465,177.1,11.35,0.317,0.444,0.262,9,319.05
3837,2026-05-29T18:58:45.800Z,50.3726457,30.4639353,177.1,11.79,0.136,0.664,0.209,9,317.63
3838,2026-05-29T18:58:45.900Z,50.3726528,30.4639231,177.1,11.82,0.211,0.752,0.088,9,313.13
3839,2026-05-29T18:58:46.000Z,50.3726595,30.4639101,177.0,11.86,0.341,0.719,0.026,9,309.35
3840,2026-05-29T18:58:46.100Z,50.3726656,30.4638964,177.1,11.84,0.343,0.551,0.177,9,305.29
3841,2026-05-29T18:58:46.200Z,50.3726716,30.4638822,177.0,12.19,0.176,0.727,0.407,9,303.96
3842,2026-05-29T18:58:46.300Z,50.3726764,30.4638672,177.0,11.90,0.171,0.605,0.600,9,297.24
3843,2026-05-29T18:58:46.400Z,50.3726813,30.4638516,177.1,12.21,0.008,0.666,0.743,9,295.67
3844,2026-05-29T18:58:46.500Z,50.3726855,30.4638355,177.0,12.43,-0.025,0.644,0.636,9,293.17
3845,2026-05-29T18:58:46.600Z,50.3726896,30.4638193,177.0,12.42,-0.138,0.635,0.328,9,291.57
3846,2026-05-29T18:58:46.700Z,50.3726940,30.4638027,177.0,12.70,-0.018,0.365,0.320,9,292.48
3847,2026-05-29T18:58:46.800Z,50.3726987,30.4637870,177.0,12.40,0.002,0.208,0.351,9,295.13
3848,2026-05-29T18:58:46.900Z,50.3727039,30.4637730,177.0,11.62,0.112,-0.183,0.441,9,299.86
3849,2026-05-29T18:58:47.000Z,50.3727090,30.4637594,176.9,11.33,0.004,-0.254,0.519,9,300.44
3850,2026-05-29T18:58:47.100Z,50.3727145,30.4637470,176.9,10.73,0.090,-0.251,0.605,9,303.61
3851,2026-05-29T18:58:47.200Z,50.3727203,30.4637361,177.0,10.14,0.095,-0.228,0.567,9,309.30
3852,2026-05-29T18:58:47.300Z,50.3727265,30.4637263,177.0,9.65,0.051,-0.230,0.601,9,314.02
3853,2026-05-29T18:58:47.400Z,50.3727327,30.4637185,176.9,8.97,0.049,0.014,0.503,9,320.05
3854,2026-05-29T18:58:47.500Z,50.3727394,30.4637115,177.0,8.82,0.174,0.011,0.650,9,325.12
3855,2026-05-29T18:58:47.600Z,50.3727465,30.4637065,177.0,8.59,0.241,0.072,0.797,9,334.23
3856,2026-05-29T18:58:47.700Z,50.3727536,30.4637016,177.0,8.60,0.227,0.200,0.866,9,336.14
3857,2026-05-29T18:58:47.800Z,50.3727611,30.4636996,177.0,8.27,0.226,0.289,0.877,9,348.64
3858,2026-05-29T18:58:47.900Z,50.3727687,30.4636974,177.0,8.39,0.268,0.333,1.043,9,349.01
3859,2026-05-29T18:58:48.000Z,50.3727758,30.4636980,177.0,8.03,0.120,0.107,1.092,9,1.72
3860,2026-05-29T18:58:48.100Z,50.3727832,30.4636998,177.1,8.09,0.073,-0.074,1.224,9,7.43
3861,2026-05-29T18:58:48.200Z,50.3727901,30.4637028,177.1,7.93,0.129,-0.399,1.313,9,14.56
3862,2026-05-29T18:58:48.300Z,50.3727967,30.4637078,177.1,7.83,0.202,-0.443,1.267,9,24.11
3863,2026-05-29T18:58:48.400Z,50.3728029,30.4637136,177.2,7.91,0.160,-0.869,1.158,9,30.40
3864,2026-05-29T18:58:48.500Z,50.3728086,30.4637211,177.2,8.22,0.237,-0.615,1.010,9,39.01
3865,2026-05-29T18:58:48.600Z,50.3728134,30.4637290,177.2,7.88,0.186,-0.508,0.967,9,44.98
3866,2026-05-29T18:58:48.700Z,50.3728180,30.4637384,177.2,8.29,0.253,-0.409,1.007,9,52.04
3867,2026-05-29T18:58:48.800Z,50.3728221,30.4637482,177.2,8.43,0.341,-0.484,1.052,9,56.16
3868,2026-05-29T18:58:48.900Z,50.3728254,30.4637590,177.1,8.52,0.422,-0.202,1.072,9,62.76
3869,2026-05-29T18:58:49.000Z,50.3728285,30.4637703,177.2,8.65,0.458,-0.293,1.068,9,67.01
3870,2026-05-29T18:58:49.100Z,50.3728309,30.4637821,177.2,8.82,0.437,-0.323,1.093,9,71.84
3871,2026-05-29T18:58:49.200Z,50.3728328,30.4637944,177.2,8.99,0.355,-0.243,1.005,9,75.56
3872,2026-05-29T18:58:49.300Z,50.3728341,30.4638071,177.2,9.05,0.232,-0.183,1.049,9,80.50
3873,2026-05-29T18:58:49.400Z,50.3728353,30.4638203,177.2,9.42,0.189,-0.145,1.006,9,81.44
3874,2026-05-29T18:58:49.500Z,50.3728361,30.4638335,177.2,9.34,0.270,-0.067,0.982,9,85.20
3875,2026-05-29T18:58:49.600Z,50.3728367,30.4638470,177.2,9.63,0.105,0.009,1.053,9,85.42
3876,2026-05-29T18:58:49.700Z,50.3728374,30.4638609,177.2,9.87,0.112,0.079,0.894,9,85.70
3877,2026-05-29T18:58:49.800Z,50.3728382,30.4638748,177.2,9.95,-0.075,0.208,0.871,9,84.97
3878,2026-05-29T18:58:49.900Z,50.3728394,30.4638890,177.2,10.11,-0.174,0.278,0.873,9,82.94
3879,2026-05-29T18:58:50.000Z,50.3728412,30.4639033,177.2,10.33,-0.429,0.406,0.929,9,79.22
3880,2026-05-29T18:58:50.100Z,50.3728429,30.4639175,177.2,10.28,-0.084,0.524,0.703,9,78.81
3881,2026-05-29T18:58:50.200Z,50.3728461,30.4639312,177.2,10.24,0.197,0.338,0.509,9,70.68
3882,2026-05-29T18:58:50.300Z,50.3728492,30.4639453,177.2,10.55,0.149,0.434,0.384,9,71.01
3883,2026-05-29T18:58:50.400Z,50.3728533,30.4639587,177.2,10.53,0.038,0.467,0.378,9,64.33
3884,2026-05-29T18:58:50.500Z,50.3728580,30.4639717,177.2,10.58,-0.178,0.692,0.267,9,60.72
3885,2026-05-29T18:58:50.600Z,50.3728637,30.4639835,177.2,10.52,-0.480,0.794,0.286,9,53.11
3886,2026-05-29T18:58:50.700Z,50.3728698,30.4639950,177.2,10.62,-0.492,1.221,0.325,9,50.57
3887,2026-05-29T18:58:50.800Z,50.3728767,30.4640056,177.2,10.71,-0.298,1.351,0.363,9,45.45
3888,2026-05-29T18:58:50.900Z,50.3728844,30.4640156,177.2,11.01,-0.327,1.296,0.130,9,40.04
3889,2026-05-29T18:58:51.000Z,50.3728924,30.4640243,177.2,10.80,-0.146,0.940,0.193,9,35.37
3890,2026-05-29T18:58:51.100Z,50.3729011,30.4640326,177.2,11.27,-0.060,0.793,0.204,9,31.49
3891,2026-05-29T18:58:51.200Z,50.3729098,30.4640400,177.2,10.98,-0.197,0.756,0.230,9,28.52
3892,2026-05-29T18:58:51.300Z,50.3729191,30.4640464,177.2,11.28,-0.008,0.521,0.166,9,24.05
3893,2026-05-29T18:58:51.400Z,50.3729289,30.4640527,177.2,11.69,0.124,0.454,0.215,9,22.03
3894,2026-05-29T18:58:51.500Z,50.3729384,30.4640579,177.2,11.16,0.163,0.498,0.308,9,19.65
3895,2026-05-29T18:58:51.600Z,50.3729488,30.4640628,177.2,11.83,0.200,0.466,0.350,9,16.95
3896,2026-05-29T18:58:51.700Z,50.3729588,30.4640683,177.2,11.79,0.210,0.284,0.459,9,18.92
3897,2026-05-29T18:58:51.800Z,50.3729692,30.4640735,177.3,12.00,-0.136,0.214,0.505,9,17.81
3898,2026-05-29T18:58:51.900Z,50.3729797,30.4640790,177.3,12.10,-0.015,0.166,0.578,9,18.69
3899,2026-05-29T18:58:52.000Z,50.3729900,30.4640849,177.3,12.24,-0.143,0.184,0.501,9,19.88
3900,2026-05-29T18:58:52.100Z,50.3730004,30.4640910,177.3,12.25,0.006,0.151,0.592,9,20.57
3901,2026-05-29T18:58:52.200Z,50.3730111,30.4640974,177.4,12.58,0.042,0.018,0.630,9,21.20
3902,2026-05-29T18:58:52.300Z,50.3730215,30.4641045,177.4,12.68,0.134,0.060,0.623,9,23.13
3903,2026-05-29T18:58:52.400Z,50.3730320,30.4641117,177.4,12.63,0.181,-0.030,0.687,9,23.67
3904,2026-05-29T18:58:52.500Z,50.3730426,30.4641193,177.4,12.97,0.328,-0.178,0.781,9,24.71
3905,2026-05-29T18:58:52.600Z,50.3730531,30.4641273,177.4,12.92,0.168,-0.174,0.755,9,25.97
3906,2026-05-29T18:58:52.700Z,50.3730637,30.4641355,177.4,13.03,0.327,-0.170,0.697,9,26.59
3907,2026-05-29T18:58:52.800Z,50.3730743,30.4641438,177.4,13.12,0.398,-0.301,0.907,9,26.79
3908,2026-05-29T18:58:52.900Z,50.3730849,30.4641526,177.4,13.34,0.398,-0.280,0.984,9,27.71
3909,2026-05-29T18:58:53.000Z,50.3730955,30.4641617,177.5,13.36,0.330,-0.192,0.974,9,28.77
3910,2026-05-29T18:58:53.100Z,50.3731061,30.4641709,177.5,13.47,0.328,-0.158,1.036,9,29.07
3911,2026-05-29T18:58:53.200Z,50.3731168,30.4641804,177.5,13.65,0.052,-0.151,1.056,9,29.49
3912,2026-05-29T18:58:53.300Z,50.3731274,30.4641902,177.5,13.68,-0.073,0.005,0.909,9,30.42
3913,2026-05-29T18:58:53.400Z,50.3731380,30.4642003,177.5,13.85,-0.049,-0.032,0.818,9,31.09
3914,2026-05-29T18:58:53.500Z,50.3731487,30.4642108,177.5,14.05,-0.120,0.016,0.816,9,31.97
3915,2026-05-29T18:58:53.600Z,50.3731592,30.4642214,177.4,13.96,-0.083,0.043,0.753,9,32.56
3916,2026-05-29T18:58:53.700Z,50.3731699,30.4642323,177.4,14.19,-0.010,0.079,0.725,9,33.14
3917,2026-05-29T18:58:53.800Z,50.3731804,30.4642435,177.4,14.14,0.016,0.027,0.780,9,34.10
3918,2026-05-29T18:58:53.900Z,50.3731910,30.4642550,177.5,14.21,-0.098,0.158,0.819,9,34.53
3919,2026-05-29T18:58:54.000Z,50.3732014,30.4642667,177.4,14.24,-0.022,0.107,0.864,9,35.47
3920,2026-05-29T18:58:54.100Z,50.3732120,30.4642786,177.4,14.44,-0.108,0.056,0.848,9,35.65
3921,2026-05-29T18:58:54.200Z,50.3732225,30.4642906,177.4,14.45,-0.221,-0.030,0.834,9,36.17
3922,2026-05-29T18:58:54.300Z,50.3732330,30.4643030,177.4,14.67,-0.156,-0.054,0.763,9,36.90
3923,2026-05-29T18:58:54.400Z,50.3732434,30.4643157,177.4,14.64,0.141,-0.025,0.744,9,37.66
3924,2026-05-29T18:58:54.500Z,50.3732537,30.4643288,177.4,14.75,0.086,-0.036,0.801,9,38.98
3925,2026-05-29T18:58:54.600Z,50.3732639,30.4643421,177.4,14.79,0.338,-0.114,0.742,9,39.53
3926,2026-05-29T18:58:54.700Z,50.3732740,30.4643559,177.4,14.89,0.604,-0.030,0.576,9,40.84
3927,2026-05-29T18:58:54.800Z,50.3732840,30.4643699,177.4,14.87,0.722,0.055,0.536,9,41.90
3928,2026-05-29T18:58:54.900Z,50.3732937,30.4643845,177.4,14.94,0.450,-0.027,0.569,9,43.59
3929,2026-05-29T18:58:55.000Z,50.3733034,30.4643995,177.4,15.00,0.608,0.071,0.459,9,44.50
3930,2026-05-29T18:58:55.100Z,50.3733128,30.4644149,177.4,15.10,0.406,0.074,0.604,9,46.10
3931,2026-05-29T18:58:55.200Z,50.3733220,30.4644307,177.4,15.14,0.339,-0.011,0.688,9,47.44
3932,2026-05-29T18:58:55.300Z,50.3733308,30.4644470,177.4,15.23,0.292,-0.114,0.676,9,49.37
3933,2026-05-29T18:58:55.400Z,50.3733390,30.4644638,177.4,15.10,0.367,-0.184,0.665,9,52.11
3934,2026-05-29T18:58:55.500Z,50.3733472,30.4644813,177.4,15.39,0.491,-0.234,0.623,9,53.50
3935,2026-05-29T18:58:55.600Z,50.3733547,30.4644991,177.4,15.27,0.624,-0.129,0.580,9,56.14
3936,2026-05-29T18:58:55.700Z,50.3733617,30.4645175,177.4,15.24,0.548,-0.126,0.699,9,58.83
3937,2026-05-29T18:58:55.800Z,50.3733685,30.4645364,177.4,15.36,0.178,-0.206,0.935,9,60.62
3938,2026-05-29T18:58:55.900Z,50.3733748,30.4645557,177.4,15.38,0.069,-0.178,0.941,9,62.73
3939,2026-05-29T18:58:56.000Z,50.3733805,30.4645753,177.4,15.36,-0.105,-0.241,1.098,9,65.08
3940,2026-05-29T18:58:56.100Z,50.3733855,30.4645956,177.4,15.43,0.067,-0.265,1.036,9,68.43
3941,2026-05-29T18:58:56.200Z,50.3733900,30.4646159,177.4,15.32,0.252,-0.273,0.883,9,70.37
3942,2026-05-29T18:58:56.300Z,50.3733937,30.4646368,177.5,15.39,0.443,-0.302,0.821,9,73.92
3943,2026-05-29T18:58:56.400Z,50.3733968,30.4646578,177.5,15.37,0.506,-0.326,0.916,9,76.71
3944,2026-05-29T18:58:56.500Z,50.3733991,30.4646790,177.5,15.30,0.819,-0.303,0.619,9,79.87
3945,2026-05-29T18:58:56.600Z,50.3734003,30.4647004,177.5,15.28,0.769,-0.409,0.531,9,84.25
3946,2026-05-29T18:58:56.700Z,50.3734011,30.4647219,177.5,15.37,0.644,-0.484,0.722,9,86.48
3947,2026-05-29T18:58:56.800Z,50.3734010,30.4647428,177.6,15.01,0.551,-0.502,0.861,9,90.05
3948,2026-05-29T18:58:56.900Z,50.3733998,30.4647644,177.6,15.28,0.872,-0.387,0.609,9,94.36
3949,2026-05-29T18:58:57.000Z,50.3733981,30.4647852,177.6,14.97,0.599,-0.579,0.760,9,96.83
3950,2026-05-29T18:58:57.100Z,50.3733950,30.4648059,177.6,15.11,0.480,-0.701,0.750,9,102.47
3951,2026-05-29T18:58:57.200Z,50.3733914,30.4648262,177.6,14.99,0.780,-0.720,0.600,9,105.12
3952,2026-05-29T18:58:57.300Z,50.3733868,30.4648462,177.6,15.02,0.529,-0.834,0.722,9,109.39
3953,2026-05-29T18:58:57.400Z,50.3733814,30.4648652,177.6,14.79,0.436,-0.732,0.771,9,112.94
3954,2026-05-29T18:58:57.500Z,50.3733755,30.4648843,177.6,15.04,0.350,-0.728,0.960,9,115.62
3955,2026-05-29T18:58:57.600Z,50.3733686,30.4649017,177.6,14.63,0.376,-0.734,1.011,9,120.84
3956,2026-05-29T18:58:57.700Z,50.3733609,30.4649188,177.5,14.86,0.248,-0.649,0.974,9,124.74
3957,2026-05-29T18:58:57.800Z,50.3733529,30.4649352,177.5,14.71,0.232,-0.644,1.064,9,126.89
3958,2026-05-29T18:58:57.900Z,50.3733438,30.4649505,177.5,14.74,0.317,-0.676,1.109,9,132.06
3959,2026-05-29T18:58:58.000Z,50.3733343,30.4649647,177.5,14.67,0.447,-0.593,0.980,9,135.62
3960,2026-05-29T18:58:58.100Z,50.3733242,30.4649780,177.5,14.67,0.405,-0.611,0.980,9,139.28
3961,2026-05-29T18:58:58.200Z,50.3733134,30.4649899,177.5,14.60,0.409,-0.615,0.954,9,144.01
3962,2026-05-29T18:58:58.300Z,50.3733022,30.4650012,177.5,14.80,0.427,-0.602,0.813,9,146.68
3963,2026-05-29T18:58:58.400Z,50.3732906,30.4650110,177.5,14.62,0.446,-0.549,0.742,9,150.92
3964,2026-05-29T18:58:58.500Z,50.3732786,30.4650198,177.5,14.69,0.467,-0.529,0.708,9,154.51
3965,2026-05-29T18:58:58.600Z,50.3732664,30.4650272,177.5,14.58,0.475,-0.421,0.699,9,158.40
3966,2026-05-29T18:58:58.700Z,50.3732538,30.4650336,177.5,14.67,0.554,-0.459,0.810,9,161.39
3967,2026-05-29T18:58:58.800Z,50.3732409,30.4650388,177.4,14.69,0.614,-0.424,0.831,9,165.03
3968,2026-05-29T18:58:58.900Z,50.3732281,30.4650435,177.4,14.62,0.492,-0.504,1.017,10,166.71
3969,2026-05-29T18:58:59.000Z,50.3732149,30.4650458,177.4,14.63,0.351,-0.511,1.010,10,172.94
3970,2026-05-29T18:58:59.100Z,50.3732018,30.4650472,177.4,14.56,0.409,-0.543,1.002,10,175.94
3971,2026-05-29T18:58:59.200Z,50.3731888,30.4650477,177.3,14.53,0.432,-0.545,0.815,10,178.23
3972,2026-05-29T18:58:59.300Z,50.3731756,30.4650462,177.3,14.67,0.348,-0.531,0.932,10,183.39
3973,2026-05-29T18:58:59.400Z,50.3731625,30.4650441,177.3,14.57,0.503,-0.417,0.680,10,185.81
3974,2026-05-29T18:58:59.500Z,50.3731501,30.4650405,177.3,14.22,0.439,-0.432,0.782,10,189.90
3975,2026-05-29T18:58:59.600Z,50.3731384,30.4650356,177.3,13.52,0.318,-0.412,0.746,10,194.49
3976,2026-05-29T18:58:59.700Z,50.3731270,30.4650294,177.2,13.50,0.130,-0.350,0.850,10,198.56
3977,2026-05-29T18:58:59.800Z,50.3731166,30.4650226,177.1,12.69,-0.009,-0.572,0.865,10,202.72
3978,2026-05-29T18:58:59.900Z,50.3731069,30.4650145,177.1,12.34,-0.253,-0.600,0.932,10,207.62
3979,2026-05-29T18:59:00.000Z,50.3730984,30.4650062,177.0,11.33,-0.177,-0.415,0.656,10,211.87
3980,2026-05-29T18:59:00.100Z,50.3730901,30.4649968,177.0,11.37,-0.108,-0.179,0.578,10,215.11
3981,2026-05-29T18:59:00.200Z,50.3730829,30.4649867,177.0,10.84,-0.013,-0.096,0.347,10,219.93
3982,2026-05-29T18:59:00.300Z,50.3730768,30.4649763,177.0,10.29,0.033,0.229,0.229,10,227.16
3983,2026-05-29T18:59:00.400Z,50.3730713,30.4649664,177.0,9.49,0.222,0.270,0.311,10,228.60
