Format,RaceBox CSV
Data Source,RaceBox 25121861
Date UTC,2026-05-29T18:52:22+00:00
Date,29/05/2026
Time,06/52/22
Session Index,3
Session Type,Track
Track,Custom Track
Configuration,
Laps,14
Best Lap Time,42.636
Incomplete lap, 6.323, sectors, 0,0,0,0,6.323
Lap 1, 46.974, sectors, 8.02,17.572,12.464,0,8.918
Lap 2, 43.133, sectors, 7.538,17.411,11.195,0,6.989
Lap 3, 42.9, sectors, 7.528,17.277,11.213,0,6.882
Lap 4, 42.972, sectors, 7.49,17.394,11.14,0,6.948
Lap 5, 43.019, sectors, 7.516,17.473,11.111,0,6.919
Lap 6, 42.722, sectors, 7.476,17.303,11.07,0,6.873
Lap 7, 42.828, sectors, 7.544,17.33,11.046,0,6.908
Lap 8, 43.047, sectors, 7.611,17.509,11.032,0,6.895
Lap 9, 42.765, sectors, 7.59,17.291,10.993,0,6.891
Lap 10, 42.636, sectors, 7.579,17.259,10.971,0,6.827
Lap 11, 47.63, sectors, 7.584,17.392,15.402,0,7.252
Lap 12, 43.249, sectors, 7.664,17.637,11.024,0,6.924
Lap 13, 42.746, sectors, 7.478,17.324,11.074,0,6.870
Lap 14, 42.798, sectors, 7.607,17.317,11.03,0,6.844
Incomplete lap, 66.458, sectors, 8.687,0,21.711,0,36.060

Record,Time,Latitude,Longitude,Altitude (m),Speed (m/s),GForceX (g),GForceY (g),GForceZ (g),Lap,Heading
1,2026-05-29T18:52:22.200Z,50.3734478,30.4648111,182.8,1.77,0.224,0.077,0.979,0,293.39
2,2026-05-29T18:52:22.300Z,50.3734484,30.4648085,182.8,1.83,0.277,0.053,0.950,0,291.46
3,2026-05-29T18:52:22.400Z,50.3734493,30.4648055,182.9,2.21,0.138,-0.101,0.957,0,293.06
4,2026-05-29T18:52:22.500Z,50.3734499,30.4648023,182.9,2.33,0.054,0.048,0.917,0,290.32
5,2026-05-29T18:52:22.600Z,50.3734508,30.4647989,182.9,2.56,-0.060,-0.002,0.865,0,290.79
6,2026-05-29T18:52:22.700Z,50.3734516,30.4647954,182.9,2.74,-0.052,-0.013,0.857,0,289.66
7,2026-05-29T18:52:22.800Z,50.3734521,30.4647916,182.8,2.84,-0.264,-0.032,0.950,0,286.81
8,2026-05-29T18:52:22.900Z,50.3734529,30.4647874,182.7,3.07,0.045,0.058,0.871,0,286.08
9,2026-05-29T18:52:23.000Z,50.3734536,30.4647826,182.7,3.45,-0.024,-0.049,0.896,0,284.30
10,2026-05-29T18:52:23.100Z,50.3734542,30.4647778,182.6,3.48,0.035,-0.007,0.870,0,282.33
11,2026-05-29T18:52:23.200Z,50.3734549,30.4647723,182.6,3.95,-0.165,-0.023,0.982,0,281.30
12,2026-05-29T18:52:23.300Z,50.3734554,30.4647667,182.6,4.03,0.036,0.052,0.912,0,279.30
13,2026-05-29T18:52:23.400Z,50.3734558,30.4647606,182.5,4.29,-0.182,0.081,0.968,0,276.97
14,2026-05-29T18:52:23.500Z,50.3734556,30.4647542,182.5,4.56,-0.066,0.125,0.954,0,271.02
15,2026-05-29T18:52:23.600Z,50.3734556,30.4647475,182.5,4.68,-0.136,0.136,0.971,0,269.26
16,2026-05-29T18:52:23.700Z,50.3734550,30.4647407,182.4,4.77,0.125,0.145,0.923,0,264.16
17,2026-05-29T18:52:23.800Z,50.3734539,30.4647337,182.5,5.04,0.197,0.262,0.908,0,257.85
18,2026-05-29T18:52:23.900Z,50.3734520,30.4647269,182.4,5.23,0.016,0.339,0.995,0,250.02
19,2026-05-29T18:52:24.000Z,50.3734498,30.4647200,182.4,5.33,0.026,0.481,0.963,0,244.23
20,2026-05-29T18:52:24.100Z,50.3734467,30.4647142,182.4,5.30,-0.063,0.502,1.093,0,233.95
21,2026-05-29T18:52:24.200Z,50.3734432,30.4647090,182.4,5.37,-0.073,0.499,1.163,0,226.43
22,2026-05-29T18:52:24.300Z,50.3734391,30.4647042,182.4,5.67,-0.209,0.409,1.217,0,219.70
23,2026-05-29T18:52:24.400Z,50.3734349,30.4647008,182.4,5.22,-0.026,0.422,1.182,0,210.03
24,2026-05-29T18:52:24.500Z,50.3734304,30.4646982,182.4,5.32,-0.212,0.406,1.273,0,201.50
25,2026-05-29T18:52:24.600Z,50.3734259,30.4646972,182.4,5.18,-0.169,0.502,1.200,0,191.55
26,2026-05-29T18:52:24.700Z,50.3734212,30.4646974,182.3,5.36,-0.349,0.455,1.138,0,182.66
27,2026-05-29T18:52:24.800Z,50.3734166,30.4646985,182.3,5.34,-0.327,0.477,1.140,0,174.09
28,2026-05-29T18:52:24.900Z,50.3734119,30.4647015,182.3,5.56,-0.348,0.380,1.068,0,163.22
29,2026-05-29T18:52:25.000Z,50.3734073,30.4647048,182.3,5.65,-0.308,0.338,1.049,0,158.09
30,2026-05-29T18:52:25.100Z,50.3734030,30.4647095,182.3,5.89,-0.299,0.288,0.960,0,149.14
31,2026-05-29T18:52:25.200Z,50.3733992,30.4647152,182.2,5.96,-0.369,0.448,0.962,0,140.96
32,2026-05-29T18:52:25.300Z,50.3733956,30.4647218,182.3,6.22,-0.384,0.415,0.985,0,133.39
33,2026-05-29T18:52:25.400Z,50.3733920,30.4647285,182.3,6.33,-0.156,0.595,1.050,0,130.59
34,2026-05-29T18:52:25.500Z,50.3733891,30.4647365,182.3,6.59,0.095,0.417,1.001,0,123.23
35,2026-05-29T18:52:25.600Z,50.3733860,30.4647447,182.3,6.79,0.266,0.456,1.069,0,121.27
36,2026-05-29T18:52:25.700Z,50.3733831,30.4647535,182.3,7.08,0.318,0.358,1.106,0,118.20
37,2026-05-29T18:52:25.800Z,50.3733803,30.4647626,182.3,7.21,0.445,0.343,1.014,0,116.66
38,2026-05-29T18:52:25.900Z,50.3733775,30.4647720,182.3,7.45,0.171,0.186,1.017,0,115.83
39,2026-05-29T18:52:26.000Z,50.3733746,30.4647818,182.2,7.72,0.081,0.224,0.992,0,115.11
40,2026-05-29T18:52:26.100Z,50.3733717,30.4647916,182.3,7.78,0.096,0.177,0.829,0,114.80
41,2026-05-29T18:52:26.200Z,50.3733686,30.4648021,182.2,8.22,0.160,0.204,0.794,0,115.02
42,2026-05-29T18:52:26.300Z,50.3733655,30.4648124,182.2,8.20,0.101,0.139,0.960,0,115.63
43,2026-05-29T18:52:26.400Z,50.3733623,30.4648232,182.2,8.54,0.207,0.070,0.955,0,115.31
44,2026-05-29T18:52:26.500Z,50.3733588,30.4648342,182.2,8.75,0.090,0.071,1.059,0,116.84
45,2026-05-29T18:52:26.600Z,50.3733553,30.4648456,182.2,8.98,-0.015,0.036,1.233,0,116.50
46,2026-05-29T18:52:26.700Z,50.3733517,30.4648570,182.2,9.10,-0.037,-0.054,1.199,0,116.52
47,2026-05-29T18:52:26.800Z,50.3733481,30.4648686,182.2,9.28,0.166,-0.063,0.998,0,116.79
48,2026-05-29T18:52:26.900Z,50.3733441,30.4648804,182.1,9.54,0.188,-0.019,0.914,0,118.30
49,2026-05-29T18:52:27.000Z,50.3733399,30.4648921,182.1,9.58,0.403,-0.064,0.755,0,119.29
50,2026-05-29T18:52:27.100Z,50.3733354,30.4649039,182.1,9.81,0.484,-0.126,0.694,0,120.67
51,2026-05-29T18:52:27.200Z,50.3733307,30.4649158,182.1,10.04,0.611,-0.112,0.654,0,121.90
52,2026-05-29T18:52:27.300Z,50.3733255,30.4649275,182.1,10.17,0.478,-0.101,0.681,0,124.78
53,2026-05-29T18:52:27.400Z,50.3733200,30.4649389,182.1,10.18,0.502,-0.088,0.699,0,127.01
54,2026-05-29T18:52:27.500Z,50.3733142,30.4649503,182.1,10.47,0.405,-0.117,0.740,0,128.68
55,2026-05-29T18:52:27.600Z,50.3733080,30.4649616,182.0,10.64,0.466,-0.087,0.696,0,130.79
56,2026-05-29T18:52:27.700Z,50.3733013,30.4649723,182.0,10.68,0.442,-0.117,0.674,0,133.86
57,2026-05-29T18:52:27.800Z,50.3732944,30.4649825,182.0,10.72,0.354,-0.177,0.679,0,136.73
58,2026-05-29T18:52:27.900Z,50.3732869,30.4649926,182.0,11.02,0.272,-0.185,0.751,0,138.81
59,2026-05-29T18:52:28.000Z,50.3732791,30.4650018,182.0,10.96,0.114,-0.120,0.785,0,142.89
60,2026-05-29T18:52:28.100Z,50.3732708,30.4650105,181.9,11.14,-0.051,-0.210,0.902,0,145.98
61,2026-05-29T18:52:28.200Z,50.3732622,30.4650186,181.9,11.28,-0.054,-0.194,0.927,0,148.85
62,2026-05-29T18:52:28.300Z,50.3732532,30.4650257,181.9,11.32,-0.099,-0.211,1.002,0,153.02
63,2026-05-29T18:52:28.400Z,50.3732440,30.4650322,181.9,11.38,-0.055,-0.287,0.893,0,155.67
64,2026-05-29T18:52:28.500Z,50.3732343,30.4650382,181.8,11.59,0.102,-0.262,0.824,0,158.25
65,2026-05-29T18:52:28.600Z,50.3732245,30.4650430,181.8,11.56,0.196,-0.242,0.746,1,162.48
66,2026-05-29T18:52:28.700Z,50.3732144,30.4650472,181.8,11.66,0.170,-0.230,0.708,1,164.89
67,2026-05-29T18:52:28.800Z,50.3732041,30.4650500,181.7,11.69,0.344,-0.124,0.601,1,169.77
68,2026-05-29T18:52:28.900Z,50.3731937,30.4650518,181.7,11.72,0.434,-0.189,0.639,1,173.01
69,2026-05-29T18:52:29.000Z,50.3731831,30.4650522,181.7,11.83,0.327,-0.198,0.619,1,178.45
70,2026-05-29T18:52:29.100Z,50.3731724,30.4650514,181.7,11.94,0.190,-0.251,0.607,1,182.11
71,2026-05-29T18:52:29.200Z,50.3731620,30.4650496,181.7,11.81,0.191,-0.387,0.772,1,185.61
72,2026-05-29T18:52:29.300Z,50.3731512,30.4650469,181.6,12.20,0.092,-0.400,0.733,1,188.62
73,2026-05-29T18:52:29.400Z,50.3731407,30.4650434,181.6,12.19,0.092,-0.400,0.733,1,191.88
74,2026-05-29T18:52:29.500Z,50.3731300,30.4650390,181.6,12.38,0.178,-0.400,0.777,1,194.29
75,2026-05-29T18:52:29.600Z,50.3731197,30.4650348,181.5,12.06,0.030,-0.306,0.843,1,194.42
76,2026-05-29T18:52:29.700Z,50.3731098,30.4650300,181.4,11.84,-0.038,-0.239,0.742,1,197.32
77,2026-05-29T18:52:29.800Z,50.3731007,30.4650243,181.4,11.24,-0.321,-0.272,0.899,1,201.18
78,2026-05-29T18:52:29.900Z,50.3730924,30.4650177,181.4,10.57,-0.415,-0.357,0.986,1,205.40
79,2026-05-29T18:52:30.000Z,50.3730841,30.4650111,181.4,10.48,-0.242,-0.461,0.942,1,206.68
80,2026-05-29T18:52:30.100Z,50.3730769,30.4650033,181.3,9.98,-0.376,-0.566,1.058,1,214.31
81,2026-05-29T18:52:30.200Z,50.3730703,30.4649945,181.3,9.76,-0.394,-0.663,1.037,1,218.85
82,2026-05-29T18:52:30.300Z,50.3730643,30.4649848,181.2,9.67,-0.327,-0.743,1.013,1,224.24
83,2026-05-29T18:52:30.400Z,50.3730593,30.4649739,181.2,9.75,-0.319,-0.763,0.987,1,232.95
84,2026-05-29T18:52:30.500Z,50.3730552,30.4649641,181.1,8.56,-0.326,-0.642,1.032,1,235.84
85,2026-05-29T18:52:30.600Z,50.3730514,30.4649535,181.1,8.69,-0.230,-0.607,0.989,1,239.67
86,2026-05-29T18:52:30.700Z,50.3730488,30.4649439,181.0,7.84,-0.198,-0.310,0.998,1,245.71
87,2026-05-29T18:52:30.800Z,50.3730465,30.4649336,181.0,7.56,-0.023,-0.056,0.992,1,249.22
88,2026-05-29T18:52:30.900Z,50.3730456,30.4649229,180.9,7.89,-0.116,0.121,0.966,1,258.40
89,2026-05-29T18:52:31.000Z,50.3730451,30.4649117,181.0,7.65,-0.038,0.067,1.063,1,262.88
90,2026-05-29T18:52:31.100Z,50.3730458,30.4649015,181.0,7.37,0.153,0.419,1.003,1,271.32
91,2026-05-29T18:52:31.200Z,50.3730460,30.4648895,181.0,8.45,0.093,-0.069,1.162,1,271.48
92,2026-05-29T18:52:31.300Z,50.3730492,30.4648807,181.0,7.14,-0.036,-0.036,1.199,1,288.70
93,2026-05-29T18:52:31.400Z,50.3730519,30.4648709,181.0,7.44,0.204,-0.447,1.277,1,292.22
94,2026-05-29T18:52:31.500Z,50.3730561,30.4648635,181.0,6.99,0.153,-0.181,1.127,1,303.57
95,2026-05-29T18:52:31.600Z,50.3730606,30.4648541,181.0,8.15,-0.046,-0.661,1.335,1,306.46
96,2026-05-29T18:52:31.700Z,50.3730657,30.4648485,181.0,6.83,0.090,-0.200,1.093,1,317.96
97,2026-05-29T18:52:31.800Z,50.3730713,30.4648416,181.0,7.86,0.139,-0.557,1.234,1,320.09
98,2026-05-29T18:52:31.900Z,50.3730774,30.4648375,181.0,7.24,0.079,-0.085,1.132,1,331.75
99,2026-05-29T18:52:32.000Z,50.3730843,30.4648333,180.9,7.95,0.141,-0.546,1.283,1,336.68
100,2026-05-29T18:52:32.100Z,50.3730912,30.4648316,180.9,7.63,0.238,-0.210,1.134,1,348.45
101,2026-05-29T18:52:32.200Z,50.3730981,30.4648303,180.9,7.78,0.250,-0.557,1.300,1,351.76
102,2026-05-29T18:52:32.300Z,50.3731053,30.4648310,180.9,7.85,0.287,-0.409,1.199,1,1.87
103,2026-05-29T18:52:32.400Z,50.3731125,30.4648326,180.9,7.97,0.314,-0.591,1.216,1,7.72
104,2026-05-29T18:52:32.500Z,50.3731198,30.4648356,180.9,8.20,0.210,-0.474,1.135,1,14.08
105,2026-05-29T18:52:32.600Z,50.3731272,30.4648394,180.9,8.49,0.261,-0.595,1.092,1,18.17
106,2026-05-29T18:52:32.700Z,50.3731346,30.4648433,180.9,8.57,0.289,-0.313,0.995,1,19.03
107,2026-05-29T18:52:32.800Z,50.3731422,30.4648472,180.9,8.88,0.067,-0.096,0.954,1,18.30
108,2026-05-29T18:52:32.900Z,50.3731500,30.4648515,180.9,9.03,-0.071,0.043,0.986,1,19.37
109,2026-05-29T18:52:33.000Z,50.3731580,30.4648553,180.9,9.20,0.048,0.205,0.907,1,17.43
110,2026-05-29T18:52:33.100Z,50.3731661,30.4648589,180.8,9.35,-0.004,0.348,0.897,1,15.46
111,2026-05-29T18:52:33.200Z,50.3731744,30.4648613,180.8,9.34,-0.004,0.459,0.897,1,11.02
112,2026-05-29T18:52:33.300Z,50.3731826,30.4648623,180.8,9.20,-0.043,0.361,0.853,1,4.33
113,2026-05-29T18:52:33.400Z,50.3731913,30.4648639,180.8,9.54,0.074,0.317,0.771,1,7.34
114,2026-05-29T18:52:33.500Z,50.3732000,30.4648633,180.8,9.59,-0.167,0.582,0.765,1,358.20
115,2026-05-29T18:52:33.600Z,50.3732078,30.4648601,180.8,9.26,-0.191,0.697,0.642,1,346.74
116,2026-05-29T18:52:33.700Z,50.3732164,30.4648579,180.8,9.46,-0.499,0.741,0.593,1,350.75
117,2026-05-29T18:52:33.800Z,50.3732234,30.4648518,180.7,9.19,-0.394,0.872,0.569,1,333.03
118,2026-05-29T18:52:33.900Z,50.3732307,30.4648465,180.7,8.88,-0.476,0.983,0.629,1,334.99
119,2026-05-29T18:52:34.000Z,50.3732375,30.4648395,180.7,9.00,-0.359,0.995,0.648,1,327.69
120,2026-05-29T18:52:34.100Z,50.3732431,30.4648304,180.7,9.02,-0.362,1.086,0.655,1,315.20
121,2026-05-29T18:52:34.200Z,50.3732485,30.4648216,180.7,8.65,-0.200,1.094,0.686,1,314.10
122,2026-05-29T18:52:34.300Z,50.3732530,30.4648116,180.7,8.75,-0.256,1.186,0.771,1,306.43
123,2026-05-29T18:52:34.400Z,50.3732566,30.4648009,180.7,8.64,-0.236,1.332,0.716,1,298.65
124,2026-05-29T18:52:34.500Z,50.3732592,30.4647893,180.7,8.75,-0.169,1.259,0.708,1,290.16
125,2026-05-29T18:52:34.600Z,50.3732610,30.4647780,180.7,8.20,-0.169,1.301,0.815,1,284.89
126,2026-05-29T18:52:34.700Z,50.3732619,30.4647655,180.6,8.89,-0.165,1.145,0.845,1,277.72
127,2026-05-29T18:52:34.800Z,50.3732616,30.4647538,180.6,8.29,-0.048,1.214,0.721,1,269.37
128,2026-05-29T18:52:34.900Z,50.3732610,30.4647417,180.6,8.62,-0.056,1.140,0.810,1,265.67
129,2026-05-29T18:52:35.000Z,50.3732588,30.4647294,180.6,8.92,0.044,1.147,0.841,1,255.39
130,2026-05-29T18:52:35.100Z,50.3732563,30.4647176,180.6,8.81,0.025,0.914,0.887,1,251.99
131,2026-05-29T18:52:35.200Z,50.3732530,30.4647058,180.6,9.01,0.148,1.003,0.935,1,246.43
132,2026-05-29T18:52:35.300Z,50.3732491,30.4646938,180.6,9.45,0.206,0.708,0.961,1,243.20
133,2026-05-29T18:52:35.400Z,50.3732450,30.4646827,180.6,9.10,0.241,0.593,0.924,1,239.69
134,2026-05-29T18:52:35.500Z,50.3732404,30.4646709,180.6,9.67,0.193,0.449,0.900,1,238.69
135,2026-05-29T18:52:35.600Z,50.3732352,30.4646601,180.6,9.56,0.258,0.498,0.901,1,233.14
136,2026-05-29T18:52:35.700Z,50.3732297,30.4646491,180.6,9.86,0.116,0.452,0.923,1,231.94
137,2026-05-29T18:52:35.800Z,50.3732237,30.4646386,180.6,10.00,-0.026,0.479,1.037,1,228.48
138,2026-05-29T18:52:35.900Z,50.3732172,30.4646287,180.6,10.04,0.011,0.435,1.027,1,224.69
139,2026-05-29T18:52:36.000Z,50.3732104,30.4646188,180.5,10.32,-0.069,0.402,1.112,1,223.28
140,2026-05-29T18:52:36.100Z,50.3732032,30.4646093,180.5,10.43,-0.205,0.392,1.115,1,220.39
141,2026-05-29T18:52:36.200Z,50.3731956,30.4645996,180.5,10.69,-0.208,0.305,1.021,1,219.40
142,2026-05-29T18:52:36.300Z,50.3731882,30.4645901,180.5,10.73,-0.208,0.305,1.021,1,218.90
143,2026-05-29T18:52:36.400Z,50.3731806,30.4645805,180.6,10.85,-0.336,0.218,1.081,1,218.51
144,2026-05-29T18:52:36.500Z,50.3731727,30.4645706,180.5,11.18,-0.379,0.207,0.946,1,218.66
145,2026-05-29T18:52:36.600Z,50.3731649,30.4645607,180.5,11.26,-0.244,0.158,0.918,1,219.11
146,2026-05-29T18:52:36.700Z,50.3731571,30.4645502,180.5,11.43,-0.378,0.051,0.898,1,220.15
147,2026-05-29T18:52:36.800Z,50.3731494,30.4645396,180.5,11.50,-0.148,-0.002,0.815,1,220.80
148,2026-05-29T18:52:36.900Z,50.3731416,30.4645290,180.5,11.55,-0.120,-0.049,0.768,1,220.58
149,2026-05-29T18:52:37.000Z,50.3731334,30.4645180,180.5,11.97,-0.052,0.002,0.704,1,220.67
150,2026-05-29T18:52:37.100Z,50.3731251,30.4645074,180.5,11.96,-0.006,0.188,0.411,1,219.21
151,2026-05-29T18:52:37.200Z,50.3731167,30.4644970,180.5,11.97,-0.188,0.200,0.441,1,218.21
152,2026-05-29T18:52:37.300Z,50.3731079,30.4644870,180.5,12.10,-0.258,0.360,0.471,1,215.79
153,2026-05-29T18:52:37.400Z,50.3730986,30.4644777,180.5,12.28,-0.259,0.421,0.484,1,212.61
154,2026-05-29T18:52:37.500Z,50.3730890,30.4644693,180.5,12.21,-0.234,0.481,0.640,1,209.51
155,2026-05-29T18:52:37.600Z,50.3730790,30.4644618,180.5,12.41,-0.323,0.556,0.690,1,205.98
156,2026-05-29T18:52:37.700Z,50.3730686,30.4644558,180.4,12.34,-0.274,0.739,0.675,1,200.47
157,2026-05-29T18:52:37.800Z,50.3730579,30.4644506,180.4,12.40,-0.246,0.815,0.670,1,197.65
158,2026-05-29T18:52:37.900Z,50.3730472,30.4644469,180.4,12.35,-0.204,0.838,0.730,1,192.52
159,2026-05-29T18:52:38.000Z,50.3730360,30.4644452,180.4,12.60,-0.256,0.686,0.714,1,186.05
160,2026-05-29T18:52:38.100Z,50.3730250,30.4644431,180.4,12.34,-0.230,0.729,0.874,1,186.85
161,2026-05-29T18:52:38.200Z,50.3730139,30.4644441,180.4,12.52,-0.169,0.802,1.012,1,177.82
162,2026-05-29T18:52:38.300Z,50.3730030,30.4644462,180.4,12.29,-0.146,0.784,1.001,1,173.31
163,2026-05-29T18:52:38.400Z,50.3729920,30.4644492,180.3,12.46,-0.401,0.754,1.002,1,170.32
164,2026-05-29T18:52:38.500Z,50.3729812,30.4644541,180.3,12.61,-0.447,0.902,0.899,1,164.31
165,2026-05-29T18:52:38.600Z,50.3729708,30.4644602,180.3,12.39,-0.312,0.820,0.856,1,159.91
166,2026-05-29T18:52:38.700Z,50.3729605,30.4644674,180.4,12.61,-0.368,0.766,0.715,1,156.17
167,2026-05-29T18:52:38.800Z,50.3729507,30.4644761,180.4,12.62,-0.246,0.730,0.711,1,151.17
168,2026-05-29T18:52:38.900Z,50.3729414,30.4644853,180.4,12.36,-0.096,0.766,0.785,1,148.10
169,2026-05-29T18:52:39.000Z,50.3729324,30.4644968,180.4,12.99,0.073,0.734,0.779,1,142.00
170,2026-05-29T18:52:39.100Z,50.3729237,30.4645082,180.4,12.72,-0.078,0.769,0.712,1,140.34
171,2026-05-29T18:52:39.200Z,50.3729155,30.4645203,180.4,12.58,-0.142,0.666,0.962,1,137.31
172,2026-05-29T18:52:39.300Z,50.3729077,30.4645341,180.4,13.14,-0.199,0.663,0.847,1,132.24
173,2026-05-29T18:52:39.400Z,50.3729000,30.4645473,180.4,12.76,-0.227,0.621,0.819,1,132.48
174,2026-05-29T18:52:39.500Z,50.3728926,30.4645615,180.4,13.12,-0.384,0.575,0.871,1,129.81
175,2026-05-29T18:52:39.600Z,50.3728850,30.4645757,180.4,13.21,-0.343,0.376,0.856,1,130.13
176,2026-05-29T18:52:39.700Z,50.3728771,30.4645896,180.4,13.19,-0.136,0.363,0.711,1,131.63
177,2026-05-29T18:52:39.800Z,50.3728692,30.4646038,180.4,13.42,-0.255,0.301,0.830,1,131.56
178,2026-05-29T18:52:39.900Z,50.3728611,30.4646175,180.4,13.36,-0.180,0.134,0.822,1,132.87
179,2026-05-29T18:52:40.000Z,50.3728527,30.4646315,180.4,13.62,0.111,0.145,0.758,1,133.29
180,2026-05-29T18:52:40.100Z,50.3728447,30.4646452,180.4,13.37,-0.031,0.233,0.848,1,132.92
181,2026-05-29T18:52:40.200Z,50.3728374,30.4646593,180.5,13.12,-0.296,0.207,0.861,1,130.03
182,2026-05-29T18:52:40.300Z,50.3728297,30.4646736,180.5,13.28,-0.391,0.496,0.849,1,130.07
183,2026-05-29T18:52:40.400Z,50.3728216,30.4646884,180.5,13.62,-0.370,0.594,0.828,1,130.30
184,2026-05-29T18:52:40.500Z,50.3728141,30.4647034,180.5,13.56,-0.650,0.683,0.928,1,128.85
185,2026-05-29T18:52:40.600Z,50.3728070,30.4647196,180.5,13.81,-0.642,0.748,0.944,1,126.72
186,2026-05-29T18:52:40.700Z,50.3728015,30.4647344,180.5,12.73,-0.247,1.078,0.850,1,124.36
187,2026-05-29T18:52:40.800Z,50.3727940,30.4647486,180.6,12.98,-0.040,0.832,0.793,1,126.01
188,2026-05-29T18:52:40.900Z,50.3727915,30.4647663,180.6,12.52,-0.248,0.989,1.062,1,118.36
189,2026-05-29T18:52:41.000Z,50.3727887,30.4647838,180.7,12.35,-0.289,0.985,1.104,1,113.90
190,2026-05-29T18:52:41.100Z,50.3727884,30.4648037,180.7,12.57,-0.191,0.934,1.049,1,106.62
191,2026-05-29T18:52:41.200Z,50.3727882,30.4648215,180.8,11.89,-0.501,0.701,1.236,1,100.96
192,2026-05-29T18:52:41.300Z,50.3727885,30.4648380,180.8,11.30,-0.575,0.788,1.144,1,95.99
193,2026-05-29T18:52:41.400Z,50.3727892,30.4648530,180.7,10.65,-0.471,0.548,0.804,1,91.16
194,2026-05-29T18:52:41.500Z,50.3727919,30.4648684,180.8,11.00,-0.439,0.732,0.883,1,82.30
195,2026-05-29T18:52:41.600Z,50.3727950,30.4648818,180.7,10.25,-0.394,0.593,0.723,1,74.85
196,2026-05-29T18:52:41.700Z,50.3727985,30.4648948,180.7,10.04,-0.212,0.654,0.690,1,69.58
197,2026-05-29T18:52:41.800Z,50.3728021,30.4649068,180.8,9.57,-0.120,0.644,0.839,1,65.57
198,2026-05-29T18:52:41.900Z,50.3728069,30.4649185,180.8,9.57,-0.072,0.926,0.959,1,58.87
199,2026-05-29T18:52:42.000Z,50.3728131,30.4649276,180.8,9.33,-0.002,0.753,0.806,1,46.08
200,2026-05-29T18:52:42.100Z,50.3728185,30.4649368,180.8,9.08,-0.062,1.055,0.935,1,46.62
201,2026-05-29T18:52:42.200Z,50.3728254,30.4649441,181.0,9.08,-0.142,1.315,0.777,1,36.15
202,2026-05-29T18:52:42.300Z,50.3728319,30.4649508,181.0,8.76,-0.184,1.145,0.726,1,33.79
203,2026-05-29T18:52:42.400Z,50.3728389,30.4649557,181.0,8.51,-0.149,1.177,0.700,1,25.35
204,2026-05-29T18:52:42.500Z,50.3728464,30.4649588,181.0,8.73,-0.177,1.267,0.653,1,15.96
205,2026-05-29T18:52:42.600Z,50.3728537,30.4649616,181.0,8.40,-0.117,1.223,0.569,1,14.26
206,2026-05-29T18:52:42.700Z,50.3728613,30.4649613,181.1,8.60,-0.014,1.144,0.461,1,0.78
207,2026-05-29T18:52:42.800Z,50.3728687,30.4649605,181.1,8.40,-0.119,1.349,0.500,1,357.55
208,2026-05-29T18:52:42.900Z,50.3728761,30.4649594,181.1,8.30,-0.129,1.214,0.573,1,354.66
209,2026-05-29T18:52:43.000Z,50.3728834,30.4649557,181.0,8.66,-0.166,1.206,0.683,1,343.84
210,2026-05-29T18:52:43.100Z,50.3728906,30.4649506,181.1,8.83,-0.247,1.297,0.753,1,338.04
211,2026-05-29T18:52:43.200Z,50.3728967,30.4649443,181.1,8.41,-0.293,1.234,0.908,1,330.31
212,2026-05-29T18:52:43.300Z,50.3729029,30.4649376,181.0,8.52,-0.346,1.036,0.979,1,326.57
213,2026-05-29T18:52:43.400Z,50.3729080,30.4649289,181.0,8.42,-0.346,1.036,0.979,1,316.50
214,2026-05-29T18:52:43.500Z,50.3729125,30.4649196,181.0,8.31,-0.325,1.097,0.994,1,309.84
215,2026-05-29T18:52:43.600Z,50.3729168,30.4649093,181.0,8.65,-0.325,0.915,1.097,1,304.27
216,2026-05-29T18:52:43.700Z,50.3729198,30.4648981,181.1,8.47,-0.406,0.794,1.137,1,295.12
217,2026-05-29T18:52:43.800Z,50.3729227,30.4648863,181.1,8.88,-0.360,0.901,1.138,1,290.93
218,2026-05-29T18:52:43.900Z,50.3729247,30.4648750,181.2,8.36,-0.448,1.025,1.245,1,285.70
219,2026-05-29T18:52:44.000Z,50.3729252,30.4648630,181.2,8.54,-0.314,0.894,1.168,1,275.60
220,2026-05-29T18:52:44.100Z,50.3729253,30.4648505,181.4,8.72,-0.187,1.047,1.209,1,269.96
221,2026-05-29T18:52:44.200Z,50.3729250,30.4648388,181.4,8.29,-0.235,0.895,1.126,1,267.59
222,2026-05-29T18:52:44.300Z,50.3729234,30.4648269,181.6,8.60,-0.229,0.971,1.142,1,257.62
223,2026-05-29T18:52:44.400Z,50.3729210,30.4648159,181.7,8.37,-0.256,0.928,1.123,1,251.18
224,2026-05-29T18:52:44.500Z,50.3729185,30.4648054,181.9,8.14,-0.348,0.754,1.063,1,247.55
225,2026-05-29T18:52:44.600Z,50.3729149,30.4647948,182.0,8.54,-0.176,0.978,0.983,1,242.07
226,2026-05-29T18:52:44.700Z,50.3729110,30.4647862,182.1,7.74,-0.095,0.924,0.881,1,234.76
227,2026-05-29T18:52:44.800Z,50.3729061,30.4647776,182.2,8.17,0.051,0.848,0.783,1,228.54
228,2026-05-29T18:52:44.900Z,50.3729007,30.4647697,182.4,8.29,-0.015,0.988,0.744,1,222.32
229,2026-05-29T18:52:45.000Z,50.3728950,30.4647631,182.5,8.05,0.217,1.094,0.532,1,216.05
