Format,RaceBox CSV
Data Source,RaceBox 25121861
Date UTC,2026-05-29T18:25:07+00:00
Date,29/05/2026
Time,06/25/07
Session Index,1
Session Type,Track
Track,Custom Track
Configuration,
Laps,12
Best Lap Time,42.761
Incomplete lap, 5.09, sectors, 0,0,0,0,5.090
Lap 1, 44.652, sectors, 8.272,17.934,11.354,0,7.092
Lap 2, 43.377, sectors, 7.734,17.604,11.056,0,6.983
Lap 3, 43.479, sectors, 7.642,17.806,11.085,0,6.946
Lap 4, 42.946, sectors, 7.62,17.384,11.011,0,6.931
Lap 5, 43.883, sectors, 7.741,18.162,11.036,0,6.944
Lap 6, 42.983, sectors, 7.562,17.346,11.103,0,6.972
Lap 7, 42.761, sectors, 7.587,17.388,10.82,0,6.966
Lap 8, 43.854, sectors, 7.596,17.525,11.746,0,6.987
Lap 9, 43.032, sectors, 7.62,17.548,10.895,0,6.969
Lap 10, 42.992, sectors, 7.505,17.386,11.127,0,6.974
Lap 11, 42.774, sectors, 7.545,17.422,10.913,0,6.894
Lap 12, 43.227, sectors, 7.871,17.526,10.921,0,6.909
Incomplete lap, 69.75, sectors, 7.576,17.306,11.194,0,33.674

Record,Time,Latitude,Longitude,Altitude (m),Speed (m/s),GForceX (g),GForceY (g),GForceZ (g),Lap,Heading
1,2026-05-29T18:25:07.700Z,50.3732062,30.4642535,177.1,14.10,-0.048,0.001,0.641,0,36.72
2,2026-05-29T18:25:07.800Z,50.3732163,30.4642656,177.1,14.16,-0.134,-0.101,0.756,0,37.42
3,2026-05-29T18:25:07.900Z,50.3732263,30.4642779,177.1,14.22,0.077,-0.074,0.629,0,37.92
4,2026-05-29T18:25:08.000Z,50.3732364,30.4642905,177.1,14.28,0.113,-0.050,0.565,0,38.37
5,2026-05-29T18:25:08.100Z,50.3732462,30.4643033,177.1,14.10,0.148,-0.063,0.525,0,39.09
6,2026-05-29T18:25:08.200Z,50.3732562,30.4643163,177.0,14.45,-0.036,-0.107,0.743,0,39.69
7,2026-05-29T18:25:08.300Z,50.3732662,30.4643295,177.0,14.55,0.104,0.030,0.409,0,40.02
8,2026-05-29T18:25:08.400Z,50.3732762,30.4643431,177.0,14.65,0.077,0.144,0.464,0,40.87
9,2026-05-29T18:25:08.500Z,50.3732859,30.4643568,177.0,14.58,0.194,0.111,0.430,0,41.98
10,2026-05-29T18:25:08.600Z,50.3732956,30.4643710,177.0,14.66,0.119,0.063,0.473,0,43.06
11,2026-05-29T18:25:08.700Z,50.3733050,30.4643855,177.0,14.62,0.179,0.103,0.467,0,44.51
12,2026-05-29T18:25:08.800Z,50.3733145,30.4644006,177.1,14.89,0.273,0.002,0.698,0,45.65
13,2026-05-29T18:25:08.900Z,50.3733236,30.4644161,177.1,14.82,0.010,-0.143,0.919,0,47.08
14,2026-05-29T18:25:09.000Z,50.3733325,30.4644321,177.0,14.99,-0.201,-0.176,0.995,0,48.49
15,2026-05-29T18:25:09.100Z,50.3733411,30.4644482,177.0,14.96,-0.270,-0.194,1.049,0,50.11
16,2026-05-29T18:25:09.200Z,50.3733493,30.4644650,177.0,15.12,-0.194,-0.282,0.979,0,52.04
17,2026-05-29T18:25:09.300Z,50.3733574,30.4644818,177.0,15.04,-0.483,-0.247,1.030,0,52.67
18,2026-05-29T18:25:09.400Z,50.3733652,30.4644994,177.0,15.13,-0.480,-0.283,0.982,0,54.96
19,2026-05-29T18:25:09.500Z,50.3733724,30.4645175,177.0,15.01,-0.458,-0.356,1.007,0,57.73
20,2026-05-29T18:25:09.600Z,50.3733791,30.4645359,177.0,15.08,-0.411,-0.418,0.848,0,60.35
21,2026-05-29T18:25:09.700Z,50.3733855,30.4645548,177.0,15.30,-0.484,-0.436,0.804,0,62.05
22,2026-05-29T18:25:09.800Z,50.3733907,30.4645743,177.0,14.98,-0.410,-0.642,0.863,0,66.82
23,2026-05-29T18:25:09.900Z,50.3733955,30.4645940,177.0,14.95,0.302,-0.562,0.485,0,68.85
24,2026-05-29T18:25:10.000Z,50.3733999,30.4646139,177.0,14.95,0.488,-0.320,0.468,0,70.97
25,2026-05-29T18:25:10.100Z,50.3734032,30.4646342,177.0,14.95,0.495,-0.376,0.549,0,75.20
26,2026-05-29T18:25:10.200Z,50.3734060,30.4646548,177.0,14.98,0.525,-0.373,0.631,0,77.70
27,2026-05-29T18:25:10.300Z,50.3734077,30.4646753,177.1,14.71,0.562,-0.322,0.604,0,81.81
28,2026-05-29T18:25:10.400Z,50.3734086,30.4646959,177.1,14.69,-0.034,-0.454,1.106,0,85.73
29,2026-05-29T18:25:10.500Z,50.3734086,30.4647165,177.1,14.63,0.033,-0.684,0.959,0,89.14
30,2026-05-29T18:25:10.600Z,50.3734080,30.4647365,177.1,14.30,0.156,-0.722,0.777,0,92.04
31,2026-05-29T18:25:10.700Z,50.3734061,30.4647567,177.2,14.39,0.074,-0.704,0.870,0,97.48
32,2026-05-29T18:25:10.800Z,50.3734045,30.4647766,177.1,14.26,0.386,-0.683,0.500,0,97.52
33,2026-05-29T18:25:10.900Z,50.3734012,30.4647961,177.2,14.38,0.462,-0.665,0.328,0,103.47
34,2026-05-29T18:25:11.000Z,50.3733975,30.4648153,177.1,14.22,0.361,-0.668,0.378,0,106.37
35,2026-05-29T18:25:11.100Z,50.3733925,30.4648335,177.1,14.02,0.133,-0.628,0.544,0,112.52
36,2026-05-29T18:25:11.200Z,50.3733871,30.4648517,177.2,14.29,0.498,-0.612,0.167,0,114.56
37,2026-05-29T18:25:11.300Z,50.3733809,30.4648693,177.1,14.26,0.445,-0.599,0.256,0,118.34
38,2026-05-29T18:25:11.400Z,50.3733741,30.4648862,177.1,14.12,0.445,-0.599,0.256,0,121.30
39,2026-05-29T18:25:11.500Z,50.3733666,30.4649022,177.1,14.08,0.277,-0.630,0.330,0,125.62
40,2026-05-29T18:25:11.600Z,50.3733587,30.4649184,177.1,14.42,0.287,-0.451,0.459,0,127.22
41,2026-05-29T18:25:11.700Z,50.3733503,30.4649333,177.1,14.12,0.055,-0.513,0.712,0,130.94
42,2026-05-29T18:25:11.800Z,50.3733410,30.4649470,177.1,14.14,-0.124,-0.641,0.803,0,136.05
43,2026-05-29T18:25:11.900Z,50.3733314,30.4649604,177.1,14.27,-0.138,-0.516,0.991,0,138.09
44,2026-05-29T18:25:12.000Z,50.3733214,30.4649732,177.1,14.32,-0.045,-0.673,0.939,0,140.35
45,2026-05-29T18:25:12.100Z,50.3733106,30.4649845,177.1,14.38,-0.149,-0.607,0.990,0,145.28
46,2026-05-29T18:25:12.200Z,50.3732998,30.4649954,177.1,14.30,-0.149,-0.607,0.990,0,147.13
47,2026-05-29T18:25:12.300Z,50.3732885,30.4650054,177.0,14.35,-0.414,-0.621,1.135,0,150.32
48,2026-05-29T18:25:12.400Z,50.3732769,30.4650142,177.1,14.24,-0.446,-0.620,1.135,0,153.35
49,2026-05-29T18:25:12.500Z,50.3732648,30.4650213,177.0,14.26,-0.477,-0.565,0.994,0,158.59
50,2026-05-29T18:25:12.600Z,50.3732526,30.4650283,177.0,14.40,-0.265,-0.551,0.781,0,159.64
51,2026-05-29T18:25:12.700Z,50.3732404,30.4650335,177.0,14.05,-0.470,-0.521,0.988,0,164.41
52,2026-05-29T18:25:12.800Z,50.3732282,30.4650379,177.0,13.96,-0.242,-0.381,0.819,1,166.62
53,2026-05-29T18:25:12.900Z,50.3732157,30.4650409,177.0,13.94,0.009,-0.188,0.637,1,170.88
54,2026-05-29T18:25:13.000Z,50.3732033,30.4650428,177.0,13.84,0.037,-0.271,0.711,1,173.91
55,2026-05-29T18:25:13.100Z,50.3731915,30.4650432,177.0,13.19,-0.030,-0.263,0.701,1,178.38
56,2026-05-29T18:25:13.200Z,50.3731796,30.4650419,177.0,13.25,0.287,-0.212,0.184,1,183.46
57,2026-05-29T18:25:13.300Z,50.3731682,30.4650400,177.0,12.86,0.105,-0.356,0.120,1,185.82
58,2026-05-29T18:25:13.400Z,50.3731571,30.4650363,177.0,12.68,-0.044,-0.450,0.068,1,191.63
59,2026-05-29T18:25:13.500Z,50.3731469,30.4650313,177.0,12.04,0.086,-0.401,0.057,1,197.05
60,2026-05-29T18:25:13.600Z,50.3731367,30.4650255,177.1,11.98,0.009,-0.327,0.148,1,200.00
61,2026-05-29T18:25:13.700Z,50.3731272,30.4650194,177.0,11.46,-0.038,-0.582,0.467,1,202.59
62,2026-05-29T18:25:13.800Z,50.3731198,30.4650113,177.0,10.32,-0.140,-0.294,0.736,1,213.21
63,2026-05-29T18:25:13.900Z,50.3731117,30.4650039,177.0,10.48,-0.143,-0.192,1.007,1,210.20
64,2026-05-29T18:25:14.000Z,50.3731045,30.4649954,177.0,10.10,-0.280,-0.085,1.110,1,217.13
65,2026-05-29T18:25:14.100Z,50.3730981,30.4649865,177.0,9.58,-0.484,-0.066,1.397,1,221.00
66,2026-05-29T18:25:14.200Z,50.3730927,30.4649771,177.0,9.07,-0.445,0.217,1.361,1,227.52
67,2026-05-29T18:25:14.300Z,50.3730880,30.4649670,177.0,8.98,-0.209,0.214,1.307,1,232.52
68,2026-05-29T18:25:14.400Z,50.3730830,30.4649564,177.0,9.27,-0.101,-0.036,1.299,1,234.71
69,2026-05-29T18:25:14.500Z,50.3730804,30.4649451,177.0,8.69,-0.027,-0.091,1.249,1,247.04
70,2026-05-29T18:25:14.600Z,50.3730777,30.4649339,177.0,8.62,0.187,-0.382,1.016,1,248.81
71,2026-05-29T18:25:14.700Z,50.3730767,30.4649221,177.0,8.50,0.181,-0.507,1.008,1,260.43
72,2026-05-29T18:25:14.800Z,50.3730765,30.4649102,176.9,8.49,-0.019,-0.740,1.143,1,266.83
73,2026-05-29T18:25:14.900Z,50.3730764,30.4648982,176.9,8.54,-0.272,-0.630,1.055,1,269.06
74,2026-05-29T18:25:15.000Z,50.3730768,30.4648872,176.9,7.91,-0.475,-0.456,0.923,1,272.44
75,2026-05-29T18:25:15.100Z,50.3730765,30.4648765,176.9,7.62,-0.700,-0.087,1.012,1,268.06
76,2026-05-29T18:25:15.200Z,50.3730771,30.4648667,176.9,7.02,-0.667,-0.112,1.102,1,274.43
77,2026-05-29T18:25:15.300Z,50.3730791,30.4648578,176.9,6.74,-0.567,0.138,0.892,1,285.64
78,2026-05-29T18:25:15.400Z,50.3730807,30.4648482,176.9,7.00,-0.400,0.132,0.977,1,285.67
79,2026-05-29T18:25:15.500Z,50.3730835,30.4648404,176.8,6.39,-0.420,0.186,1.221,1,297.13
80,2026-05-29T18:25:15.600Z,50.3730866,30.4648325,176.8,6.64,-0.224,0.089,1.322,1,300.96
81,2026-05-29T18:25:15.700Z,50.3730905,30.4648257,176.8,6.46,-0.148,0.388,1.124,1,309.49
82,2026-05-29T18:25:15.800Z,50.3730951,30.4648183,176.9,7.11,-0.303,-0.051,1.277,1,313.05
83,2026-05-29T18:25:15.900Z,50.3731002,30.4648141,176.8,6.50,-0.348,-0.068,1.221,1,327.53
84,2026-05-29T18:25:16.000Z,50.3731057,30.4648099,176.8,6.71,-0.174,-0.447,1.115,1,333.22
85,2026-05-29T18:25:16.100Z,50.3731118,30.4648072,176.8,6.88,-0.086,-0.671,0.974,1,342.21
86,2026-05-29T18:25:16.200Z,50.3731178,30.4648058,176.7,6.90,-0.222,-0.884,1.151,1,350.01
87,2026-05-29T18:25:16.300Z,50.3731239,30.4648055,176.7,6.86,-0.035,-0.691,1.053,1,357.25
88,2026-05-29T18:25:16.400Z,50.3731308,30.4648064,176.8,7.28,0.018,-0.665,1.134,1,4.94
89,2026-05-29T18:25:16.500Z,50.3731372,30.4648082,176.7,7.25,-0.003,-0.592,1.191,1,9.27
90,2026-05-29T18:25:16.600Z,50.3731440,30.4648109,176.8,7.47,-0.082,-0.407,1.219,1,14.38
91,2026-05-29T18:25:16.700Z,50.3731508,30.4648136,176.8,7.72,0.028,-0.301,1.013,1,14.55
92,2026-05-29T18:25:16.800Z,50.3731578,30.4648166,176.8,8.05,0.202,-0.192,0.835,1,15.09
93,2026-05-29T18:25:16.900Z,50.3731648,30.4648198,176.8,8.11,0.189,-0.119,0.688,1,16.35
94,2026-05-29T18:25:17.000Z,50.3731721,30.4648231,176.7,8.34,0.146,-0.019,0.701,1,15.77
95,2026-05-29T18:25:17.100Z,50.3731795,30.4648265,176.7,8.51,0.089,0.084,0.655,1,16.13
96,2026-05-29T18:25:17.200Z,50.3731872,30.4648296,176.7,8.68,0.126,0.104,0.608,1,14.86
97,2026-05-29T18:25:17.300Z,50.3731951,30.4648328,176.7,9.01,-0.100,0.109,0.769,1,14.45
98,2026-05-29T18:25:17.400Z,50.3732032,30.4648353,176.7,9.02,-0.072,0.195,0.792,1,11.72
99,2026-05-29T18:25:17.500Z,50.3732114,30.4648367,176.7,9.18,0.009,0.313,0.749,1,5.96
100,2026-05-29T18:25:17.600Z,50.3732195,30.4648374,176.7,9.08,-0.032,0.332,0.822,1,3.45
101,2026-05-29T18:25:17.700Z,50.3732280,30.4648374,176.7,9.24,-0.235,0.355,0.992,1,0.00
102,2026-05-29T18:25:17.800Z,50.3732360,30.4648349,176.7,9.05,-0.236,0.597,1.104,1,349.38
103,2026-05-29T18:25:17.900Z,50.3732440,30.4648317,176.7,9.16,-0.322,0.609,1.165,1,345.92
104,2026-05-29T18:25:18.000Z,50.3732519,30.4648285,176.7,9.10,-0.266,0.556,1.089,1,345.47
105,2026-05-29T18:25:18.100Z,50.3732589,30.4648226,176.7,8.79,-0.282,0.760,1.057,1,332.53
106,2026-05-29T18:25:18.200Z,50.3732658,30.4648162,176.7,8.97,-0.350,0.915,1.002,1,329.41
107,2026-05-29T18:25:18.300Z,50.3732721,30.4648090,176.7,8.59,-0.389,0.923,0.897,1,323.64
108,2026-05-29T18:25:18.400Z,50.3732775,30.4648003,176.7,8.64,-0.416,1.081,0.863,1,315.14
109,2026-05-29T18:25:18.500Z,50.3732822,30.4647911,176.7,8.42,-0.496,1.245,0.899,1,309.28
110,2026-05-29T18:25:18.600Z,50.3732864,30.4647815,176.7,8.33,-0.436,1.126,0.963,1,304.91
111,2026-05-29T18:25:18.700Z,50.3732898,30.4647710,176.7,8.30,-0.214,1.100,0.869,1,297.48
112,2026-05-29T18:25:18.800Z,50.3732928,30.4647602,176.7,8.45,-0.204,1.006,0.882,1,293.73
113,2026-05-29T18:25:18.900Z,50.3732944,30.4647486,176.7,8.42,0.011,0.936,0.795,1,283.00
114,2026-05-29T18:25:19.000Z,50.3732955,30.4647372,176.7,8.17,-0.039,0.928,0.854,1,279.52
115,2026-05-29T18:25:19.100Z,50.3732955,30.4647252,176.7,8.52,0.019,0.930,0.752,1,271.29
116,2026-05-29T18:25:19.200Z,50.3732948,30.4647133,176.7,8.48,-0.134,0.919,0.952,1,264.90
117,2026-05-29T18:25:19.300Z,50.3732934,30.4647017,176.7,8.45,-0.341,1.016,1.099,1,259.89
118,2026-05-29T18:25:19.400Z,50.3732910,30.4646903,176.7,8.50,-0.345,0.988,1.056,1,252.09
119,2026-05-29T18:25:19.500Z,50.3732876,30.4646791,176.7,8.80,-0.459,0.946,1.146,1,245.75
120,2026-05-29T18:25:19.600Z,50.3732838,30.4646685,176.7,8.59,-0.459,0.946,1.146,1,241.30
121,2026-05-29T18:25:19.700Z,50.3732791,30.4646582,176.7,8.96,-0.301,0.914,1.072,1,235.78
122,2026-05-29T18:25:19.800Z,50.3732738,30.4646486,176.7,8.94,-0.250,0.782,1.084,1,229.65
123,2026-05-29T18:25:19.900Z,50.3732680,30.4646396,176.7,9.12,-0.073,0.737,1.027,1,225.01
124,2026-05-29T18:25:20.000Z,50.3732616,30.4646309,176.7,9.39,0.030,0.713,0.965,1,221.37
125,2026-05-29T18:25:20.100Z,50.3732547,30.4646229,176.7,9.49,0.044,0.723,0.904,1,217.21
126,2026-05-29T18:25:20.200Z,50.3732475,30.4646155,176.7,9.61,-0.062,0.664,1.000,1,213.77
127,2026-05-29T18:25:20.300Z,50.3732398,30.4646084,176.7,9.90,-0.059,0.517,0.938,1,211.13
128,2026-05-29T18:25:20.400Z,50.3732320,30.4646011,176.7,10.08,-0.201,0.399,1.049,1,210.81
129,2026-05-29T18:25:20.500Z,50.3732240,30.4645940,176.7,10.18,-0.176,0.300,1.051,1,210.06
130,2026-05-29T18:25:20.600Z,50.3732160,30.4645865,176.7,10.36,-0.149,0.185,1.140,1,210.59
131,2026-05-29T18:25:20.700Z,50.3732081,30.4645787,176.7,10.36,0.110,0.078,0.839,1,211.70
132,2026-05-29T18:25:20.800Z,50.3731998,30.4645705,176.7,10.83,0.026,0.053,0.843,1,212.20
133,2026-05-29T18:25:20.900Z,50.3731916,30.4645621,176.7,10.91,-0.032,0.047,0.691,1,213.55
134,2026-05-29T18:25:21.000Z,50.3731833,30.4645532,176.7,11.12,-0.050,0.037,0.640,1,214.53
135,2026-05-29T18:25:21.100Z,50.3731753,30.4645441,176.7,11.08,0.221,0.034,0.341,1,215.55
136,2026-05-29T18:25:21.200Z,50.3731671,30.4645347,176.7,11.25,0.080,0.015,0.264,1,215.72
137,2026-05-29T18:25:21.300Z,50.3731586,30.4645255,176.7,11.44,0.104,0.134,0.145,1,215.16
138,2026-05-29T18:25:21.400Z,50.3731501,30.4645161,176.7,11.56,0.140,0.104,0.148,1,214.80
139,2026-05-29T18:25:21.500Z,50.3731413,30.4645070,176.7,11.74,0.139,0.180,0.061,1,213.78
140,2026-05-29T18:25:21.600Z,50.3731324,30.4644979,176.7,11.81,-0.321,0.284,-0.025,1,213.39
141,2026-05-29T18:25:21.700Z,50.3731233,30.4644891,176.7,11.87,-0.483,0.365,0.030,1,211.73
142,2026-05-29T18:25:21.800Z,50.3731137,30.4644810,176.7,12.10,-0.610,0.304,-0.156,1,208.78
143,2026-05-29T18:25:21.900Z,50.3731040,30.4644731,176.7,12.14,-0.504,0.503,-0.369,1,207.64
144,2026-05-29T18:25:22.000Z,50.3730939,30.4644662,176.7,12.28,-0.665,0.558,-0.519,1,204.01
145,2026-05-29T18:25:22.100Z,50.3730837,30.4644602,176.8,12.11,-0.380,0.617,-0.378,1,200.48
146,2026-05-29T18:25:22.200Z,50.3730730,30.4644558,176.8,12.27,-0.342,0.741,-0.474,1,195.01
147,2026-05-29T18:25:22.300Z,50.3730620,30.4644526,176.8,12.47,-0.036,0.851,-0.442,1,191.36
148,2026-05-29T18:25:22.400Z,50.3730512,30.4644498,176.8,12.15,-0.241,0.933,-0.325,1,189.77
149,2026-05-29T18:25:22.500Z,50.3730401,30.4644491,176.8,12.39,-0.069,1.074,-0.281,1,182.95
150,2026-05-29T18:25:22.600Z,50.3730290,30.4644495,176.8,12.38,0.081,1.236,-0.453,1,179.42
151,2026-05-29T18:25:22.700Z,50.3730181,30.4644512,176.8,12.25,-0.021,1.179,-0.308,1,174.81
152,2026-05-29T18:25:22.800Z,50.3730070,30.4644542,176.8,12.55,-0.290,1.109,-0.123,1,170.62
153,2026-05-29T18:25:22.900Z,50.3729962,30.4644582,176.8,12.36,-0.204,0.911,-0.076,1,167.31
154,2026-05-29T18:25:23.000Z,50.3729857,30.4644638,176.8,12.46,-0.354,0.779,0.000,1,162.34
155,2026-05-29T18:25:23.100Z,50.3729759,30.4644706,176.8,12.04,-0.519,0.575,0.210,1,156.67
156,2026-05-29T18:25:23.200Z,50.3729657,30.4644776,176.8,12.36,-0.335,0.705,0.206,1,156.06
157,2026-05-29T18:25:23.300Z,50.3729564,30.4644869,176.8,12.38,-0.243,0.919,0.040,1,148.91
158,2026-05-29T18:25:23.400Z,50.3729474,30.4644970,176.9,12.38,-0.239,0.908,0.026,1,144.60
159,2026-05-29T18:25:23.500Z,50.3729384,30.4645073,176.8,12.36,-0.224,0.944,0.138,1,143.95
160,2026-05-29T18:25:23.600Z,50.3729304,30.4645196,176.8,12.53,-0.321,0.751,0.007,1,136.73
161,2026-05-29T18:25:23.700Z,50.3729221,30.4645315,176.9,12.49,-0.410,0.502,-0.016,1,137.31
162,2026-05-29T18:25:23.800Z,50.3729146,30.4645445,176.9,12.47,-0.342,0.207,0.124,1,133.08
163,2026-05-29T18:25:23.900Z,50.3729075,30.4645582,176.9,12.65,-0.286,0.186,0.069,1,129.46
164,2026-05-29T18:25:24.000Z,50.3729007,30.4645726,176.9,12.74,-0.059,0.172,0.055,1,127.15
165,2026-05-29T18:25:24.100Z,50.3728940,30.4645873,176.9,12.88,0.000,0.307,0.205,1,125.75
166,2026-05-29T18:25:24.200Z,50.3728873,30.4646023,177.0,12.97,0.089,0.413,0.265,1,124.97
167,2026-05-29T18:25:24.300Z,50.3728808,30.4646175,177.0,13.03,0.120,0.344,0.433,1,124.00
168,2026-05-29T18:25:24.400Z,50.3728740,30.4646323,177.0,12.99,0.242,0.227,0.509,1,125.42
169,2026-05-29T18:25:24.500Z,50.3728672,30.4646479,177.0,13.28,0.091,0.115,0.691,1,124.19
170,2026-05-29T18:25:24.600Z,50.3728602,30.4646631,177.0,13.33,0.110,0.004,0.648,1,125.59
171,2026-05-29T18:25:24.700Z,50.3728536,30.4646780,177.0,12.98,-0.172,0.013,0.852,1,125.00
172,2026-05-29T18:25:24.800Z,50.3728465,30.4646934,177.0,13.30,-0.169,0.465,0.420,1,125.40
173,2026-05-29T18:25:24.900Z,50.3728398,30.4647082,177.0,12.97,-0.209,0.595,0.287,1,125.21
174,2026-05-29T18:25:25.000Z,50.3728321,30.4647238,177.0,13.56,-0.219,0.698,0.016,1,126.25
175,2026-05-29T18:25:25.100Z,50.3728254,30.4647379,177.0,12.79,-0.181,0.826,-0.081,1,126.25
176,2026-05-29T18:25:25.200Z,50.3728194,30.4647533,177.0,12.95,0.041,0.509,-0.263,1,124.20
177,2026-05-29T18:25:25.300Z,50.3728168,30.4647695,177.1,11.82,-0.093,0.467,-0.078,1,117.34
178,2026-05-29T18:25:25.400Z,50.3728151,30.4647856,177.1,11.28,-0.026,0.707,-0.007,1,110.46
179,2026-05-29T18:25:25.500Z,50.3728147,30.4648031,177.1,11.11,-0.217,0.599,-0.151,1,103.18
180,2026-05-29T18:25:25.600Z,50.3728138,30.4648199,177.1,11.26,-0.355,0.433,-0.174,1,99.69
181,2026-05-29T18:25:25.700Z,50.3728146,30.4648343,177.0,10.34,-0.367,0.633,-0.316,1,92.14
182,2026-05-29T18:25:25.800Z,50.3728156,30.4648511,176.9,11.15,-0.263,0.504,-0.365,1,88.38
183,2026-05-29T18:25:25.900Z,50.3728163,30.4648654,177.0,10.35,-0.467,0.661,-0.338,1,86.81
184,2026-05-29T18:25:26.000Z,50.3728181,30.4648798,177.0,10.44,-0.351,0.623,-0.071,1,82.15
185,2026-05-29T18:25:26.100Z,50.3728205,30.4648923,177.0,9.64,-0.253,0.890,0.148,1,76.38
186,2026-05-29T18:25:26.200Z,50.3728239,30.4649042,176.9,9.33,-0.204,1.080,0.442,1,69.55
187,2026-05-29T18:25:26.300Z,50.3728277,30.4649152,176.9,9.09,-0.269,0.984,0.681,1,63.94
188,2026-05-29T18:25:26.400Z,50.3728328,30.4649250,176.9,8.87,-0.271,0.794,0.863,1,53.28
189,2026-05-29T18:25:26.500Z,50.3728383,30.4649337,176.9,8.68,-0.248,1.086,0.930,1,46.51
190,2026-05-29T18:25:26.600Z,50.3728443,30.4649405,176.9,8.34,-0.325,1.176,0.968,1,37.50
191,2026-05-29T18:25:26.700Z,50.3728507,30.4649476,176.9,8.60,-0.289,1.095,0.955,1,35.37
192,2026-05-29T18:25:26.800Z,50.3728575,30.4649533,176.9,8.52,-0.146,1.164,0.880,1,28.78
193,2026-05-29T18:25:26.900Z,50.3728653,30.4649561,177.0,8.66,-0.076,1.200,0.857,1,15.06
194,2026-05-29T18:25:27.000Z,50.3728728,30.4649596,177.0,8.64,0.068,1.030,0.784,1,16.12
195,2026-05-29T18:25:27.100Z,50.3728808,30.4649629,177.1,9.04,0.134,0.825,0.773,1,14.64
196,2026-05-29T18:25:27.200Z,50.3728891,30.4649629,177.2,9.09,-0.106,0.973,0.822,1,1.10
197,2026-05-29T18:25:27.300Z,50.3728969,30.4649619,177.2,8.87,-0.176,0.900,0.872,1,356.14
198,2026-05-29T18:25:27.400Z,50.3729041,30.4649594,177.2,8.51,-0.334,0.806,1.009,1,349.02
199,2026-05-29T18:25:27.500Z,50.3729114,30.4649565,177.2,8.37,-0.213,0.871,0.909,1,346.44
200,2026-05-29T18:25:27.600Z,50.3729183,30.4649513,177.2,8.61,-0.255,0.702,0.979,1,336.43
201,2026-05-29T18:25:27.700Z,50.3729246,30.4649457,177.3,8.20,-0.195,0.720,0.973,1,332.07
202,2026-05-29T18:25:27.800Z,50.3729306,30.4649388,177.3,8.32,-0.029,0.720,0.905,1,325.68
203,2026-05-29T18:25:27.900Z,50.3729359,30.4649308,177.2,8.25,0.047,0.835,0.804,1,318.01
204,2026-05-29T18:25:28.000Z,50.3729402,30.4649214,177.2,8.31,-0.086,0.847,0.934,1,308.95
205,2026-05-29T18:25:28.100Z,50.3729444,30.4649119,177.2,8.27,-0.039,0.975,0.908,1,305.54
206,2026-05-29T18:25:28.200Z,50.3729476,30.4649018,177.2,7.99,-0.004,1.034,0.867,1,298.85
207,2026-05-29T18:25:28.300Z,50.3729499,30.4648906,177.2,8.35,-0.104,0.921,0.919,1,289.80
208,2026-05-29T18:25:28.400Z,50.3729517,30.4648792,177.3,8.27,-0.102,0.970,0.932,1,284.88
209,2026-05-29T18:25:28.500Z,50.3729521,30.4648685,177.4,7.70,-0.032,0.875,1.018,1,276.03
210,2026-05-29T18:25:28.600Z,50.3729526,30.4648564,177.5,8.54,0.028,0.922,0.950,1,273.15
211,2026-05-29T18:25:28.700Z,50.3729516,30.4648454,177.6,7.91,0.138,0.778,0.937,1,263.98
212,2026-05-29T18:25:28.800Z,50.3729501,30.4648341,177.7,8.20,0.220,0.853,0.927,1,258.15
213,2026-05-29T18:25:28.900Z,50.3729478,30.4648231,177.8,8.21,0.126,0.715,0.969,1,252.11
214,2026-05-29T18:25:29.000Z,50.3729457,30.4648124,178.0,7.95,-0.022,0.860,0.950,1,251.87
215,2026-05-29T18:25:29.100Z,50.3729423,30.4648020,178.1,8.24,-0.047,0.692,0.999,1,243.70
216,2026-05-29T18:25:29.200Z,50.3729382,30.4647919,178.1,8.47,-0.241,0.782,1.079,1,238.97
217,2026-05-29T18:25:29.300Z,50.3729338,30.4647828,178.3,8.13,-0.341,0.776,1.100,1,232.89
218,2026-05-29T18:25:29.400Z,50.3729286,30.4647741,178.4,8.44,-0.184,0.888,1.084,1,227.23
219,2026-05-29T18:25:29.500Z,50.3729230,30.4647662,178.5,8.45,-0.170,0.761,0.984,1,222.03
220,2026-05-29T18:25:29.600Z,50.3729173,30.4647589,178.6,8.19,-0.169,0.766,0.993,1,219.05
221,2026-05-29T18:25:29.700Z,50.3729108,30.4647521,178.8,8.55,-0.160,0.699,1.114,1,214.31
222,2026-05-29T18:25:29.800Z,50.3729044,30.4647457,178.9,8.49,0.057,0.614,0.927,1,211.77
223,2026-05-29T18:25:29.900Z,50.3728977,30.4647391,179.0,8.82,0.078,0.443,0.835,1,212.13
224,2026-05-29T18:25:30.000Z,50.3728910,30.4647327,179.2,8.75,0.260,0.356,0.825,1,211.13
225,2026-05-29T18:25:30.100Z,50.3728841,30.4647259,179.3,9.05,0.305,0.272,0.829,1,212.11
226,2026-05-29T18:25:30.200Z,50.3728772,30.4647189,179.3,9.07,0.415,0.126,0.678,1,213.63
227,2026-05-29T18:25:30.300Z,50.3728703,30.4647115,179.4,9.35,0.267,0.009,0.850,1,214.62
228,2026-05-29T18:25:30.400Z,50.3728633,30.4647037,179.5,9.57,0.235,0.048,0.899,1,215.53
229,2026-05-29T18:25:30.500Z,50.3728564,30.4646956,179.5,9.47,-0.061,-0.024,0.981,1,217.01
