Format,RaceBox CSV
Data Source,RaceBox 25121861
Date UTC,2026-05-29T18:38:05+00:00
Date,29/05/2026
Time,06/38/05
Session Index,2
Session Type,Track
Track,Custom Track
Configuration,
Laps,14
Best Lap Time,42.639
Incomplete lap, 6.004, sectors, 0,0,0,0,6.004
Lap 1, 46.15, sectors, 9.027,18.434,11.503,0,7.186
Lap 2, 43.729, sectors, 7.716,17.729,11.238,0,7.046
Lap 3, 43.7, sectors, 7.902,17.608,11.118,0,7.072
Lap 4, 42.975, sectors, 7.637,17.406,10.983,0,6.949
Lap 5, 43.054, sectors, 7.703,17.209,11.265,0,6.877
Lap 6, 42.828, sectors, 7.616,17.382,10.924,0,6.906
Lap 7, 42.901, sectors, 7.581,17.408,11.042,0,6.870
Lap 8, 42.961, sectors, 7.661,17.363,11.043,0,6.894
Lap 9, 43.165, sectors, 7.798,17.44,10.939,0,6.988
Lap 10, 42.76, sectors, 7.546,17.404,10.906,0,6.904
Lap 11, 42.78, sectors, 7.648,17.319,10.929,0,6.884
Lap 12, 44.157, sectors, 7.573,18.269,11.467,0,6.848
Lap 13, 42.639, sectors, 7.519,17.206,11.117,0,6.797
Lap 14, 42.879, sectors, 7.6,17.398,11.129,0,6.752
Incomplete lap, 66.218, sectors, 7.503,17.203,11.305,0,30.207

Record,Time,Latitude,Longitude,Altitude (m),Speed (m/s),GForceX (g),GForceY (g),GForceZ (g),Lap,Heading
2072,2026-05-29T18:41:33.000Z,50.3727881,30.4642281,176.7,10.40,-0.611,0.212,0.908,5,174.78
2073,2026-05-29T18:41:33.100Z,50.3727792,30.4642297,176.7,10.02,-0.567,0.203,0.932,5,173.51
2074,2026-05-29T18:41:33.200Z,50.3727698,30.4642318,176.7,10.46,-0.235,0.122,0.913,5,172.12
2075,2026-05-29T18:41:33.300Z,50.3727603,30.4642340,176.7,10.72,-0.207,0.236,0.983,5,171.57
2076,2026-05-29T18:41:33.400Z,50.3727510,30.4642367,176.8,10.56,-0.179,0.140,0.962,5,169.43
2077,2026-05-29T18:41:33.500Z,50.3727413,30.4642393,176.8,10.83,-0.042,0.218,0.954,5,170.31
2078,2026-05-29T18:41:33.600Z,50.3727316,30.4642420,176.8,10.98,0.024,0.355,0.791,5,169.66
2079,2026-05-29T18:41:33.700Z,50.3727217,30.4642446,176.8,11.14,0.101,0.439,0.461,5,170.19
2080,2026-05-29T18:41:33.800Z,50.3727115,30.4642476,176.8,11.56,0.279,0.260,0.275,5,169.47
2081,2026-05-29T18:41:33.900Z,50.3727015,30.4642505,176.8,11.33,0.127,0.322,0.344,5,169.65
2082,2026-05-29T18:41:34.000Z,50.3726913,30.4642534,176.8,11.52,0.092,0.321,0.241,5,169.60
2083,2026-05-29T18:41:34.100Z,50.3726808,30.4642567,176.8,11.83,0.124,0.230,0.311,5,168.66
2084,2026-05-29T18:41:34.200Z,50.3726706,30.4642599,176.8,11.62,0.001,0.141,0.440,5,168.48
2085,2026-05-29T18:41:34.300Z,50.3726600,30.4642633,176.8,12.04,-0.066,0.270,0.459,5,168.54
2086,2026-05-29T18:41:34.400Z,50.3726495,30.4642668,176.8,11.93,-0.117,0.303,0.328,5,167.76
2087,2026-05-29T18:41:34.500Z,50.3726392,30.4642702,176.8,11.81,-0.074,0.303,0.369,5,168.26
2088,2026-05-29T18:41:34.600Z,50.3726291,30.4642720,176.8,11.33,-0.102,0.135,0.319,5,173.24
2089,2026-05-29T18:41:34.700Z,50.3726192,30.4642731,176.7,10.95,-0.084,0.025,0.494,5,175.84
2090,2026-05-29T18:41:34.800Z,50.3726098,30.4642728,176.8,10.47,0.093,-0.127,0.581,5,180.27
2091,2026-05-29T18:41:34.900Z,50.3726007,30.4642712,176.8,10.19,0.264,-0.101,0.745,5,185.84
2092,2026-05-29T18:41:35.000Z,50.3725910,30.4642700,176.8,10.79,0.366,-0.188,0.680,5,184.65
2093,2026-05-29T18:41:35.100Z,50.3725828,30.4642654,176.9,9.78,0.410,-0.416,0.800,5,196.98
2094,2026-05-29T18:41:35.200Z,50.3725746,30.4642586,176.8,10.12,0.164,-0.626,0.846,5,203.72
2095,2026-05-29T18:41:35.300Z,50.3725673,30.4642528,176.8,9.30,-0.050,-0.526,0.794,5,205.89
2096,2026-05-29T18:41:35.400Z,50.3725599,30.4642454,176.9,9.73,-0.188,-0.598,0.963,5,212.27
2097,2026-05-29T18:41:35.500Z,50.3725541,30.4642369,176.9,9.01,-0.226,-0.499,1.170,5,221.30
2098,2026-05-29T18:41:35.600Z,50.3725489,30.4642273,177.0,9.13,-0.308,-0.284,1.302,5,226.87
2099,2026-05-29T18:41:35.700Z,50.3725439,30.4642177,177.1,8.90,-0.185,0.059,1.348,5,229.64
2100,2026-05-29T18:41:35.800Z,50.3725396,30.4642074,177.1,8.77,-0.152,0.012,1.557,5,237.22
2101,2026-05-29T18:41:35.900Z,50.3725361,30.4641966,177.1,8.66,-0.102,-0.084,1.404,5,242.13
2102,2026-05-29T18:41:36.000Z,50.3725336,30.4641855,177.1,8.50,-0.179,-0.365,1.355,5,249.35
2103,2026-05-29T18:41:36.100Z,50.3725322,30.4641741,177.1,8.23,-0.155,-0.480,1.127,5,258.34
2104,2026-05-29T18:41:36.200Z,50.3725316,30.4641628,177.1,8.11,-0.107,-0.772,1.076,5,263.90
2105,2026-05-29T18:41:36.300Z,50.3725317,30.4641512,177.1,8.26,-0.058,-0.864,0.802,5,270.78
2106,2026-05-29T18:41:36.400Z,50.3725328,30.4641397,177.1,8.31,-0.096,-1.082,0.856,5,277.62
2107,2026-05-29T18:41:36.500Z,50.3725345,30.4641285,177.0,8.36,-0.047,-1.005,0.897,5,283.67
2108,2026-05-29T18:41:36.600Z,50.3725376,30.4641177,177.0,8.42,-0.174,-0.980,0.970,5,292.78
2109,2026-05-29T18:41:36.700Z,50.3725412,30.4641071,177.0,8.56,-0.195,-0.894,0.967,5,297.31
2110,2026-05-29T18:41:36.800Z,50.3725454,30.4640964,177.0,8.90,-0.180,-0.738,1.141,5,300.60
2111,2026-05-29T18:41:36.900Z,50.3725496,30.4640865,177.0,8.72,-0.175,-0.523,1.086,5,304.28
2112,2026-05-29T18:41:37.000Z,50.3725546,30.4640764,176.9,9.11,-0.135,-0.331,1.136,5,307.21
2113,2026-05-29T18:41:37.100Z,50.3725598,30.4640666,176.9,9.15,-0.135,-0.331,1.136,5,309.59
2114,2026-05-29T18:41:37.200Z,50.3725658,30.4640578,176.9,9.12,-0.103,-0.277,1.096,5,315.31
2115,2026-05-29T18:41:37.300Z,50.3725721,30.4640484,176.8,9.60,-0.055,-0.239,1.142,5,315.91
2116,2026-05-29T18:41:37.400Z,50.3725783,30.4640396,176.7,9.60,-0.019,-0.237,1.069,5,318.55
2117,2026-05-29T18:41:37.500Z,50.3725854,30.4640306,176.8,9.85,0.113,-0.165,1.030,5,319.87
2118,2026-05-29T18:41:37.600Z,50.3725925,30.4640215,176.7,10.24,0.108,-0.042,1.011,5,320.17
2119,2026-05-29T18:41:37.700Z,50.3725999,30.4640127,176.8,10.17,-0.097,0.024,1.061,5,321.90
2120,2026-05-29T18:41:37.800Z,50.3726071,30.4640034,176.8,10.41,0.013,0.134,0.973,5,320.52
2121,2026-05-29T18:41:37.900Z,50.3726144,30.4639935,176.8,10.80,0.145,0.251,0.736,5,319.74
2122,2026-05-29T18:41:38.000Z,50.3726216,30.4639835,176.7,10.79,-0.188,0.310,0.788,5,318.61
2123,2026-05-29T18:41:38.100Z,50.3726289,30.4639734,176.7,10.89,-0.041,0.365,0.682,5,318.65
2124,2026-05-29T18:41:38.200Z,50.3726362,30.4639624,176.7,11.15,-0.125,0.399,0.745,5,315.81
2125,2026-05-29T18:41:38.300Z,50.3726429,30.4639510,176.7,11.08,-0.361,0.514,0.619,5,313.38
2126,2026-05-29T18:41:38.400Z,50.3726498,30.4639390,176.6,11.40,-0.269,0.475,0.570,5,311.98
2127,2026-05-29T18:41:38.500Z,50.3726561,30.4639264,176.6,11.42,0.012,0.507,0.384,5,308.80
2128,2026-05-29T18:41:38.600Z,50.3726620,30.4639131,176.6,11.61,-0.199,0.452,0.313,5,305.53
2129,2026-05-29T18:41:38.700Z,50.3726680,30.4638994,176.6,11.72,0.085,0.520,0.083,5,303.98
2130,2026-05-29T18:41:38.800Z,50.3726735,30.4638854,176.6,11.70,0.225,0.445,0.127,5,301.98
2131,2026-05-29T18:41:38.900Z,50.3726784,30.4638703,176.5,12.03,-0.008,0.453,0.092,5,297.84
2132,2026-05-29T18:41:39.000Z,50.3726830,30.4638551,176.5,11.96,0.021,0.430,0.073,5,295.86
2133,2026-05-29T18:41:39.100Z,50.3726879,30.4638398,176.5,12.02,0.012,0.464,0.054,5,295.97
2134,2026-05-29T18:41:39.200Z,50.3726922,30.4638236,176.5,12.38,-0.113,0.442,0.154,5,292.69
2135,2026-05-29T18:41:39.300Z,50.3726965,30.4638082,176.5,11.93,-0.168,0.311,0.126,5,293.61
2136,2026-05-29T18:41:39.400Z,50.3727014,30.4637932,176.5,11.91,-0.172,0.129,0.356,5,296.39
2137,2026-05-29T18:41:39.500Z,50.3727069,30.4637801,176.5,11.20,-0.458,-0.052,0.463,5,302.35
2138,2026-05-29T18:41:39.600Z,50.3727122,30.4637682,176.5,10.42,-0.270,-0.178,0.556,5,305.09
2139,2026-05-29T18:41:39.700Z,50.3727177,30.4637570,176.4,10.13,-0.195,-0.088,0.624,5,307.42
2140,2026-05-29T18:41:39.800Z,50.3727239,30.4637458,176.4,10.34,-0.082,-0.036,0.711,5,311.01
2141,2026-05-29T18:41:39.900Z,50.3727303,30.4637367,176.4,9.83,-0.067,0.176,0.765,5,317.14
2142,2026-05-29T18:41:40.000Z,50.3727369,30.4637280,176.4,9.63,0.121,0.167,0.924,5,319.83
2143,2026-05-29T18:41:40.100Z,50.3727442,30.4637218,176.4,9.18,0.007,0.091,1.039,5,330.28
2144,2026-05-29T18:41:40.200Z,50.3727520,30.4637162,176.4,9.31,-0.102,-0.298,1.117,5,334.32
2145,2026-05-29T18:41:40.300Z,50.3727596,30.4637130,176.4,8.67,-0.162,-0.636,1.183,5,343.75
2146,2026-05-29T18:41:40.400Z,50.3727672,30.4637114,176.4,8.46,-0.217,-0.854,1.253,5,351.76
2147,2026-05-29T18:41:40.500Z,50.3727745,30.4637114,176.4,8.23,-0.387,-0.760,1.205,5,359.49
2148,2026-05-29T18:41:40.600Z,50.3727820,30.4637118,176.4,8.05,-0.206,-0.770,1.179,5,1.70
2149,2026-05-29T18:41:40.700Z,50.3727891,30.4637135,176.4,8.04,-0.112,-0.640,1.156,5,7.96
2150,2026-05-29T18:41:40.800Z,50.3727957,30.4637173,176.4,7.74,-0.070,-0.333,1.125,5,18.62
2151,2026-05-29T18:41:40.900Z,50.3728020,30.4637217,176.4,7.73,0.061,-0.190,1.205,5,22.99
2152,2026-05-29T18:41:41.000Z,50.3728082,30.4637277,176.4,7.97,0.189,-0.109,1.200,5,31.02
2153,2026-05-29T18:41:41.100Z,50.3728140,30.4637342,176.4,7.97,0.160,-0.075,1.280,5,35.32
2154,2026-05-29T18:41:41.200Z,50.3728185,30.4637426,176.4,7.77,0.107,0.008,1.163,5,46.90
2155,2026-05-29T18:41:41.300Z,50.3728237,30.4637517,176.4,8.42,0.000,-0.233,1.330,5,49.14
2156,2026-05-29T18:41:41.400Z,50.3728269,30.4637611,176.4,7.70,0.045,-0.305,1.170,5,58.85
2157,2026-05-29T18:41:41.500Z,50.3728303,30.4637715,176.4,8.26,0.187,-0.548,1.105,5,63.21
2158,2026-05-29T18:41:41.600Z,50.3728328,30.4637824,176.4,8.18,0.236,-0.550,0.998,5,69.72
2159,2026-05-29T18:41:41.700Z,50.3728344,30.4637941,176.4,8.47,0.484,-0.572,0.935,5,77.44
2160,2026-05-29T18:41:41.800Z,50.3728351,30.4638061,176.4,8.66,0.471,-0.441,0.888,5,82.84
2161,2026-05-29T18:41:41.900Z,50.3728359,30.4638185,176.3,8.78,0.430,-0.400,0.947,5,83.68
2162,2026-05-29T18:41:42.000Z,50.3728358,30.4638310,176.3,8.92,0.283,-0.264,0.860,5,89.76
2163,2026-05-29T18:41:42.100Z,50.3728358,30.4638439,176.3,9.18,0.161,-0.193,0.885,5,90.15
2164,2026-05-29T18:41:42.200Z,50.3728358,30.4638571,176.3,9.39,-0.082,-0.181,0.999,5,89.87
2165,2026-05-29T18:41:42.300Z,50.3728359,30.4638703,176.3,9.46,-0.062,-0.035,0.911,5,89.31
2166,2026-05-29T18:41:42.400Z,50.3728362,30.4638840,176.3,9.71,-0.218,0.061,0.888,5,88.65
2167,2026-05-29T18:41:42.500Z,50.3728373,30.4638980,176.3,9.93,-0.327,0.166,1.043,5,84.19
2168,2026-05-29T18:41:42.600Z,50.3728386,30.4639118,176.3,9.93,-0.489,0.213,0.969,5,81.86
2169,2026-05-29T18:41:42.700Z,50.3728401,30.4639257,176.3,9.99,-0.435,0.341,0.868,5,80.76
2170,2026-05-29T18:41:42.800Z,50.3728437,30.4639388,176.3,10.09,-0.404,0.518,0.733,5,67.74
2171,2026-05-29T18:41:42.900Z,50.3728463,30.4639524,176.3,10.11,-0.292,0.560,0.583,5,72.64
2172,2026-05-29T18:41:43.000Z,50.3728504,30.4639653,176.3,10.13,-0.408,0.520,0.460,5,64.55
2173,2026-05-29T18:41:43.100Z,50.3728551,30.4639777,176.3,10.27,-0.350,0.707,0.432,5,59.79
2174,2026-05-29T18:41:43.200Z,50.3728607,30.4639887,176.3,9.95,-0.343,0.739,0.278,5,52.13
2175,2026-05-29T18:41:43.300Z,50.3728670,30.4639995,176.3,10.33,-0.315,0.737,0.131,5,48.24
2176,2026-05-29T18:41:43.400Z,50.3728739,30.4640091,176.3,10.29,-0.315,0.737,0.131,5,42.26
2177,2026-05-29T18:41:43.500Z,50.3728817,30.4640178,176.3,10.59,-0.130,0.866,0.148,5,36.17
2178,2026-05-29T18:41:43.600Z,50.3728894,30.4640258,176.3,10.21,-0.122,0.862,0.125,5,34.31
2179,2026-05-29T18:41:43.700Z,50.3728981,30.4640329,176.3,10.89,-0.323,0.840,0.292,5,27.56
2180,2026-05-29T18:41:43.800Z,50.3729069,30.4640398,176.3,10.77,-0.282,0.837,0.430,5,26.95
2181,2026-05-29T18:41:43.900Z,50.3729159,30.4640458,176.4,10.82,-0.355,0.624,0.378,5,23.73
2182,2026-05-29T18:41:44.000Z,50.3729255,30.4640520,176.3,11.32,-0.335,0.469,0.279,5,22.62
2183,2026-05-29T18:41:44.100Z,50.3729348,30.4640576,176.3,11.23,-0.386,0.286,0.230,5,21.38
2184,2026-05-29T18:41:44.200Z,50.3729446,30.4640629,176.3,11.38,-0.170,0.279,0.140,5,19.34
2185,2026-05-29T18:41:44.300Z,50.3729544,30.4640685,176.4,11.54,-0.238,0.164,0.230,5,20.10
2186,2026-05-29T18:41:44.400Z,50.3729645,30.4640740,176.4,11.72,-0.091,0.154,0.299,5,19.66
2187,2026-05-29T18:41:44.500Z,50.3729744,30.4640796,176.4,11.68,-0.023,0.152,0.389,5,19.96
2188,2026-05-29T18:41:44.600Z,50.3729847,30.4640855,176.4,12.00,0.079,0.131,0.434,5,20.22
2189,2026-05-29T18:41:44.700Z,50.3729948,30.4640916,176.4,12.08,0.097,0.002,0.488,5,21.12
2190,2026-05-29T18:41:44.800Z,50.3730050,30.4640978,176.4,12.13,0.151,-0.043,0.399,5,21.40
2191,2026-05-29T18:41:44.900Z,50.3730154,30.4641045,176.4,12.45,-0.230,-0.049,0.474,5,22.01
2192,2026-05-29T18:41:45.000Z,50.3730256,30.4641114,176.4,12.35,-0.226,-0.046,0.536,5,23.29
2193,2026-05-29T18:41:45.100Z,50.3730361,30.4641186,176.5,12.65,-0.071,-0.074,0.535,5,23.67
2194,2026-05-29T18:41:45.200Z,50.3730465,30.4641262,176.4,12.73,-0.147,-0.126,0.647,5,25.02
2195,2026-05-29T18:41:45.300Z,50.3730568,30.4641341,176.5,12.68,0.118,0.034,0.553,5,26.28
2196,2026-05-29T18:41:45.400Z,50.3730675,30.4641424,176.5,13.04,0.101,0.029,0.699,5,26.54
2197,2026-05-29T18:41:45.500Z,50.3730779,30.4641510,176.5,12.97,0.126,-0.018,0.715,5,28.00
2198,2026-05-29T18:41:45.600Z,50.3730883,30.4641599,176.5,13.17,-0.161,-0.007,0.869,5,28.99
2199,2026-05-29T18:41:45.700Z,50.3730986,30.4641693,176.5,13.29,0.065,0.043,0.841,5,30.18
2200,2026-05-29T18:41:45.800Z,50.3731088,30.4641790,176.5,13.35,0.074,0.002,0.890,5,30.89
2201,2026-05-29T18:41:45.900Z,50.3731190,30.4641889,176.5,13.33,0.163,0.058,0.756,5,31.88
2202,2026-05-29T18:41:46.000Z,50.3731293,30.4641994,176.5,13.66,0.213,0.024,0.711,5,32.74
2203,2026-05-29T18:41:46.100Z,50.3731396,30.4642099,176.5,13.63,0.292,0.059,0.628,5,33.06
2204,2026-05-29T18:41:46.200Z,50.3731498,30.4642208,176.5,13.78,0.271,0.060,0.545,5,33.86
2205,2026-05-29T18:41:46.300Z,50.3731600,30.4642319,176.5,13.90,0.230,0.032,0.468,5,34.77
2206,2026-05-29T18:41:46.400Z,50.3731703,30.4642432,176.5,13.95,0.296,-0.092,0.359,5,35.08
2207,2026-05-29T18:41:46.500Z,50.3731805,30.4642549,176.5,14.01,0.278,0.010,0.405,5,36.24
2208,2026-05-29T18:41:46.600Z,50.3731907,30.4642666,176.5,14.00,0.402,-0.005,0.374,5,36.48
2209,2026-05-29T18:41:46.700Z,50.3732010,30.4642787,176.5,14.30,0.118,-0.074,0.523,5,36.78
2210,2026-05-29T18:41:46.800Z,50.3732111,30.4642910,176.5,14.25,0.192,-0.026,0.711,5,37.65
2211,2026-05-29T18:41:46.900Z,50.3732213,30.4643035,176.5,14.39,-0.031,-0.027,0.960,5,38.17
2212,2026-05-29T18:41:47.000Z,50.3732314,30.4643162,176.5,14.41,0.044,0.037,0.865,5,38.65
2213,2026-05-29T18:41:47.100Z,50.3732415,30.4643293,176.5,14.53,-0.253,0.040,1.006,5,39.52
2214,2026-05-29T18:41:47.200Z,50.3732515,30.4643425,176.5,14.61,-0.028,0.059,0.869,5,40.19
2215,2026-05-29T18:41:47.300Z,50.3732615,30.4643561,176.5,14.73,-0.173,0.056,0.851,5,40.79
2216,2026-05-29T18:41:47.400Z,50.3732714,30.4643700,176.5,14.74,-0.081,0.091,0.861,5,41.90
2217,2026-05-29T18:41:47.500Z,50.3732811,30.4643842,176.5,14.77,-0.231,0.000,1.024,5,43.14
2218,2026-05-29T18:41:47.600Z,50.3732906,30.4643987,176.6,14.77,-0.050,0.008,0.929,5,44.28
2219,2026-05-29T18:41:47.700Z,50.3733002,30.4644136,176.6,14.90,-0.184,0.003,1.014,5,44.70
2220,2026-05-29T18:41:47.800Z,50.3733094,30.4644288,176.6,14.96,-0.199,-0.016,0.996,5,46.10
2221,2026-05-29T18:41:47.900Z,50.3733186,30.4644444,176.5,15.11,-0.249,-0.012,0.974,5,46.97
2222,2026-05-29T18:41:48.000Z,50.3733277,30.4644603,176.5,15.14,-0.431,-0.058,0.900,5,48.06
2223,2026-05-29T18:41:48.100Z,50.3733362,30.4644767,176.5,15.07,-0.300,-0.064,0.747,5,50.67
2224,2026-05-29T18:41:48.200Z,50.3733448,30.4644936,176.5,15.33,-0.188,-0.068,0.702,5,51.33
2225,2026-05-29T18:41:48.300Z,50.3733527,30.4645108,176.5,15.12,-0.315,-0.127,0.619,5,53.61
2226,2026-05-29T18:41:48.400Z,50.3733602,30.4645289,176.5,15.17,-0.560,-0.280,0.740,5,56.82
2227,2026-05-29T18:41:48.500Z,50.3733673,30.4645472,176.5,15.25,-0.233,-0.256,0.624,5,58.62
2228,2026-05-29T18:41:48.600Z,50.3733740,30.4645659,176.6,15.21,-0.089,-0.321,0.773,5,60.95
2229,2026-05-29T18:41:48.700Z,50.3733797,30.4645853,176.5,15.17,-0.065,-0.243,0.612,5,64.79
2230,2026-05-29T18:41:48.800Z,50.3733845,30.4646053,176.5,15.30,-0.091,-0.394,0.830,5,67.98
2231,2026-05-29T18:41:48.900Z,50.3733889,30.4646254,176.5,15.14,-0.068,-0.459,0.814,5,70.93
2232,2026-05-29T18:41:49.000Z,50.3733922,30.4646460,176.5,15.14,-0.140,-0.617,1.017,5,75.79
2233,2026-05-29T18:41:49.100Z,50.3733946,30.4646668,176.5,15.05,-0.166,-0.524,0.943,5,79.26
2234,2026-05-29T18:41:49.200Z,50.3733961,30.4646875,176.5,14.90,-0.244,-0.747,1.254,5,82.77
2235,2026-05-29T18:41:49.300Z,50.3733967,30.4647085,176.6,14.95,-0.127,-0.783,1.161,5,87.17
2236,2026-05-29T18:41:49.400Z,50.3733965,30.4647294,176.5,14.89,0.116,-0.631,1.167,5,90.00
2237,2026-05-29T18:41:49.500Z,50.3733955,30.4647498,176.6,14.63,0.118,-0.633,1.178,5,94.11
2238,2026-05-29T18:41:49.600Z,50.3733931,30.4647706,176.6,15.01,-0.280,-0.739,1.346,5,99.41
2239,2026-05-29T18:41:49.700Z,50.3733907,30.4647906,176.6,14.53,-0.281,-0.709,1.307,5,100.47
2240,2026-05-29T18:41:49.800Z,50.3733867,30.4648102,176.6,14.64,-0.202,-0.748,1.371,5,106.83
2241,2026-05-29T18:41:49.900Z,50.3733825,30.4648298,176.6,14.70,-0.251,-0.879,1.322,5,108.20
2242,2026-05-29T18:41:50.000Z,50.3733770,30.4648482,176.6,14.52,-0.113,-0.671,1.064,5,114.27
2243,2026-05-29T18:41:50.100Z,50.3733713,30.4648669,176.6,14.75,-0.139,-0.764,1.225,5,115.56
2244,2026-05-29T18:41:50.200Z,50.3733650,30.4648849,176.6,14.63,-0.191,-0.692,1.076,5,118.50
2245,2026-05-29T18:41:50.300Z,50.3733576,30.4649017,176.6,14.52,-0.152,-0.533,0.868,5,123.95
2246,2026-05-29T18:41:50.400Z,50.3733497,30.4649184,176.6,14.75,0.019,-0.375,0.771,5,126.07
2247,2026-05-29T18:41:50.500Z,50.3733415,30.4649343,176.6,14.61,-0.102,-0.524,0.812,5,128.78
2248,2026-05-29T18:41:50.600Z,50.3733325,30.4649493,176.6,14.64,0.302,-0.507,0.447,5,132.81
2249,2026-05-29T18:41:50.700Z,50.3733230,30.4649637,176.6,14.73,0.329,-0.598,0.521,5,135.58
2250,2026-05-29T18:41:50.800Z,50.3733130,30.4649772,176.6,14.70,0.386,-0.546,0.593,5,138.95
2251,2026-05-29T18:41:50.900Z,50.3733025,30.4649896,176.6,14.58,0.504,-0.426,0.386,5,142.38
2252,2026-05-29T18:41:51.000Z,50.3732915,30.4650013,176.5,14.82,0.492,-0.383,0.469,5,145.45
2253,2026-05-29T18:41:51.100Z,50.3732803,30.4650119,176.5,14.64,0.254,-0.436,0.652,5,148.64
2254,2026-05-29T18:41:51.200Z,50.3732686,30.4650210,176.5,14.52,0.438,-0.409,0.622,5,153.14
2255,2026-05-29T18:41:51.300Z,50.3732565,30.4650286,176.5,14.52,0.349,-0.502,0.650,5,157.44
2256,2026-05-29T18:41:51.400Z,50.3732442,30.4650360,176.5,14.68,0.349,-0.502,0.650,5,158.87
2257,2026-05-29T18:41:51.500Z,50.3732316,30.4650414,176.5,14.55,0.250,-0.642,0.747,5,164.26
2258,2026-05-29T18:41:51.600Z,50.3732191,30.4650457,176.5,14.23,0.230,-0.782,0.556,6,167.31
2259,2026-05-29T18:41:51.700Z,50.3732062,30.4650478,176.5,14.36,0.336,-0.532,0.393,6,173.40
2260,2026-05-29T18:41:51.800Z,50.3731932,30.4650488,176.5,14.44,0.347,-0.388,0.198,6,176.93
2261,2026-05-29T18:41:51.900Z,50.3731806,30.4650484,176.5,14.02,0.116,-0.625,0.389,6,180.76
2262,2026-05-29T18:41:52.000Z,50.3731682,30.4650465,176.4,13.90,0.171,-0.517,0.389,6,185.67
2263,2026-05-29T18:41:52.100Z,50.3731562,30.4650432,176.4,13.69,0.443,-0.228,0.392,6,189.56
2264,2026-05-29T18:41:52.200Z,50.3731444,30.4650393,176.5,13.40,0.191,-0.328,0.495,6,191.75
2265,2026-05-29T18:41:52.300Z,50.3731335,30.4650330,176.5,12.99,0.302,-0.195,0.396,6,199.48
2266,2026-05-29T18:41:52.400Z,50.3731227,30.4650264,176.4,12.92,0.215,-0.294,0.314,6,200.87
2267,2026-05-29T18:41:52.500Z,50.3731135,30.4650182,176.4,11.96,0.065,-0.290,0.275,6,208.67
2268,2026-05-29T18:41:52.600Z,50.3731049,30.4650095,176.4,11.49,0.136,-0.399,0.248,6,212.99
2269,2026-05-29T18:41:52.700Z,50.3730974,30.4650002,176.3,10.77,0.044,-0.251,0.205,6,217.41
2270,2026-05-29T18:41:52.800Z,50.3730896,30.4649902,176.4,11.11,0.046,-0.271,0.375,6,219.10
2271,2026-05-29T18:41:52.900Z,50.3730835,30.4649791,176.4,10.49,0.234,0.039,0.295,6,227.72
2272,2026-05-29T18:41:53.000Z,50.3730781,30.4649676,176.4,10.19,0.069,0.140,0.484,6,232.44
2273,2026-05-29T18:41:53.100Z,50.3730734,30.4649563,176.3,9.69,-0.005,0.264,0.742,6,236.27
2274,2026-05-29T18:41:53.200Z,50.3730697,30.4649441,176.3,9.61,0.062,0.212,0.908,6,243.79
2275,2026-05-29T18:41:53.300Z,50.3730668,30.4649327,176.3,8.79,0.026,0.208,1.050,6,247.99
2276,2026-05-29T18:41:53.400Z,50.3730654,30.4649209,176.3,8.55,0.049,0.157,1.266,6,257.18
2277,2026-05-29T18:41:53.500Z,50.3730647,30.4649093,176.3,8.23,0.195,0.142,1.189,6,263.21
2278,2026-05-29T18:41:53.600Z,50.3730644,30.4648974,176.3,8.51,0.101,0.183,1.282,6,267.60
2279,2026-05-29T18:41:53.700Z,50.3730657,30.4648858,176.4,8.19,0.073,-0.089,1.309,6,277.70
2280,2026-05-29T18:41:53.800Z,50.3730674,30.4648759,176.3,7.47,0.114,-0.058,1.235,6,283.56
2281,2026-05-29T18:41:53.900Z,50.3730704,30.4648655,176.3,7.93,0.132,-0.365,1.214,6,291.11
2282,2026-05-29T18:41:54.000Z,50.3730743,30.4648563,176.3,7.73,0.028,-0.406,1.307,6,300.59
2283,2026-05-29T18:41:54.100Z,50.3730784,30.4648477,176.3,7.63,0.212,-0.780,1.098,6,305.51
2284,2026-05-29T18:41:54.200Z,50.3730840,30.4648414,176.3,7.62,0.222,-0.711,1.184,6,321.47
2285,2026-05-29T18:41:54.300Z,50.3730899,30.4648354,176.3,7.71,0.227,-0.855,1.084,6,326.20
2286,2026-05-29T18:41:54.400Z,50.3730959,30.4648306,176.3,7.56,-0.017,-0.797,1.200,6,331.91
2287,2026-05-29T18:41:54.500Z,50.3731026,30.4648277,176.3,7.68,-0.100,-0.907,1.243,6,343.05
2288,2026-05-29T18:41:54.600Z,50.3731091,30.4648258,176.2,7.51,-0.173,-0.785,1.317,6,348.29
2289,2026-05-29T18:41:54.700Z,50.3731161,30.4648255,176.2,7.76,-0.127,-0.665,1.161,6,357.38
2290,2026-05-29T18:41:54.800Z,50.3731233,30.4648258,176.2,7.91,-0.069,-0.695,1.212,6,1.15
2291,2026-05-29T18:41:54.900Z,50.3731304,30.4648275,176.2,8.00,0.094,-0.608,1.038,6,8.57
2292,2026-05-29T18:41:55.000Z,50.3731374,30.4648298,176.1,8.19,0.282,-0.528,1.024,6,11.38
2293,2026-05-29T18:41:55.100Z,50.3731445,30.4648330,176.0,8.30,0.302,-0.298,0.972,6,14.94
2294,2026-05-29T18:41:55.200Z,50.3731519,30.4648366,176.0,8.66,0.106,-0.277,1.012,6,17.06
2295,2026-05-29T18:41:55.300Z,50.3731595,30.4648402,175.9,8.71,-0.113,-0.138,1.011,6,16.90
