Format,RaceBox CSV
Data Source,RaceBox 25121861
Date UTC,2026-05-29T19:06:25+00:00
Date,29/05/2026
Time,07/06/25
Session Index,4
Session Type,Track
Track,Custom Track
Configuration,
Laps,14
Best Lap Time,43.125
Incomplete lap, 5.123, sectors, 0,0,0,0,5.123
Lap 1, 45.523, sectors, 8.885,18.257,11.461,0,6.920
Lap 2, 43.743, sectors, 7.669,17.886,11.248,0,6.940
Lap 3, 43.64, sectors, 7.66,17.735,11.278,0,6.967
Lap 4, 43.548, sectors, 7.699,17.765,11.101,0,6.983
Lap 5, 44.499, sectors, 7.697,18.016,11.84,0,6.946
Lap 6, 43.436, sectors, 7.765,17.753,11.017,0,6.901
Lap 7, 43.737, sectors, 7.607,18.084,11.234,0,6.812
Lap 8, 43.168, sectors, 7.63,17.63,11.147,0,6.761
Lap 9, 43.472, sectors, 7.896,17.585,11.229,0,6.762
Lap 10, 43.568, sectors, 7.666,17.91,11.289,0,6.703
Lap 11, 43.441, sectors, 7.645,17.727,11.404,0,6.665
Lap 12, 43.125, sectors, 7.523,17.612,11.272,0,6.718
Lap 13, 43.472, sectors, 7.708,17.721,11.226,0,6.817
Lap 14, 43.373, sectors, 7.618,17.605,11.487,0,6.663
Incomplete lap, 63.932, sectors, 10.109,19.747,11.141,0,22.935

Record,Time,Latitude,Longitude,Altitude (m),Speed (m/s),GForceX (g),GForceY (g),GForceZ (g),Lap,Heading
1,2026-05-29T19:06:25.200Z,50.3734381,30.4646848,184.4,1.68,-0.002,-0.249,0.389,0,244.03
2,2026-05-29T19:06:25.300Z,50.3734372,30.4646824,184.4,1.91,-0.118,-0.325,0.607,0,241.53
3,2026-05-29T19:06:25.400Z,50.3734358,30.4646803,184.4,2.13,-0.184,-0.294,0.757,0,231.69
4,2026-05-29T19:06:25.500Z,50.3734343,30.4646782,184.4,2.26,-0.301,-0.331,0.940,0,227.77
5,2026-05-29T19:06:25.600Z,50.3734327,30.4646761,184.4,2.30,-0.313,-0.338,1.112,0,224.29
6,2026-05-29T19:06:25.700Z,50.3734307,30.4646744,184.3,2.48,-0.228,-0.373,1.216,0,217.05
7,2026-05-29T19:06:25.800Z,50.3734286,30.4646729,184.3,2.56,-0.120,-0.312,1.136,0,210.83
8,2026-05-29T19:06:25.900Z,50.3734260,30.4646721,184.2,2.92,-0.090,-0.351,1.213,0,199.50
9,2026-05-29T19:06:26.000Z,50.3734233,30.4646713,184.2,3.01,0.068,-0.229,1.078,0,195.35
10,2026-05-29T19:06:26.100Z,50.3734201,30.4646713,184.2,3.42,0.012,-0.184,1.120,0,186.09
11,2026-05-29T19:06:26.200Z,50.3734172,30.4646724,184.1,3.35,0.010,-0.157,0.985,0,176.88
12,2026-05-29T19:06:26.300Z,50.3734140,30.4646733,184.1,3.61,0.016,-0.117,1.009,0,172.71
13,2026-05-29T19:06:26.400Z,50.3734108,30.4646754,184.1,3.85,-0.035,-0.055,1.074,0,164.82
14,2026-05-29T19:06:26.500Z,50.3734077,30.4646782,184.1,4.03,-0.020,-0.056,1.070,0,157.43
15,2026-05-29T19:06:26.600Z,50.3734044,30.4646815,184.1,4.29,0.032,-0.035,1.109,0,150.70
16,2026-05-29T19:06:26.700Z,50.3734014,30.4646857,184.1,4.49,0.024,0.027,1.153,0,143.61
17,2026-05-29T19:06:26.800Z,50.3733983,30.4646901,184.0,4.62,-0.089,0.022,1.248,0,139.99
18,2026-05-29T19:06:26.900Z,50.3733954,30.4646954,184.0,4.95,-0.033,0.121,1.153,0,133.79
19,2026-05-29T19:06:27.000Z,50.3733924,30.4647010,184.0,5.13,-0.050,0.125,1.147,0,130.63
20,2026-05-29T19:06:27.100Z,50.3733897,30.4647071,184.0,5.29,0.067,0.116,0.870,0,127.43
21,2026-05-29T19:06:27.200Z,50.3733867,30.4647136,184.0,5.65,0.096,0.087,0.905,0,126.22
22,2026-05-29T19:06:27.300Z,50.3733836,30.4647204,184.0,5.84,0.094,0.138,0.782,0,125.33
23,2026-05-29T19:06:27.400Z,50.3733805,30.4647274,184.0,6.01,0.130,0.036,0.693,0,125.05
24,2026-05-29T19:06:27.500Z,50.3733771,30.4647344,184.0,6.26,0.174,0.095,0.688,0,126.86
25,2026-05-29T19:06:27.600Z,50.3733737,30.4647418,184.0,6.48,0.091,0.122,0.810,0,125.96
26,2026-05-29T19:06:27.700Z,50.3733702,30.4647495,184.0,6.69,0.040,0.145,0.762,0,126.06
27,2026-05-29T19:06:27.800Z,50.3733665,30.4647575,184.0,7.01,-0.019,0.094,0.903,0,125.90
28,2026-05-29T19:06:27.900Z,50.3733629,30.4647658,184.0,7.05,-0.060,0.193,0.990,0,124.62
29,2026-05-29T19:06:28.000Z,50.3733594,30.4647744,183.9,7.20,-0.122,0.122,1.003,0,123.42
30,2026-05-29T19:06:28.100Z,50.3733557,30.4647834,183.9,7.61,-0.178,0.012,1.169,0,123.25
31,2026-05-29T19:06:28.200Z,50.3733519,30.4647925,183.9,7.73,-0.158,0.057,1.272,0,123.34
32,2026-05-29T19:06:28.300Z,50.3733479,30.4648018,183.9,7.96,0.096,0.080,1.060,0,123.76
33,2026-05-29T19:06:28.400Z,50.3733438,30.4648114,183.9,8.17,0.074,-0.040,1.126,0,124.16
34,2026-05-29T19:06:28.500Z,50.3733396,30.4648212,183.9,8.40,0.217,0.029,0.903,0,123.96
35,2026-05-29T19:06:28.600Z,50.3733353,30.4648313,183.9,8.58,0.293,0.077,0.692,0,124.17
36,2026-05-29T19:06:28.700Z,50.3733308,30.4648416,183.9,8.83,0.228,0.011,0.737,0,124.56
37,2026-05-29T19:06:28.800Z,50.3733262,30.4648519,183.9,8.98,0.171,-0.027,0.733,0,125.26
38,2026-05-29T19:06:28.900Z,50.3733214,30.4648626,183.9,9.28,0.250,0.030,0.535,0,125.58
39,2026-05-29T19:06:29.000Z,50.3733162,30.4648732,183.9,9.50,-0.002,-0.042,0.860,0,127.46
40,2026-05-29T19:06:29.100Z,50.3733108,30.4648839,183.8,9.64,-0.073,0.000,0.945,0,128.17
41,2026-05-29T19:06:29.200Z,50.3733052,30.4648945,183.8,9.76,0.018,0.067,0.868,0,129.44
42,2026-05-29T19:06:29.300Z,50.3732993,30.4649051,183.8,9.99,0.008,0.040,0.930,0,131.00
43,2026-05-29T19:06:29.400Z,50.3732930,30.4649156,183.8,10.19,-0.165,0.014,1.122,0,132.69
44,2026-05-29T19:06:29.500Z,50.3732865,30.4649258,183.8,10.20,0.083,0.029,0.933,0,134.61
45,2026-05-29T19:06:29.600Z,50.3732797,30.4649362,183.8,10.56,0.200,-0.036,0.863,0,135.65
46,2026-05-29T19:06:29.700Z,50.3732725,30.4649461,183.8,10.65,0.198,-0.134,0.900,0,138.48
47,2026-05-29T19:06:29.800Z,50.3732651,30.4649557,183.8,10.73,0.166,-0.150,0.977,0,140.52
48,2026-05-29T19:06:29.900Z,50.3732572,30.4649649,183.8,10.92,0.175,-0.209,1.113,0,142.89
49,2026-05-29T19:06:30.000Z,50.3732491,30.4649737,183.8,11.02,0.092,-0.212,1.144,0,145.32
50,2026-05-29T19:06:30.100Z,50.3732404,30.4649817,183.7,11.11,-0.093,-0.225,1.305,0,149.10
51,2026-05-29T19:06:30.200Z,50.3732315,30.4649892,183.7,11.22,-0.230,-0.190,1.206,0,151.53
52,2026-05-29T19:06:30.300Z,50.3732223,30.4649958,183.7,11.29,-0.155,-0.181,1.227,0,155.20
53,2026-05-29T19:06:30.400Z,50.3732128,30.4650023,183.7,11.51,-0.022,-0.165,1.043,1,156.08
54,2026-05-29T19:06:30.500Z,50.3732030,30.4650069,183.7,11.31,-0.130,-0.268,1.131,1,163.00
55,2026-05-29T19:06:30.600Z,50.3731931,30.4650108,183.7,11.40,-0.025,-0.316,1.029,1,165.51
56,2026-05-29T19:06:30.700Z,50.3731827,30.4650141,183.7,11.68,0.149,-0.332,1.081,1,168.09
57,2026-05-29T19:06:30.800Z,50.3731725,30.4650159,183.7,11.42,-0.025,-0.381,1.104,1,173.23
58,2026-05-29T19:06:30.900Z,50.3731623,30.4650163,183.7,11.35,-0.012,-0.434,1.020,1,178.06
59,2026-05-29T19:06:31.000Z,50.3731523,30.4650159,183.7,11.19,0.194,-0.539,0.948,1,181.09
60,2026-05-29T19:06:31.100Z,50.3731425,30.4650144,183.7,11.04,0.196,-0.544,1.028,1,185.24
61,2026-05-29T19:06:31.200Z,50.3731328,30.4650118,183.7,10.92,0.161,-0.569,0.911,1,189.38
62,2026-05-29T19:06:31.300Z,50.3731236,30.4650080,183.7,10.63,0.183,-0.681,0.925,1,194.13
63,2026-05-29T19:06:31.400Z,50.3731146,30.4650036,183.7,10.57,0.183,-0.681,0.925,1,197.11
64,2026-05-29T19:06:31.500Z,50.3731063,30.4649984,183.6,10.14,-0.025,-0.595,0.854,1,200.94
65,2026-05-29T19:06:31.600Z,50.3730988,30.4649925,183.6,9.49,-0.067,-0.461,1.032,1,206.20
66,2026-05-29T19:06:31.700Z,50.3730912,30.4649863,183.6,9.54,0.055,-0.289,0.980,1,207.74
67,2026-05-29T19:06:31.800Z,50.3730845,30.4649790,183.5,9.26,0.003,-0.201,1.102,1,214.52
68,2026-05-29T19:06:31.900Z,50.3730782,30.4649704,183.6,9.26,0.028,-0.072,1.133,1,219.46
69,2026-05-29T19:06:32.000Z,50.3730718,30.4649616,183.6,9.49,0.084,-0.153,1.087,1,220.74
70,2026-05-29T19:06:32.100Z,50.3730670,30.4649520,183.6,8.87,0.098,-0.433,0.935,1,230.49
71,2026-05-29T19:06:32.200Z,50.3730624,30.4649419,183.6,8.98,0.097,-0.528,0.815,1,234.02
72,2026-05-29T19:06:32.300Z,50.3730584,30.4649314,183.6,8.75,0.162,-0.700,0.625,1,238.26
73,2026-05-29T19:06:32.400Z,50.3730552,30.4649200,183.5,8.89,0.138,-0.931,0.596,1,245.19
74,2026-05-29T19:06:32.500Z,50.3730527,30.4649089,183.5,8.43,0.211,-0.917,0.534,1,249.93
75,2026-05-29T19:06:32.600Z,50.3730514,30.4648977,183.5,8.23,0.278,-1.057,0.597,1,258.16
76,2026-05-29T19:06:32.700Z,50.3730511,30.4648866,183.4,7.99,0.280,-0.942,0.720,1,265.26
77,2026-05-29T19:06:32.800Z,50.3730507,30.4648755,183.4,7.88,0.224,-0.960,0.907,1,266.72
78,2026-05-29T19:06:32.900Z,50.3730515,30.4648645,183.4,7.95,0.174,-0.923,1.202,1,273.99
79,2026-05-29T19:06:33.000Z,50.3730529,30.4648544,183.4,7.38,0.076,-0.778,1.173,1,280.55
80,2026-05-29T19:06:33.100Z,50.3730545,30.4648452,183.4,6.92,-0.020,-0.710,1.270,1,283.97
81,2026-05-29T19:06:33.200Z,50.3730575,30.4648376,183.4,6.30,0.084,-0.653,1.171,1,296.10
82,2026-05-29T19:06:33.300Z,50.3730603,30.4648291,183.4,6.80,0.105,-0.577,1.147,1,296.88
83,2026-05-29T19:06:33.400Z,50.3730642,30.4648223,183.4,6.39,0.244,-0.628,0.932,1,307.63
84,2026-05-29T19:06:33.500Z,50.3730685,30.4648166,183.4,6.28,0.294,-0.702,1.081,1,316.54
85,2026-05-29T19:06:33.600Z,50.3730735,30.4648115,183.4,6.50,0.351,-0.568,1.006,1,324.14
86,2026-05-29T19:06:33.700Z,50.3730788,30.4648082,183.4,6.33,0.246,-0.664,1.040,1,335.61
87,2026-05-29T19:06:33.800Z,50.3730844,30.4648052,183.4,6.49,0.236,-0.749,0.978,1,339.72
88,2026-05-29T19:06:33.900Z,50.3730904,30.4648037,183.4,6.64,0.229,-0.734,0.996,1,349.07
89,2026-05-29T19:06:34.000Z,50.3730964,30.4648034,183.3,6.65,0.240,-0.659,0.932,1,355.91
90,2026-05-29T19:06:34.100Z,50.3731028,30.4648037,183.3,7.01,0.221,-0.563,0.955,1,0.54
91,2026-05-29T19:06:34.200Z,50.3731093,30.4648040,183.4,7.17,0.250,-0.484,0.974,1,2.10
92,2026-05-29T19:06:34.300Z,50.3731158,30.4648050,183.3,7.32,0.249,-0.268,1.015,1,4.57
93,2026-05-29T19:06:34.400Z,50.3731226,30.4648065,183.3,7.58,0.274,-0.098,0.889,1,7.19
94,2026-05-29T19:06:34.500Z,50.3731296,30.4648083,183.3,7.80,0.226,-0.111,0.905,1,8.70
95,2026-05-29T19:06:34.600Z,50.3731367,30.4648107,183.3,8.00,0.240,-0.076,0.843,1,11.28
96,2026-05-29T19:06:34.700Z,50.3731439,30.4648133,183.2,8.20,0.224,-0.100,0.930,1,12.69
97,2026-05-29T19:06:34.800Z,50.3731514,30.4648160,183.3,8.39,0.229,-0.122,0.860,1,13.51
98,2026-05-29T19:06:34.900Z,50.3731590,30.4648191,183.3,8.64,0.152,-0.094,1.019,1,14.74
99,2026-05-29T19:06:35.000Z,50.3731665,30.4648225,183.3,8.66,0.059,-0.019,1.050,1,15.85
100,2026-05-29T19:06:35.100Z,50.3731741,30.4648260,183.3,8.75,0.068,-0.040,1.048,1,16.12
101,2026-05-29T19:06:35.200Z,50.3731817,30.4648298,183.2,8.88,0.030,0.011,1.090,1,17.23
102,2026-05-29T19:06:35.300Z,50.3731895,30.4648333,183.2,8.93,-0.043,0.021,1.192,1,15.81
103,2026-05-29T19:06:35.400Z,50.3731973,30.4648361,183.2,8.86,-0.091,0.097,1.025,1,13.35
104,2026-05-29T19:06:35.500Z,50.3732050,30.4648388,183.2,8.79,-0.217,0.174,1.178,1,12.46
105,2026-05-29T19:06:35.600Z,50.3732127,30.4648401,183.2,8.67,-0.280,0.214,1.245,1,5.90
106,2026-05-29T19:06:35.700Z,50.3732202,30.4648408,183.2,8.34,-0.345,0.378,1.058,1,4.27
107,2026-05-29T19:06:35.800Z,50.3732276,30.4648402,183.2,8.30,-0.389,0.429,1.113,1,357.24
108,2026-05-29T19:06:35.900Z,50.3732348,30.4648386,183.2,8.09,-0.399,0.473,1.113,1,351.86
109,2026-05-29T19:06:36.000Z,50.3732417,30.4648358,183.2,7.97,-0.229,0.531,1.102,1,346.37
110,2026-05-29T19:06:36.100Z,50.3732484,30.4648320,183.2,7.91,-0.196,0.656,1.022,1,340.46
111,2026-05-29T19:06:36.200Z,50.3732549,30.4648272,183.2,7.93,-0.193,0.600,1.091,1,335.52
112,2026-05-29T19:06:36.300Z,50.3732607,30.4648213,183.2,7.77,-0.141,0.631,1.037,1,327.78
113,2026-05-29T19:06:36.400Z,50.3732660,30.4648142,183.2,7.75,-0.091,0.615,1.152,1,320.55
114,2026-05-29T19:06:36.500Z,50.3732707,30.4648068,183.2,7.51,-0.094,0.552,1.082,1,315.70
115,2026-05-29T19:06:36.600Z,50.3732747,30.4647983,183.2,7.43,-0.141,0.548,1.241,1,307.12
116,2026-05-29T19:06:36.700Z,50.3732781,30.4647893,183.2,7.51,-0.064,0.514,1.278,1,301.42
117,2026-05-29T19:06:36.800Z,50.3732808,30.4647797,183.2,7.44,-0.104,0.601,1.156,1,294.77
118,2026-05-29T19:06:36.900Z,50.3732825,30.4647698,183.2,7.31,-0.077,0.653,1.108,1,286.35
119,2026-05-29T19:06:37.000Z,50.3732839,30.4647595,183.1,7.47,-0.136,0.681,1.109,1,282.84
120,2026-05-29T19:06:37.100Z,50.3732843,30.4647491,183.1,7.47,-0.111,0.707,0.862,1,275.31
121,2026-05-29T19:06:37.200Z,50.3732841,30.4647388,183.1,7.26,-0.145,0.844,0.852,1,269.44
122,2026-05-29T19:06:37.300Z,50.3732831,30.4647281,183.1,7.72,-0.032,0.873,0.849,1,263.34
123,2026-05-29T19:06:37.400Z,50.3732813,30.4647178,183.1,7.59,-0.032,0.873,0.849,1,255.43
124,2026-05-29T19:06:37.500Z,50.3732789,30.4647078,183.1,7.64,-0.072,0.930,0.816,1,250.13
125,2026-05-29T19:06:37.600Z,50.3732756,30.4646979,183.1,7.86,-0.117,1.017,0.999,1,243.62
126,2026-05-29T19:06:37.700Z,50.3732716,30.4646882,183.1,8.18,0.013,0.899,0.981,1,238.13
127,2026-05-29T19:06:37.800Z,50.3732677,30.4646785,183.1,8.16,0.025,0.752,0.900,1,237.86
128,2026-05-29T19:06:37.900Z,50.3732632,30.4646689,183.0,8.47,-0.088,0.601,0.980,1,233.71
129,2026-05-29T19:06:38.000Z,50.3732583,30.4646591,183.0,8.88,0.064,0.490,1.056,1,232.28
130,2026-05-29T19:06:38.100Z,50.3732531,30.4646501,183.0,8.67,0.028,0.206,0.877,1,228.82
131,2026-05-29T19:06:38.200Z,50.3732474,30.4646408,182.9,9.15,0.028,0.206,0.877,1,227.00
132,2026-05-29T19:06:38.300Z,50.3732414,30.4646320,182.9,9.18,0.104,0.288,0.916,1,223.25
133,2026-05-29T19:06:38.400Z,50.3732351,30.4646233,182.9,9.37,0.062,0.281,0.795,1,221.87
134,2026-05-29T19:06:38.500Z,50.3732285,30.4646144,182.9,9.73,0.166,0.241,0.770,1,220.79
135,2026-05-29T19:06:38.600Z,50.3732218,30.4646057,182.9,9.75,-0.034,0.217,1.026,1,219.70
136,2026-05-29T19:06:38.700Z,50.3732148,30.4645968,182.8,10.04,-0.240,0.118,1.130,1,219.00
137,2026-05-29T19:06:38.800Z,50.3732076,30.4645878,182.8,10.24,-0.240,0.033,1.117,1,218.75
138,2026-05-29T19:06:38.900Z,50.3732005,30.4645787,182.8,10.32,-0.290,0.007,0.961,1,219.09
139,2026-05-29T19:06:39.000Z,50.3731932,30.4645696,182.8,10.42,-0.265,-0.084,0.920,1,218.68
140,2026-05-29T19:06:39.100Z,50.3731858,30.4645599,182.8,10.73,-0.106,-0.055,0.691,1,219.92
141,2026-05-29T19:06:39.200Z,50.3731783,30.4645502,182.8,10.83,0.070,-0.008,0.537,1,219.27
142,2026-05-29T19:06:39.300Z,50.3731707,30.4645406,182.8,10.94,0.137,-0.002,0.460,1,219.10
143,2026-05-29T19:06:39.400Z,50.3731630,30.4645306,182.8,11.15,0.196,-0.035,0.586,1,219.44
144,2026-05-29T19:06:39.500Z,50.3731552,30.4645208,182.8,11.20,0.105,0.058,0.654,1,218.80
145,2026-05-29T19:06:39.600Z,50.3731472,30.4645107,182.8,11.44,0.114,0.055,0.794,1,218.89
146,2026-05-29T19:06:39.700Z,50.3731390,30.4645009,182.8,11.48,0.144,0.020,0.739,1,217.58
147,2026-05-29T19:06:39.800Z,50.3731306,30.4644912,182.8,11.66,0.050,0.098,0.975,1,216.53
148,2026-05-29T19:06:39.900Z,50.3731219,30.4644819,182.8,11.71,-0.046,0.159,0.990,1,214.48
149,2026-05-29T19:06:40.000Z,50.3731130,30.4644730,182.8,11.82,0.013,0.282,0.944,1,212.82
150,2026-05-29T19:06:40.100Z,50.3731037,30.4644650,182.8,11.90,-0.046,0.369,0.774,1,209.41
151,2026-05-29T19:06:40.200Z,50.3730942,30.4644573,182.8,11.98,-0.073,0.503,0.831,1,207.57
152,2026-05-29T19:06:40.300Z,50.3730842,30.4644500,182.8,12.24,-0.114,0.554,0.657,1,205.25
153,2026-05-29T19:06:40.400Z,50.3730740,30.4644439,182.7,12.22,-0.225,0.503,0.722,1,201.54
154,2026-05-29T19:06:40.500Z,50.3730636,30.4644386,182.7,12.15,-0.232,0.410,0.672,1,198.43
155,2026-05-29T19:06:40.600Z,50.3730529,30.4644342,182.7,12.29,-0.299,0.483,0.659,1,194.96
156,2026-05-29T19:06:40.700Z,50.3730419,30.4644307,182.7,12.53,-0.320,0.470,0.540,1,191.98
157,2026-05-29T19:06:40.800Z,50.3730313,30.4644280,182.7,12.14,-0.290,0.466,0.374,1,189.53
158,2026-05-29T19:06:40.900Z,50.3730202,30.4644274,182.7,12.37,-0.154,0.668,0.227,1,182.83
159,2026-05-29T19:06:41.000Z,50.3730089,30.4644271,182.6,12.60,-0.159,0.782,0.287,1,181.33
160,2026-05-29T19:06:41.100Z,50.3729982,30.4644289,182.6,12.19,-0.171,0.822,0.417,1,175.16
161,2026-05-29T19:06:41.200Z,50.3729872,30.4644321,182.6,12.51,-0.009,0.834,0.487,1,170.19
162,2026-05-29T19:06:41.300Z,50.3729764,30.4644360,182.6,12.34,0.013,0.899,0.574,1,167.54
163,2026-05-29T19:06:41.400Z,50.3729659,30.4644415,182.6,12.37,0.028,0.819,0.667,1,162.57
164,2026-05-29T19:06:41.500Z,50.3729560,30.4644483,182.6,12.14,-0.012,0.671,0.624,1,157.34
165,2026-05-29T19:06:41.600Z,50.3729460,30.4644555,182.6,12.33,0.191,0.843,0.456,1,155.63
166,2026-05-29T19:06:41.700Z,50.3729372,30.4644647,182.6,11.93,-0.028,0.746,0.539,1,148.19
167,2026-05-29T19:06:41.800Z,50.3729280,30.4644746,182.6,12.41,-0.080,0.782,0.589,1,146.12
168,2026-05-29T19:06:41.900Z,50.3729192,30.4644849,182.5,12.16,-0.128,0.895,0.582,1,143.65
169,2026-05-29T19:06:42.000Z,50.3729113,30.4644964,182.5,12.11,-0.080,1.018,0.661,1,138.34
170,2026-05-29T19:06:42.100Z,50.3729035,30.4645089,182.5,12.36,-0.116,0.794,0.694,1,134.90
171,2026-05-29T19:06:42.200Z,50.3728961,30.4645217,182.5,12.28,-0.026,0.864,0.698,1,132.61
172,2026-05-29T19:06:42.300Z,50.3728892,30.4645352,182.6,12.38,0.138,0.744,0.590,1,129.56
173,2026-05-29T19:06:42.400Z,50.3728824,30.4645492,182.6,12.49,0.219,0.612,0.551,1,127.71
174,2026-05-29T19:06:42.500Z,50.3728756,30.4645636,182.6,12.72,0.038,0.453,0.488,1,126.57
175,2026-05-29T19:06:42.600Z,50.3728688,30.4645784,182.5,12.93,0.148,0.351,0.480,1,126.18
176,2026-05-29T19:06:42.700Z,50.3728622,30.4645931,182.5,12.82,0.219,0.340,0.371,1,125.26
177,2026-05-29T19:06:42.800Z,50.3728555,30.4646079,182.5,12.88,0.263,0.356,0.274,1,125.44
178,2026-05-29T19:06:42.900Z,50.3728488,30.4646232,182.5,13.08,0.275,0.204,0.309,1,124.59
179,2026-05-29T19:06:43.000Z,50.3728420,30.4646379,182.5,13.00,0.578,0.306,0.222,1,125.82
180,2026-05-29T19:06:43.100Z,50.3728351,30.4646521,182.6,12.81,0.167,0.285,0.346,1,127.07
181,2026-05-29T19:06:43.200Z,50.3728287,30.4646672,182.5,12.81,0.073,0.261,0.438,1,124.96
182,2026-05-29T19:06:43.300Z,50.3728224,30.4646825,182.5,12.78,-0.165,0.273,0.562,1,123.37
183,2026-05-29T19:06:43.400Z,50.3728154,30.4646981,182.5,12.99,-0.348,0.495,0.584,1,123.84
184,2026-05-29T19:06:43.500Z,50.3728081,30.4647131,182.6,13.02,-0.696,0.494,0.772,1,125.02
185,2026-05-29T19:06:43.600Z,50.3728014,30.4647268,182.6,12.57,-0.432,0.608,0.712,1,125.97
186,2026-05-29T19:06:43.700Z,50.3727979,30.4647407,182.6,11.47,-0.725,0.594,0.840,1,122.27
187,2026-05-29T19:06:43.800Z,50.3727940,30.4647538,182.7,10.75,-0.606,0.703,0.918,1,120.41
188,2026-05-29T19:06:43.900Z,50.3727927,30.4647687,182.7,10.32,-0.352,0.794,0.979,1,114.08
189,2026-05-29T19:06:44.000Z,50.3727928,30.4647847,182.6,10.29,-0.161,0.852,0.982,1,106.11
190,2026-05-29T19:06:44.100Z,50.3727929,30.4647993,182.7,9.91,-0.171,0.899,0.986,1,100.60
191,2026-05-29T19:06:44.200Z,50.3727942,30.4648143,182.7,9.89,0.066,1.090,0.863,1,93.95
192,2026-05-29T19:06:44.300Z,50.3727991,30.4648307,182.8,10.36,0.085,0.823,0.914,1,81.54
193,2026-05-29T19:06:44.400Z,50.3728017,30.4648444,182.9,10.08,-0.156,0.937,0.947,1,76.61
194,2026-05-29T19:06:44.500Z,50.3728048,30.4648577,182.8,10.06,-0.127,0.822,0.925,1,71.10
195,2026-05-29T19:06:44.600Z,50.3728090,30.4648683,182.9,9.17,-0.228,0.923,1.004,1,62.44
196,2026-05-29T19:06:44.700Z,50.3728126,30.4648803,182.8,9.45,-0.172,0.636,0.973,1,63.51
197,2026-05-29T19:06:44.800Z,50.3728180,30.4648905,182.9,9.22,-0.225,0.826,1.021,1,54.63
198,2026-05-29T19:06:44.900Z,50.3728234,30.4649002,183.0,9.07,-0.034,0.590,0.982,1,50.64
199,2026-05-29T19:06:45.000Z,50.3728298,30.4649088,183.2,9.11,-0.075,0.722,1.010,1,43.03
200,2026-05-29T19:06:45.100Z,50.3728364,30.4649158,183.3,8.89,-0.059,0.631,1.023,1,35.27
201,2026-05-29T19:06:45.200Z,50.3728433,30.4649219,183.3,8.85,-0.111,0.840,1.174,1,29.89
202,2026-05-29T19:06:45.300Z,50.3728505,30.4649272,183.2,8.88,-0.118,0.881,1.099,1,24.87
203,2026-05-29T19:06:45.400Z,50.3728577,30.4649308,183.1,8.60,-0.168,0.896,1.112,1,18.12
204,2026-05-29T19:06:45.500Z,50.3728648,30.4649329,183.0,8.32,-0.147,0.886,1.006,1,11.00
205,2026-05-29T19:06:45.600Z,50.3728721,30.4649344,182.9,8.36,-0.153,0.990,0.859,1,7.05
206,2026-05-29T19:06:45.700Z,50.3728790,30.4649339,182.9,7.94,-0.184,1.084,0.677,1,0.31
207,2026-05-29T19:06:45.800Z,50.3728858,30.4649324,182.8,7.82,-0.263,1.139,0.613,1,353.51
208,2026-05-29T19:06:45.900Z,50.3728927,30.4649300,182.8,7.84,-0.354,1.136,0.695,1,349.15
209,2026-05-29T19:06:46.000Z,50.3728990,30.4649263,182.8,7.63,-0.333,1.207,0.664,1,342.93
210,2026-05-29T19:06:46.100Z,50.3729047,30.4649205,182.8,7.62,-0.318,1.220,0.680,1,331.90
211,2026-05-29T19:06:46.200Z,50.3729104,30.4649145,182.8,7.66,-0.230,1.074,0.793,1,327.36
212,2026-05-29T19:06:46.300Z,50.3729151,30.4649069,182.8,7.52,-0.183,0.973,0.890,1,317.61
213,2026-05-29T19:06:46.400Z,50.3729196,30.4648991,182.7,7.49,-0.030,1.065,0.853,1,313.62
214,2026-05-29T19:06:46.500Z,50.3729231,30.4648900,182.8,7.44,0.007,1.010,0.939,1,303.13
215,2026-05-29T19:06:46.600Z,50.3729258,30.4648803,182.8,7.46,0.007,0.872,1.065,1,295.59
216,2026-05-29T19:06:46.700Z,50.3729284,30.4648703,182.9,7.60,-0.090,0.890,1.083,1,292.00
217,2026-05-29T19:06:46.800Z,50.3729297,30.4648603,183.0,7.11,-0.031,0.952,1.056,1,283.53
218,2026-05-29T19:06:46.900Z,50.3729305,30.4648499,183.1,7.38,-0.127,0.934,1.069,1,278.12
219,2026-05-29T19:06:47.000Z,50.3729301,30.4648393,183.2,7.35,-0.233,0.781,1.127,1,268.41
220,2026-05-29T19:06:47.100Z,50.3729295,30.4648290,183.3,7.32,-0.241,0.950,1.136,1,265.13
221,2026-05-29T19:06:47.200Z,50.3729279,30.4648189,183.4,7.35,-0.135,0.931,1.134,1,257.07
222,2026-05-29T19:06:47.300Z,50.3729255,30.4648088,183.5,7.53,-0.080,0.922,1.089,1,250.46
223,2026-05-29T19:06:47.400Z,50.3729226,30.4647994,183.6,7.35,0.024,0.779,1.025,1,244.75
224,2026-05-29T19:06:47.500Z,50.3729192,30.4647899,183.7,7.70,0.096,0.816,1.003,1,241.74
225,2026-05-29T19:06:47.600Z,50.3729157,30.4647809,183.8,7.50,0.140,0.713,0.950,1,238.39
226,2026-05-29T19:06:47.700Z,50.3729112,30.4647727,183.9,7.57,0.144,0.655,0.998,1,230.94
227,2026-05-29T19:06:47.800Z,50.3729064,30.4647646,184.0,7.84,0.068,0.562,1.103,1,227.26
228,2026-05-29T19:06:47.900Z,50.3729014,30.4647567,184.1,7.86,0.119,0.566,0.912,1,225.52
229,2026-05-29T19:06:48.000Z,50.3728961,30.4647494,184.2,7.78,0.127,0.474,0.889,1,221.11
