Format,RaceBox CSV
Data Source,RaceBox 25121861
Date UTC,2026-05-29T19:06:25+00:00
Date,29/05/2026
Time,07/06/25
Session Index,4
Session Type,Track
Track,Custom Track
Configuration,
Laps,14
Best Lap Time,43.125
Incomplete lap, 5.123, sectors, 0,0,0,0,5.123
Lap 1, 45.523, sectors, 8.885,18.257,11.461,0,6.920
Lap 2, 43.743, sectors, 7.669,17.886,11.248,0,6.940
Lap 3, 43.64, sectors, 7.66,17.735,11.278,0,6.967
Lap 4, 43.548, sectors, 7.699,17.765,11.101,0,6.983
Lap 5, 44.499, sectors, 7.697,18.016,11.84,0,6.946
Lap 6, 43.436, sectors, 7.765,17.753,11.017,0,6.901
Lap 7, 43.737, sectors, 7.607,18.084,11.234,0,6.812
Lap 8, 43.168, sectors, 7.63,17.63,11.147,0,6.761
Lap 9, 43.472, sectors, 7.896,17.585,11.229,0,6.762
Lap 10, 43.568, sectors, 7.666,17.91,11.289,0,6.703
Lap 11, 43.441, sectors, 7.645,17.727,11.404,0,6.665
Lap 12, 43.125, sectors, 7.523,17.612,11.272,0,6.718
Lap 13, 43.472, sectors, 7.708,17.721,11.226,0,6.817
Lap 14, 43.373, sectors, 7.618,17.605,11.487,0,6.663
Incomplete lap, 63.932, sectors, 10.109,19.747,11.141,0,22.935

Record,Time,Latitude,Longitude,Altitude (m),Speed (m/s),GForceX (g),GForceY (g),GForceZ (g),Lap,Heading
1171,2026-05-29T19:08:22.200Z,50.3729133,30.4643332,178.6,7.27,-0.036,0.809,1.015,3,299.24
1172,2026-05-29T19:08:22.300Z,50.3729154,30.4643236,178.7,7.05,0.055,0.696,0.875,3,290.24
1173,2026-05-29T19:08:22.400Z,50.3729164,30.4643136,178.6,7.24,0.048,0.885,0.648,3,281.84
1174,2026-05-29T19:08:22.500Z,50.3729165,30.4643039,178.6,6.90,0.059,0.925,0.566,3,273.32
1175,2026-05-29T19:08:22.600Z,50.3729158,30.4642941,178.6,6.95,-0.014,0.981,0.703,3,265.50
1176,2026-05-29T19:08:22.700Z,50.3729143,30.4642845,178.6,6.91,-0.033,1.021,0.593,3,257.80
1177,2026-05-29T19:08:22.800Z,50.3729118,30.4642751,178.6,7.14,-0.113,1.151,0.840,3,249.39
1178,2026-05-29T19:08:22.900Z,50.3729085,30.4642668,178.6,6.91,-0.038,1.021,0.950,3,239.58
1179,2026-05-29T19:08:23.000Z,50.3729047,30.4642590,178.5,6.95,-0.039,1.088,0.930,3,233.62
1180,2026-05-29T19:08:23.100Z,50.3728998,30.4642522,178.5,7.16,-0.129,1.015,0.965,3,223.40
1181,2026-05-29T19:08:23.200Z,50.3728948,30.4642458,178.5,7.21,-0.045,0.950,0.955,3,219.56
1182,2026-05-29T19:08:23.300Z,50.3728890,30.4642405,178.4,7.31,-0.063,0.877,0.985,3,212.51
1183,2026-05-29T19:08:23.400Z,50.3728828,30.4642360,178.4,7.66,-0.089,0.810,0.952,3,205.24
1184,2026-05-29T19:08:23.500Z,50.3728761,30.4642327,178.4,7.77,-0.157,0.643,1.107,3,198.62
1185,2026-05-29T19:08:23.600Z,50.3728693,30.4642292,178.5,8.05,-0.069,0.628,1.039,3,197.39
1186,2026-05-29T19:08:23.700Z,50.3728623,30.4642269,178.5,8.06,-0.093,0.611,1.093,3,192.65
1187,2026-05-29T19:08:23.800Z,50.3728548,30.4642253,178.5,8.33,-0.004,0.544,1.013,3,188.25
1188,2026-05-29T19:08:23.900Z,50.3728471,30.4642242,178.4,8.54,-0.019,0.514,1.019,3,185.61
1189,2026-05-29T19:08:24.000Z,50.3728392,30.4642242,178.4,8.71,0.014,0.527,0.928,3,180.79
1190,2026-05-29T19:08:24.100Z,50.3728311,30.4642244,178.4,8.98,0.024,0.484,0.919,3,178.97
1191,2026-05-29T19:08:24.200Z,50.3728233,30.4642250,178.5,8.85,0.118,0.339,0.893,3,177.50
1192,2026-05-29T19:08:24.300Z,50.3728148,30.4642251,178.5,9.44,0.080,0.434,0.700,3,179.36
1193,2026-05-29T19:08:24.400Z,50.3728065,30.4642268,178.5,9.48,0.042,0.308,0.798,3,173.32
1194,2026-05-29T19:08:24.500Z,50.3727982,30.4642278,178.5,9.30,0.039,0.254,0.687,3,175.18
1195,2026-05-29T19:08:24.600Z,50.3727889,30.4642290,178.5,10.20,0.097,0.199,0.650,3,175.23
1196,2026-05-29T19:08:24.700Z,50.3727803,30.4642304,178.5,9.77,-0.046,0.249,0.707,3,173.98
1197,2026-05-29T19:08:24.800Z,50.3727713,30.4642320,178.5,10.02,-0.042,0.057,0.846,3,173.51
1198,2026-05-29T19:08:24.900Z,50.3727616,30.4642342,178.5,10.67,0.052,0.037,0.658,3,172.05
1199,2026-05-29T19:08:25.000Z,50.3727527,30.4642353,178.5,9.99,0.030,0.104,0.825,3,175.05
1200,2026-05-29T19:08:25.100Z,50.3727432,30.4642374,178.5,10.66,-0.051,0.109,0.830,3,172.01
1201,2026-05-29T19:08:25.200Z,50.3727336,30.4642393,178.5,10.69,-0.124,0.045,0.900,3,172.75
1202,2026-05-29T19:08:25.300Z,50.3727239,30.4642419,178.5,10.98,-0.165,-0.043,0.815,3,170.71
1203,2026-05-29T19:08:25.400Z,50.3727142,30.4642438,178.4,10.97,-0.162,0.069,0.716,3,172.86
1204,2026-05-29T19:08:25.500Z,50.3727040,30.4642466,178.4,11.35,-0.056,0.050,0.500,3,170.29
1205,2026-05-29T19:08:25.600Z,50.3726940,30.4642490,178.4,11.32,0.010,0.071,0.464,3,171.34
1206,2026-05-29T19:08:25.700Z,50.3726837,30.4642518,178.4,11.54,-0.024,0.056,0.442,3,170.30
1207,2026-05-29T19:08:25.800Z,50.3726737,30.4642542,178.4,11.43,0.099,0.149,0.710,3,171.49
1208,2026-05-29T19:08:25.900Z,50.3726631,30.4642568,178.4,11.80,0.319,0.138,0.715,3,171.17
1209,2026-05-29T19:08:26.000Z,50.3726526,30.4642594,178.4,11.88,0.226,0.073,0.840,3,171.10
1210,2026-05-29T19:08:26.100Z,50.3726420,30.4642620,178.3,11.91,0.068,0.103,0.998,3,171.20
1211,2026-05-29T19:08:26.200Z,50.3726314,30.4642640,178.3,11.79,0.265,0.068,0.858,3,172.95
1212,2026-05-29T19:08:26.300Z,50.3726210,30.4642654,178.3,11.52,0.039,0.003,0.772,3,174.96
1213,2026-05-29T19:08:26.400Z,50.3726113,30.4642654,178.2,10.81,-0.341,-0.183,1.016,3,179.54
1214,2026-05-29T19:08:26.500Z,50.3726023,30.4642638,178.2,10.31,-0.347,-0.204,1.150,3,185.39
1215,2026-05-29T19:08:26.600Z,50.3725927,30.4642621,178.3,10.68,-0.198,-0.364,1.071,3,186.33
1216,2026-05-29T19:08:26.700Z,50.3725841,30.4642584,178.3,9.98,-0.113,-0.362,1.116,3,194.63
1217,2026-05-29T19:08:26.800Z,50.3725755,30.4642536,178.3,10.11,-0.016,-0.358,1.171,3,199.12
1218,2026-05-29T19:08:26.900Z,50.3725677,30.4642482,178.2,9.46,0.129,-0.335,0.990,3,204.06
1219,2026-05-29T19:08:27.000Z,50.3725600,30.4642419,178.2,9.72,0.127,-0.421,0.958,3,207.15
1220,2026-05-29T19:08:27.100Z,50.3725539,30.4642338,178.2,8.87,0.092,-0.547,0.985,3,219.16
1221,2026-05-29T19:08:27.200Z,50.3725485,30.4642244,178.3,9.08,0.244,-0.593,0.879,3,223.57
1222,2026-05-29T19:08:27.300Z,50.3725436,30.4642149,178.3,8.87,0.244,-0.593,0.879,3,229.25
1223,2026-05-29T19:08:27.400Z,50.3725396,30.4642043,178.3,8.83,0.351,-0.623,0.848,3,238.47
1224,2026-05-29T19:08:27.500Z,50.3725362,30.4641926,178.3,9.17,0.449,-0.730,0.762,3,244.01
1225,2026-05-29T19:08:27.600Z,50.3725331,30.4641807,178.3,9.18,0.569,-0.674,0.814,3,247.74
1226,2026-05-29T19:08:27.700Z,50.3725313,30.4641683,178.3,9.10,0.549,-0.591,0.632,3,255.67
1227,2026-05-29T19:08:27.800Z,50.3725296,30.4641551,178.3,9.59,0.485,-0.645,0.726,3,259.01
1228,2026-05-29T19:08:27.900Z,50.3725290,30.4641422,178.3,9.32,0.468,-0.574,0.824,3,264.90
1229,2026-05-29T19:08:28.000Z,50.3725290,30.4641289,178.3,9.49,0.342,-0.503,0.910,3,270.39
1230,2026-05-29T19:08:28.100Z,50.3725300,30.4641152,178.3,9.76,0.346,-0.426,0.837,3,275.53
1231,2026-05-29T19:08:28.200Z,50.3725317,30.4641017,178.3,9.79,0.268,-0.435,0.849,3,280.66
1232,2026-05-29T19:08:28.300Z,50.3725347,30.4640889,178.3,9.71,0.325,-0.516,0.906,3,288.53
1233,2026-05-29T19:08:28.400Z,50.3725379,30.4640765,178.2,9.68,0.346,-0.513,0.965,3,291.90
1234,2026-05-29T19:08:28.500Z,50.3725421,30.4640644,178.2,9.83,0.433,-0.499,0.953,3,297.68
1235,2026-05-29T19:08:28.600Z,50.3725469,30.4640531,178.2,9.71,0.460,-0.494,1.083,3,303.30
1236,2026-05-29T19:08:28.700Z,50.3725527,30.4640428,178.2,9.62,0.347,-0.549,1.139,3,309.47
1237,2026-05-29T19:08:28.800Z,50.3725583,30.4640334,178.2,9.37,0.403,-0.704,1.022,3,313.00
1238,2026-05-29T19:08:28.900Z,50.3725653,30.4640258,178.2,9.17,0.409,-0.732,1.014,3,322.19
1239,2026-05-29T19:08:29.000Z,50.3725725,30.4640188,178.2,9.35,0.385,-0.698,0.905,3,326.93
1240,2026-05-29T19:08:29.100Z,50.3725800,30.4640114,178.2,9.71,0.234,-0.585,0.903,3,327.24
1241,2026-05-29T19:08:29.200Z,50.3725879,30.4640046,178.2,10.02,0.102,-0.418,0.910,3,330.71
1242,2026-05-29T19:08:29.300Z,50.3725955,30.4639979,178.3,9.68,0.096,-0.166,0.915,3,330.44
1243,2026-05-29T19:08:29.400Z,50.3726037,30.4639912,178.2,10.31,0.039,0.014,0.930,3,332.22
1244,2026-05-29T19:08:29.500Z,50.3726118,30.4639838,178.2,10.51,-0.106,0.087,0.905,3,330.14
1245,2026-05-29T19:08:29.600Z,50.3726196,30.4639760,178.2,10.31,-0.132,0.217,0.925,3,327.68
1246,2026-05-29T19:08:29.700Z,50.3726271,30.4639673,178.2,10.39,-0.076,0.272,1.118,3,324.09
1247,2026-05-29T19:08:29.800Z,50.3726347,30.4639580,178.2,10.81,-0.321,0.343,1.296,3,322.42
1248,2026-05-29T19:08:29.900Z,50.3726415,30.4639474,178.2,10.77,-0.385,0.374,1.191,3,316.34
1249,2026-05-29T19:08:30.000Z,50.3726482,30.4639365,178.1,10.79,-0.288,0.427,1.177,3,314.53
1250,2026-05-29T19:08:30.100Z,50.3726546,30.4639247,178.1,10.99,-0.372,0.404,1.332,3,310.74
1251,2026-05-29T19:08:30.200Z,50.3726606,30.4639121,178.1,11.15,-0.243,0.439,1.091,3,307.14
1252,2026-05-29T19:08:30.300Z,50.3726661,30.4638992,178.1,11.09,-0.129,0.384,0.944,3,304.77
1253,2026-05-29T19:08:30.400Z,50.3726718,30.4638853,178.1,11.66,-0.206,0.381,1.043,3,302.90
1254,2026-05-29T19:08:30.500Z,50.3726765,30.4638714,178.1,11.28,-0.111,0.357,1.003,3,298.94
1255,2026-05-29T19:08:30.600Z,50.3726816,30.4638570,178.1,11.60,0.079,0.341,0.715,3,299.02
1256,2026-05-29T19:08:30.700Z,50.3726864,30.4638422,178.1,11.79,0.264,0.393,0.654,3,296.86
1257,2026-05-29T19:08:30.800Z,50.3726911,30.4638274,178.1,11.75,0.173,0.420,0.807,3,296.51
1258,2026-05-29T19:08:30.900Z,50.3726957,30.4638123,178.1,11.87,0.365,0.354,0.827,3,295.46
1259,2026-05-29T19:08:31.000Z,50.3727003,30.4637973,178.1,11.90,0.315,0.301,0.825,3,295.82
1260,2026-05-29T19:08:31.100Z,50.3727050,30.4637826,178.1,11.68,0.216,0.198,1.004,3,296.63
1261,2026-05-29T19:08:31.200Z,50.3727102,30.4637692,178.1,11.13,0.006,-0.013,0.861,3,299.99
1262,2026-05-29T19:08:31.300Z,50.3727154,30.4637565,178.0,10.87,0.087,-0.304,0.697,3,302.30
1263,2026-05-29T19:08:31.400Z,50.3727210,30.4637454,178.0,10.14,-0.065,-0.389,0.708,3,307.59
1264,2026-05-29T19:08:31.500Z,50.3727271,30.4637353,178.0,9.77,0.038,-0.483,0.741,3,311.94
1265,2026-05-29T19:08:31.600Z,50.3727333,30.4637260,178.0,9.60,0.171,-0.568,0.789,3,316.02
1266,2026-05-29T19:08:31.700Z,50.3727403,30.4637185,178.0,9.35,0.184,-0.568,1.115,3,323.76
1267,2026-05-29T19:08:31.800Z,50.3727475,30.4637120,178.0,9.09,0.225,-0.478,1.250,3,328.90
1268,2026-05-29T19:08:31.900Z,50.3727548,30.4637071,178.0,8.86,0.401,-0.550,1.207,3,335.25
1269,2026-05-29T19:08:32.000Z,50.3727621,30.4637037,178.0,8.48,0.293,-0.700,1.235,3,342.13
1270,2026-05-29T19:08:32.100Z,50.3727695,30.4637020,178.0,8.28,0.290,-0.782,1.210,3,350.12
1271,2026-05-29T19:08:32.200Z,50.3727771,30.4637017,178.0,8.22,0.304,-0.877,1.097,3,357.15
1272,2026-05-29T19:08:32.300Z,50.3727846,30.4637027,178.0,8.21,0.277,-0.903,1.062,3,3.85
1273,2026-05-29T19:08:32.400Z,50.3727920,30.4637051,178.1,8.35,0.248,-0.991,1.079,3,10.71
1274,2026-05-29T19:08:32.500Z,50.3727989,30.4637094,178.1,8.23,0.284,-0.864,1.064,3,20.70
1275,2026-05-29T19:08:32.600Z,50.3728055,30.4637145,178.1,8.13,0.291,-0.805,1.083,3,25.82
1276,2026-05-29T19:08:32.700Z,50.3728121,30.4637206,178.1,8.52,0.408,-0.665,1.105,3,29.65
1277,2026-05-29T19:08:32.800Z,50.3728177,30.4637282,178.1,8.23,0.398,-0.680,1.060,3,40.08
1278,2026-05-29T19:08:32.900Z,50.3728228,30.4637367,178.1,8.28,0.550,-0.491,1.065,3,45.52
1279,2026-05-29T19:08:33.000Z,50.3728277,30.4637462,178.1,8.58,0.496,-0.501,1.084,3,51.23
1280,2026-05-29T19:08:33.100Z,50.3728314,30.4637568,178.1,8.60,0.515,-0.517,1.098,3,59.63
1281,2026-05-29T19:08:33.200Z,50.3728346,30.4637681,178.1,8.74,0.409,-0.567,1.037,3,65.36
1282,2026-05-29T19:08:33.300Z,50.3728370,30.4637797,178.1,8.73,0.414,-0.555,1.127,3,70.46
1283,2026-05-29T19:08:33.400Z,50.3728386,30.4637918,178.0,8.89,0.302,-0.607,1.083,3,76.43
1284,2026-05-29T19:08:33.500Z,50.3728396,30.4638046,178.0,9.12,0.336,-0.568,1.090,3,82.18
1285,2026-05-29T19:08:33.600Z,50.3728402,30.4638178,178.0,9.36,0.291,-0.453,0.944,3,85.44
1286,2026-05-29T19:08:33.700Z,50.3728403,30.4638310,178.0,9.42,0.222,-0.385,0.971,3,88.67
1287,2026-05-29T19:08:33.800Z,50.3728404,30.4638449,178.0,9.79,0.199,-0.239,0.928,3,89.40
1288,2026-05-29T19:08:33.900Z,50.3728404,30.4638588,178.0,9.85,0.101,-0.167,1.038,3,90.24
1289,2026-05-29T19:08:34.000Z,50.3728403,30.4638729,178.0,10.01,0.033,-0.090,1.092,3,90.49
1290,2026-05-29T19:08:34.100Z,50.3728407,30.4638872,178.0,10.14,-0.026,0.045,1.066,3,88.14
1291,2026-05-29T19:08:34.200Z,50.3728415,30.4639016,178.0,10.22,-0.084,0.223,1.060,3,85.56
1292,2026-05-29T19:08:34.300Z,50.3728431,30.4639158,178.0,10.16,-0.023,0.261,1.065,3,80.10
1293,2026-05-29T19:08:34.400Z,50.3728455,30.4639288,178.0,9.59,-0.108,0.531,1.104,3,75.26
1294,2026-05-29T19:08:34.500Z,50.3728484,30.4639433,178.0,10.65,0.054,0.595,0.964,3,72.40
1295,2026-05-29T19:08:34.600Z,50.3728521,30.4639560,178.0,9.91,-0.063,0.781,1.133,3,66.15
1296,2026-05-29T19:08:34.700Z,50.3728571,30.4639683,177.9,10.26,0.006,0.807,0.966,3,58.26
1297,2026-05-29T19:08:34.800Z,50.3728623,30.4639798,178.0,9.90,-0.217,1.037,0.925,3,55.34
1298,2026-05-29T19:08:34.900Z,50.3728686,30.4639905,178.0,10.23,-0.151,0.988,0.664,3,47.72
1299,2026-05-29T19:08:35.000Z,50.3728753,30.4640002,178.0,10.08,-0.371,1.083,0.600,3,43.33
1300,2026-05-29T19:08:35.100Z,50.3728828,30.4640090,177.9,10.38,-0.219,0.978,0.503,3,36.56
1301,2026-05-29T19:08:35.200Z,50.3728906,30.4640169,177.9,10.18,-0.109,0.911,0.648,3,33.64
1302,2026-05-29T19:08:35.300Z,50.3728992,30.4640240,178.0,10.63,-0.109,0.911,0.648,3,28.17
1303,2026-05-29T19:08:35.400Z,50.3729078,30.4640303,178.0,10.62,-0.176,0.776,0.828,3,25.15
1304,2026-05-29T19:08:35.500Z,50.3729168,30.4640361,178.0,10.75,-0.132,0.666,0.979,3,22.42
1305,2026-05-29T19:08:35.600Z,50.3729260,30.4640418,178.0,10.90,-0.144,0.565,0.910,3,21.68
1306,2026-05-29T19:08:35.700Z,50.3729353,30.4640476,178.0,11.24,-0.040,0.370,0.931,3,21.41
1307,2026-05-29T19:08:35.800Z,50.3729447,30.4640528,178.0,11.05,0.069,0.213,0.722,3,19.50
1308,2026-05-29T19:08:35.900Z,50.3729543,30.4640584,178.0,11.31,-0.037,0.044,0.801,3,20.35
1309,2026-05-29T19:08:36.000Z,50.3729641,30.4640640,178.0,11.52,-0.128,-0.125,0.720,3,20.29
1310,2026-05-29T19:08:36.100Z,50.3729739,30.4640696,178.0,11.58,-0.094,-0.071,0.734,3,20.11
1311,2026-05-29T19:08:36.200Z,50.3729838,30.4640756,178.0,11.73,-0.200,-0.166,0.902,3,20.84
1312,2026-05-29T19:08:36.300Z,50.3729938,30.4640818,178.0,11.90,-0.056,-0.130,0.785,3,21.58
1313,2026-05-29T19:08:36.400Z,50.3730037,30.4640882,178.0,11.84,0.075,-0.063,0.630,3,22.54
1314,2026-05-29T19:08:36.500Z,50.3730140,30.4640948,178.1,12.23,0.186,-0.042,0.606,3,22.50
1315,2026-05-29T19:08:36.600Z,50.3730239,30.4641020,178.1,12.21,0.178,-0.116,0.577,3,24.33
1316,2026-05-29T19:08:36.700Z,50.3730340,30.4641093,178.1,12.29,0.271,-0.025,0.432,3,25.03
1317,2026-05-29T19:08:36.800Z,50.3730442,30.4641171,178.1,12.47,0.350,0.033,0.319,3,25.86
1318,2026-05-29T19:08:36.900Z,50.3730542,30.4641252,178.1,12.52,0.353,-0.053,0.474,3,27.11
1319,2026-05-29T19:08:37.000Z,50.3730643,30.4641338,178.1,12.67,0.362,-0.083,0.640,3,28.53
1320,2026-05-29T19:08:37.100Z,50.3730744,30.4641426,178.1,12.84,0.279,-0.040,0.696,3,28.99
1321,2026-05-29T19:08:37.200Z,50.3730843,30.4641519,178.1,12.91,0.171,-0.065,0.814,3,30.54
1322,2026-05-29T19:08:37.300Z,50.3730943,30.4641615,178.1,12.99,0.144,-0.066,0.844,3,31.42
1323,2026-05-29T19:08:37.400Z,50.3731043,30.4641715,178.1,13.11,0.089,-0.071,0.874,3,32.62
1324,2026-05-29T19:08:37.500Z,50.3731142,30.4641818,178.1,13.27,0.009,-0.100,0.850,3,33.20
1325,2026-05-29T19:08:37.600Z,50.3731242,30.4641922,178.1,13.31,0.127,-0.116,0.609,3,33.76
1326,2026-05-29T19:08:37.700Z,50.3731342,30.4642029,178.1,13.44,0.213,-0.128,0.416,3,34.16
1327,2026-05-29T19:08:37.800Z,50.3731443,30.4642138,178.1,13.62,0.209,-0.140,0.356,3,34.55
1328,2026-05-29T19:08:37.900Z,50.3731542,30.4642250,178.1,13.52,0.323,-0.031,0.310,3,35.73
1329,2026-05-29T19:08:38.000Z,50.3731643,30.4642364,178.1,13.79,0.324,0.010,0.407,3,35.74
1330,2026-05-29T19:08:38.100Z,50.3731742,30.4642480,178.1,13.85,0.177,0.037,0.640,3,36.65
1331,2026-05-29T19:08:38.200Z,50.3731841,30.4642599,178.1,13.84,0.018,-0.011,0.920,3,37.49
1332,2026-05-29T19:08:38.300Z,50.3731941,30.4642719,178.1,13.94,0.094,0.042,0.963,3,37.67
1333,2026-05-29T19:08:38.400Z,50.3732041,30.4642841,178.1,14.10,-0.104,-0.033,1.026,3,37.87
1334,2026-05-29T19:08:38.500Z,50.3732140,30.4642964,178.1,14.09,-0.039,-0.020,0.883,3,38.27
1335,2026-05-29T19:08:38.600Z,50.3732241,30.4643092,178.1,14.38,-0.264,-0.032,1.012,3,38.94
1336,2026-05-29T19:08:38.700Z,50.3732340,30.4643219,178.1,14.25,-0.264,0.041,0.859,3,39.49
1337,2026-05-29T19:08:38.800Z,50.3732439,30.4643352,178.1,14.47,-0.375,-0.079,1.037,3,40.24
1338,2026-05-29T19:08:38.900Z,50.3732537,30.4643484,178.1,14.50,-0.133,0.000,0.874,3,40.82
1339,2026-05-29T19:08:39.000Z,50.3732635,30.4643621,178.1,14.62,-0.137,-0.065,0.940,3,41.54
1340,2026-05-29T19:08:39.100Z,50.3732733,30.4643759,178.1,14.63,0.106,-0.156,0.879,3,42.12
1341,2026-05-29T19:08:39.200Z,50.3732829,30.4643901,178.1,14.69,0.173,-0.149,0.802,3,43.15
1342,2026-05-29T19:08:39.300Z,50.3732924,30.4644046,178.1,14.76,0.216,-0.070,0.584,3,44.32
1343,2026-05-29T19:08:39.400Z,50.3733018,30.4644194,178.1,14.86,0.022,-0.080,0.652,3,45.06
1344,2026-05-29T19:08:39.500Z,50.3733113,30.4644345,178.1,15.02,-0.007,-0.070,0.569,3,45.30
1345,2026-05-29T19:08:39.600Z,50.3733206,30.4644498,178.0,15.03,0.068,0.009,0.363,3,46.32
1346,2026-05-29T19:08:39.700Z,50.3733296,30.4644654,178.0,15.02,0.016,-0.038,0.438,3,47.80
1347,2026-05-29T19:08:39.800Z,50.3733384,30.4644816,178.0,15.10,0.089,-0.126,0.449,3,49.50
1348,2026-05-29T19:08:39.900Z,50.3733469,30.4644982,178.0,15.17,0.159,-0.290,0.417,3,50.95
1349,2026-05-29T19:08:40.000Z,50.3733551,30.4645152,178.0,15.16,0.127,-0.369,0.449,3,52.80
1350,2026-05-29T19:08:40.100Z,50.3733630,30.4645330,178.0,15.38,0.063,-0.438,0.580,3,55.17
1351,2026-05-29T19:08:40.200Z,50.3733701,30.4645512,178.0,15.22,0.164,-0.519,0.614,3,57.87
1352,2026-05-29T19:08:40.300Z,50.3733768,30.4645699,177.9,15.28,0.204,-0.440,0.659,3,60.56
1353,2026-05-29T19:08:40.400Z,50.3733825,30.4645891,177.9,15.13,0.347,-0.359,0.638,3,64.39
1354,2026-05-29T19:08:40.500Z,50.3733879,30.4646088,177.9,15.27,0.346,-0.439,0.757,3,66.62
1355,2026-05-29T19:08:40.600Z,50.3733917,30.4646290,177.9,15.05,0.416,-0.539,0.926,3,72.21
1356,2026-05-29T19:08:40.700Z,50.3733948,30.4646495,177.9,15.05,0.551,-0.530,0.946,3,76.25
1357,2026-05-29T19:08:40.800Z,50.3733971,30.4646703,178.0,15.03,0.620,-0.656,0.916,3,79.31
1358,2026-05-29T19:08:40.900Z,50.3733982,30.4646909,178.0,14.82,0.487,-0.878,1.101,3,84.21
1359,2026-05-29T19:08:41.000Z,50.3733983,30.4647118,178.0,14.89,0.466,-0.792,1.074,3,88.82
1360,2026-05-29T19:08:41.100Z,50.3733982,30.4647324,178.0,14.74,0.483,-0.770,1.000,3,90.38
1361,2026-05-29T19:08:41.200Z,50.3733963,30.4647527,178.0,14.62,0.471,-0.872,0.996,3,96.79
1362,2026-05-29T19:08:41.300Z,50.3733945,30.4647732,178.0,14.76,0.118,-0.944,1.221,3,97.89
1363,2026-05-29T19:08:41.400Z,50.3733919,30.4647934,178.0,14.66,0.167,-0.836,1.289,3,100.87
1364,2026-05-29T19:08:41.500Z,50.3733881,30.4648134,178.0,14.81,0.348,-0.861,1.263,3,105.69
1365,2026-05-29T19:08:41.600Z,50.3733842,30.4648329,178.0,14.58,0.233,-0.906,1.235,3,106.98
1366,2026-05-29T19:08:41.700Z,50.3733795,30.4648526,178.0,14.93,0.118,-0.722,1.260,3,110.13
1367,2026-05-29T19:08:41.800Z,50.3733741,30.4648714,178.0,14.71,0.423,-0.483,1.051,3,113.52
1368,2026-05-29T19:08:41.900Z,50.3733681,30.4648898,178.0,14.71,0.375,-0.574,0.882,3,116.56
1369,2026-05-29T19:08:42.000Z,50.3733614,30.4649074,178.0,14.66,0.375,-0.556,0.815,3,120.22
1370,2026-05-29T19:08:42.100Z,50.3733539,30.4649247,178.0,14.83,0.359,-0.383,0.890,3,123.58
1371,2026-05-29T19:08:42.200Z,50.3733458,30.4649409,178.0,14.59,0.351,-0.541,0.960,3,127.39
1372,2026-05-29T19:08:42.300Z,50.3733367,30.4649560,178.0,14.64,0.355,-0.723,1.110,3,132.25
1373,2026-05-29T19:08:42.400Z,50.3733272,30.4649705,178.0,14.73,0.344,-0.657,1.264,3,135.25
1374,2026-05-29T19:08:42.500Z,50.3733173,30.4649837,178.0,14.44,0.344,-0.657,1.264,3,138.92
1375,2026-05-29T19:08:42.600Z,50.3733065,30.4649957,178.0,14.73,0.499,-0.742,1.293,3,143.95
1376,2026-05-29T19:08:42.700Z,50.3732956,30.4650069,177.9,14.51,0.484,-0.693,1.262,3,146.40
1377,2026-05-29T19:08:42.800Z,50.3732840,30.4650167,177.9,14.62,0.205,-0.773,1.178,3,151.20
1378,2026-05-29T19:08:42.900Z,50.3732722,30.4650255,177.9,14.53,0.186,-0.742,1.193,3,154.20
1379,2026-05-29T19:08:43.000Z,50.3732599,30.4650322,177.9,14.39,0.042,-0.683,1.049,3,160.24
1380,2026-05-29T19:08:43.100Z,50.3732473,30.4650385,177.9,14.62,0.175,-0.556,0.948,3,161.71
1381,2026-05-29T19:08:43.200Z,50.3732347,30.4650436,177.8,14.50,0.115,-0.573,1.083,3,165.26
1382,2026-05-29T19:08:43.300Z,50.3732219,30.4650470,177.8,14.32,0.211,-0.604,1.157,4,169.97
1383,2026-05-29T19:08:43.400Z,50.3732090,30.4650487,177.8,14.41,0.204,-0.580,1.148,4,174.53
1384,2026-05-29T19:08:43.500Z,50.3731959,30.4650492,177.8,14.49,0.155,-0.762,1.226,4,178.18
1385,2026-05-29T19:08:43.600Z,50.3731834,30.4650483,177.9,13.90,0.054,-0.937,1.358,4,182.15
1386,2026-05-29T19:08:43.700Z,50.3731708,30.4650456,177.9,14.07,0.232,-0.924,1.096,4,187.19
1387,2026-05-29T19:08:43.800Z,50.3731589,30.4650422,177.8,13.60,0.220,-0.793,0.984,4,190.10
1388,2026-05-29T19:08:43.900Z,50.3731474,30.4650382,177.9,13.19,0.054,-0.837,0.929,4,192.20
1389,2026-05-29T19:08:44.000Z,50.3731363,30.4650327,177.9,12.94,0.220,-0.730,0.802,4,196.80
1390,2026-05-29T19:08:44.100Z,50.3731260,30.4650265,177.9,12.43,0.088,-0.747,0.617,4,200.48
1391,2026-05-29T19:08:44.200Z,50.3731166,30.4650194,177.8,11.78,-0.082,-0.724,0.774,4,204.68
1392,2026-05-29T19:08:44.300Z,50.3731081,30.4650110,177.8,11.29,-0.014,-0.786,0.803,4,211.59
1393,2026-05-29T19:08:44.400Z,50.3731002,30.4650023,177.7,10.88,0.219,-0.439,0.741,4,215.39
1394,2026-05-29T19:08:44.500Z,50.3730925,30.4649926,177.8,10.91,0.240,-0.319,0.820,4,218.49
1395,2026-05-29T19:08:44.600Z,50.3730863,30.4649822,177.7,10.36,0.357,-0.137,0.887,4,226.32
