session,lap,lap_time,corner,direction,entry_speed,min_speed,exit_speed,min_s,brake_peak_g,brake_dist_m,brake_time_s,coast_time_s,trail_brake_s,max_lat_g,steer_yaw_std,steer_yaw_jerk,gas_start_speed,gas_start_s
RaceBox Track Sessionon 29-05-2026 21-38.csv,11,42.78,4,L,26.5084675324675,26.5084675324675,28.36924675324672,209.33564942800695,-0.6516147186147179,0.0,0.0,0.4000000000000341,2.3000000000000003,1.1160995670995657,0.7723784032604435,6.544984694979481,41.927844155844106,252.53923973277085
RaceBox Track Sessionon 29-05-2026 21-38.csv,11,42.78,5,L,43.41740259740255,31.927012987012944,41.77371428571424,277.3245344095113,-0.3167575757575754,0.0,0.0,0.0,0.4,0.8517662337662327,0.5985418737242093,3.564834997198809,41.24945454545449,311.74242397928646
RaceBox Track Sessionon 29-05-2026 21-38.csv,11,42.78,6,L,43.749974025973984,29.63080519480516,37.44031168831165,323.3177284039944,-0.4240259740259736,17.569756526903234,1.8000000000000114,0.5,0.5,1.118116883116882,0.6125208287866623,3.233222439318657,49.98950649350644,381.21634357711145
RaceBox Track Sessionon 29-05-2026 21-38.csv,12,44.157,1,R,45.171896103896046,25.503584415584385,34.84005194805191,30.147209972942033,-0.45306926406926357,21.426274403240644,2.1999999999999886,0.0,3.7,1.0987835497835485,0.8543245860522387,3.9749873714134845,48.99459740259735,119.70207789017145
RaceBox Track Sessionon 29-05-2026 21-38.csv,12,44.157,2,L,37.079376623376575,25.495792207792178,27.264623376623344,156.2258152700639,-0.5701601731601724,44.587591351294975,4.399999999999977,1.5,4.3,1.3402294372294357,0.6087507331438592,9.328784851908111,33.58581818181815,122.33603587013825
RaceBox Track Sessionon 29-05-2026 21-38.csv,12,44.157,3,L,33.171428571428535,27.524103896103863,27.804467532467502,219.7490472487744,-0.49686147186147134,31.446055740681317,4.0,0.0,1.2000000000000002,1.236480519480518,1.0172629507650837,6.366088446647438,27.524103896103863,219.7490472487744
RaceBox Track Sessionon 29-05-2026 21-38.csv,12,44.157,4,L,27.79667532467529,21.64379220779218,36.283012987012945,226.58150938226578,-0.49686147186147134,11.991959454337234,2.0,0.0,2.8000000000000003,1.236480519480518,0.66709351727773,7.500552460445496,36.84810389610385,264.2579172244486
RaceBox Track Sessionon 29-05-2026 21-38.csv,12,44.157,5,L,41.032519480519426,30.97761038961035,40.64571428571424,274.5766273244419,-0.5239350649350644,16.130568563233112,1.6000000000000227,0.3000000000000682,1.3,0.7647186147186138,0.5859626539217019,3.111049391678908,38.650909090909046,311.74242397928646
RaceBox Track Sessionon 29-05-2026 21-38.csv,12,44.157,6,L,43.18192207792203,26.91070129870127,36.61605194805191,322.4849086097447,-0.5239350649350644,21.61039403800862,2.199999999999932,0.40000000000009095,2.1,1.0514458874458863,0.6386541762650059,4.36332312998384,55.177558441558375,413.73327988758064
RaceBox Track Sessionon 29-05-2026 21-38.csv,13,42.639,1,R,49.16618181818176,26.341402597402567,34.015792207792174,27.917034657464207,-0.5357965367965362,0.0,0.0,0.0,3.3000000000000003,1.1544891774891763,0.8429696584499405,3.90081087821506,49.705090909090856,121.01130350202293
RaceBox Track Sessionon 29-05-2026 21-38.csv,13,42.639,2,L,35.47293506493503,27.01948051948049,28.85142857142854,155.38536181830224,-0.5604199134199127,38.372173641772164,3.7999999999999545,0.39999999999997726,2.4000000000000004,1.2682813852813837,0.5080970686670676,6.479534848025375,28.85142857142854,160.94387140949053
RaceBox Track Sessionon 29-05-2026 21-38.csv,13,42.639,3,L,44.26768831168826,27.97355844155841,29.431480519480488,206.98583033616748,-0.3005800865800862,22.339206513373682,2.2000000000000455,0.0,0.4,0.893961038961038,0.910207667757958,5.480333851259704,29.431480519480488,219.7490472487744
RaceBox Track Sessionon 29-05-2026 21-38.csv,13,42.639,4,L,28.70119480519477,26.940623376623346,38.1470649350649,225.093910680353,-0.4135844155844151,7.011054568702235,0.8999999999999773,0.39999999999997726,2.3000000000000003,1.0849437229437218,0.7519387065089016,5.480333851259704,39.3640519480519,263.1740932544958
RaceBox Track Sessionon 29-05-2026 21-38.csv,13,42.639,5,L,43.84176623376619,31.90488311688308,41.360883116883066,277.3245344095113,-0.6350216450216443,0.0,0.0,0.0,0.0,0.9222770562770553,0.6048848089670762,4.681845718472647,41.05496103896098,311.74242397928646
RaceBox Track Sessionon 29-05-2026 21-38.csv,13,42.639,6,L,43.31049350649346,28.680935064935035,36.68587012987009,322.4849086097447,-0.6892640692640685,14.1941709284622,1.599999999999909,0.2999999999999545,2.9000000000000004,1.0137272727272715,0.6112025643011505,4.0491638646262675,54.36561038961033,422.86558667725546
RaceBox Track Sessionon 29-05-2026 21-38.csv,14,42.879,1,R,50.43896103896098,25.564363636363606,34.12581818181815,27.917034657464207,-0.4662640692640687,24.980192760621744,2.3999999999999773,0.3000000000000682,4.6000000000000005,1.1363809523809512,0.8517688501860458,2.9976029903042374,47.38846753246748,114.28967076723492
RaceBox Track Sessionon 29-05-2026 21-38.csv,14,42.879,2,L,30.050961038961002,27.528623376623344,27.971220779220747,156.98743994021476,-0.4587965367965363,29.318453158062468,3.0,0.0,3.1,1.191186147186146,0.5778396493180304,3.281218993747838,27.971220779220747,160.94387140949053
RaceBox Track Sessionon 29-05-2026 21-38.csv,14,42.879,3,L,43.74280519480514,26.981766233766205,29.09392207792204,207.76942693001934,-0.6567922077922071,19.466435421926263,2.2999999999999545,0.7999999999999545,1.0,1.0435454545454534,1.0121741510840456,8.491026810955674,29.457974025973993,212.77466448723575
RaceBox Track Sessionon 29-05-2026 21-38.csv,14,42.879,4,L,27.717038961038927,26.96259740259737,37.481142857142814,227.3146921528989,-0.32536363636363597,5.981605557870466,0.7000000000000455,0.20000000000004547,2.3000000000000003,1.0511731601731589,0.7326532247476102,8.491026810955674,38.93906493506489,249.14516496102956
RaceBox Track Sessionon 29-05-2026 21-38.csv,14,42.879,5,L,42.999896103896056,33.571480519480474,42.66467532467528,277.3245344095113,-0.5825151515151509,0.0,0.0,0.0,0.1,1.0088225108225097,0.6024596258882053,4.939281783141714,38.92020779220775,311.74242397928646
RaceBox Track Sessionon 29-05-2026 21-38.csv,14,42.879,6,L,44.611324675324624,29.66088311688308,37.540051948051904,323.3177284039944,-0.5825151515151509,17.569756526903234,1.7999999999999545,0.40000000000009095,1.2000000000000002,1.0339047619047608,0.6139414418121565,3.874630939429387,54.817090909090844,421.3645113539617
RaceBox Track Sessionon 29-05-2026 21-52.csv,1,46.974,1,R,42.75397402597398,26.193506493506465,32.610389610389575,26.495326829356053,-0.44201731601731553,12.611110274831315,1.8000000000000007,0.0,4.2,1.2681298701298687,0.8355527613702118,7.382742735935812,48.009194805194745,119.70207789017145
RaceBox Track Sessionon 29-05-2026 21-52.csv,1,46.974,2,L,32.31693506493503,29.671012987012947,29.671012987012947,160.94387140949053,-0.5053030303030297,49.30564749072161,4.900000000000002,1.3999999999999986,3.7,1.2590043290043273,0.5242633638331364,4.974188368183933,33.11314285714282,122.33603587013825
